name,label,predict,summary,description
pcp-pmda-mongodb,服务,服务, Performance Co-Pilot (PCP) metrics for MongoDB," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from MongoDB."
rshim,服务,库, User-space driver for Mellanox BlueField SoC," This is the user-space driver to access the BlueField SoC via the rshim
interface. It provides ways to push boot stream, debug the target or login
via the virtual console or network interface."
usbguard-dbus,服务,服务, USBGuard D-Bus Service," The usbguard-dbus package contains an optional component that provides
a D-Bus interface to the USBGuard daemon component."
xorg-x11-server-Xephyr,服务,库, A nested server," Xephyr is an X server which has been implemented as an ordinary
X application.  It runs in a window just like other X applications,
but it is an X server itself in which you can run other software.  It
is a very useful tool for developers who wish to test their
applications without running them on their real X server.  Unlike
Xnest, Xephyr renders to an X image rather than relaying the
X protocol, and therefore supports the newer X extensions like
Render and Composite."
pcp-pmda-mssql,服务,服务, Performance Co-Pilot (PCP) metrics for Microsoft SQL Server," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from Microsoft SQL Server."
xorg-x11-xinit-session,服务,服务, Display manager support for ~/.xsession and ~/.Xclients," Allows legacy ~/.xsession and ~/.Xclients files to be used from display
managers."
dde-launcher,服务,库, dde desktop-environment - Launcher module, dde desktop-environment - Launcher module.
xorg-x11-drv-qxl,服务,服务, Xorg X11 qxl video driver, X.Org X11 qxl video driver.
rsyslog-relp,服务,库, RELP protocol support for rsyslog," The rsyslog-relp package contains the rsyslog plugins that provide
the ability to receive syslog messages via the reliable RELP
protocol."
upower,服务,工具, Power Management Service," UPower (formerly DeviceKit-power) provides a daemon, API and command
line tools for managing power devices attached to the system."
fence-virtd-serial,服务,服务, Serial VMChannel listener for fence-virtd, Provides serial VMChannel listener capability for fence-virtd.
libvirt,服务,库, Library providing a simple virtualization API," Libvirt is a C toolkit to interact with the virtualization capabilities
of recent versions of Linux (and other OSes). The main package includes
the libvirtd server exporting the virtualization support."
NetworkManager-initscripts-updown,服务,工具,Legacy ifup/ifdown scripts for NetworkManager that replace initscripts (network-scripts) ,"Installs alternative ifup/ifdown scripts that talk to NetworkManager.
This is only for backward compatibility with initscripts (network-scripts).
Preferably use nmcli instead. "
fence-agents-aliyun,服务,服务, Fence agent for Alibaba Cloud (Aliyun), The fence-agents-aliyun package contains a fence agent for Alibaba Cloud (Aliyun) instances.
pcp-pmda-activemq,服务,服务, Performance Co-Pilot (PCP) metrics for ActiveMQ," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the ActiveMQ message broker."
usb_modeswitch-data,服务,工具,USB Modeswitch gets mobile broadband cards in operational mode ,"USB Modeswitch brings up your datacard into operational mode. When plugged
in they identify themselves as cdrom and present some non-Linux compatible
installation files. This tool deactivates this cdrom-devices and enables
the real communication device. It supports most devices built and
sold by Huawei, T-Mobile, Vodafone, Option, ZTE, Novatel.

This package contains the data files needed for usb_modeswitch to function. "
libvirt-daemon,服务,库, Server side daemon and supporting files for libvirt library," Server side daemon required to manage the virtualization capabilities
of recent versions of Linux. Requires a hypervisor specific sub-RPM
for specific drivers."
xorg-x11-server-common,服务,服务, Xorg server common files, Common files shared among all X servers.
pcp-pmda-slurm,服务,服务, Performance Co-Pilot (PCP) metrics for the SLURM Workload Manager," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from the SLURM Workload Manager."
deepin-default-settings-tuning,服务,工具, default settings for deepin destkop environment, This package includes files to override cups default page and fcitx icon.
vino,服务,服务, A remote desktop system for GNOME," Vino is a VNC server for GNOME. It allows remote users to
connect to a running GNOME session using VNC."
tuned-profiles-cpu-partitioning,服务,工具,Additional tuned profile(s) optimized for CPU partitioning ,Additional tuned profile(s) optimized for CPU partitioning. 
libvirt-daemon-driver-storage,服务,服务, Storage driver plugin including all backends for the libvirtd daemon," The storage driver plugin for the libvirtd daemon, providing
an implementation of the storage APIs using LVM, iSCSI,
parted and more."
fence-agents-bladecenter,服务,服务, Fence agent for IBM BladeCenter," Fence agent for IBM BladeCenter devices that are accessed
via telnet or SSH."
hyperv-daemons-license,服务,服务, License of the Hyper-V daemons suite, Contains license of the Hyper-V daemons suite.
pcp-pmda-gfs2,服务,服务, Performance Co-Pilot (PCP) metrics for the GFS2 filesystem," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Global Filesystem v2."
fence-agents-ilo2,服务,服务, Fence agents for HP iLO2 devices," Fence agents for HP iLO2 devices that are accessed via
the HTTP(s) protocol."
tftp-server,服务,工具, The server for the Trivial File Transfer Protocol (TFTP)," The Trivial File Transfer Protocol (TFTP) is normally used only for
booting diskless workstations.  The tftp-server package provides the
server for TFTP, which allows users to transfer files to and from a
remote machine. TFTP provides very little security, and should not be
enabled unless it is expressly needed.  The TFTP server is run by using
systemd socket activation, and is disabled by default."
pcp-export-pcp2xml,服务,服务, Performance Co-Pilot tools for exporting PCP metrics in XML format," Performance Co-Pilot (PCP) front-end tools for exporting metric values
in XML format."
fence-agents-wti,服务,服务, Fence agent for WTI Network power switches," Fence agent for WTI network power switches that are accessed
via telnet or SSH."
NetworkManager-config-server,服务,服务,"NetworkManager config file for ""server-like"" defaults ","This adds a NetworkManager configuration file to make it behave more
like the old ""network"" service. In particular, it stops NetworkManager
from automatically running DHCP on unconfigured ethernet devices, and
allows connections with static IP addresses to be brought up even on
ethernet devices with no carrier.

This package is intended to be installed by default for server
deployments. "
containerd-stress,服务,服务, containerd stress test for containerd daemon, stress test a containerd daemon
sendmail,服务,工具, A widely used Mail Transport Agent (MTA)," The Sendmail program is a very widely used Mail Transport Agent (MTA).
MTAs send mail from one machine to another. Sendmail is not a client
program, which you use to read your email. Sendmail is a
behind-the-scenes program which actually moves your email over
networks or the Internet to where you want it to go.

If you ever need to reconfigure Sendmail, you will also need to have
the sendmail-cf package installed. If you need documentation on
Sendmail, you can install the sendmail-doc package."
iptables-services,服务,服务,iptables and ip6tables services for iptables ,"iptables services for IPv4 and IPv6

This package provides the services iptables and ip6tables that have been split
out of the base package since they are not active by default anymore. "
foomatic-db,服务,库, Database of printers and printer drivers," This is the database of printers, printer drivers, and driver options
for Foomatic.

The site http://www.openprinting.org/ is based on this database."
acpid,服务,服务, ACPI Event Daemon, acpid is a daemon that dispatches ACPI events to user-space programs.
fence-agents-drac5,服务,服务, Fence agent for Dell DRAC 5," Fence agent for Dell DRAC 5 series devices that are accessed
via telnet or SSH."
filesystem,服务,工具, The basic directory layout for a Linux system," The filesystem package is one of the basic packages that is installed
on a Linux system. Filesystem contains the basic directory layout
for a Linux operating system, including the correct permissions for
the directories."
gvfs-afc,服务,工具, AFC support for gvfs," This package provides support for reading files on mobile devices
including phones and music players to applications using gvfs."
crda,服务,服务, Regulatory compliance daemon for 802.11 wireless networking," The crda package provideds the regulatory rules database
""wireless-regdb"" used by the kernels 802.11 networking stack
in order to comply with radio frequency regulatory rules around
the world."
authd,服务,服务, A RFC 1413 ident protocol daemon," authd is a small and fast RFC 1413 ident protocol daemon
with both xinetd server and interactive modes that
supports IPv6 and IPv4 as well as the more popular features
of pidentd."
at-spi2-core,服务,服务, Protocol definitions and daemon for D-Bus at-spi," at-spi allows assistive technologies to access GTK-based
applications. Essentially it exposes the internals of applications for
automation, so tools such as screen readers, magnifiers, or even
scripting interfaces can query and interact with GUI controls.

This version of at-spi is a major break from previous versions.
It has been completely rewritten to use D-Bus rather than
ORBIT / CORBA for its transport protocol."
fence-agents-apc-snmp,服务,服务, Fence agents for APC devices (SNMP), Fence agents for APC devices that are accessed via the SNMP protocol.
numad,服务,服务,NUMA user daemon ,"Numad, a daemon for NUMA (Non-Uniform Memory Architecture) systems,
that monitors NUMA characteristics and manages placement of processes
and memory to minimize memory latency and thus provide optimum performance. "
deepin-menu,服务,服务, Deepin menu service, Deepin menu service for building beautiful menus.
tboot,服务,库,Performs a verified launch using Intel TXT ,"Trusted Boot (tboot) is an open source, pre-kernel/VMM module that uses
Intel Trusted Execution Technology (Intel TXT) to perform a measured
and verified launch of an OS kernel/VMM. "
haproxy,服务,服务, HAProxy reverse proxy for high availability environments," HAProxy is a TCP/HTTP reverse proxy which is particularly suited for high
availability environments. Indeed, it can:
 - route HTTP requests depending on statically assigned cookies
 - spread load among several servers while assuring server persistence
   through the use of HTTP cookies
 - switch to backup servers in the event a main one fails
 - accept connections to special ports dedicated to service monitoring
 - stop accepting connections without breaking existing ones
 - add, modify, and delete HTTP headers in both directions
 - block requests matching particular patterns
 - report detailed status to authenticated users from a URI
   intercepted from the application"
keentune-ui,服务,库, KeenTune web UI, KeenTune UI rpm package
pki-servlet-engine,服务,库," Apache Servlet/JSP Engine, RI for Servlet 4.0/JSP 2.3 API"," Tomcat is the servlet engine that is used in the official Reference
Implementation for the Java Servlet and JavaServer Pages technologies.
The Java Servlet and JavaServer Pages specifications are developed by
Sun under the Java Community Process.

Tomcat is developed in an open and participatory environment and
released under the Apache Software License version 2.0. Tomcat is intended
to be a collaboration of the best-of-breed developers from around the world."
gnome-shell-extension-desktop-icons,服务,服务, Desktop icons support for the classic experience, This GNOME Shell extension adds desktop icons support as seen in GNOME 2
gnome-backgrounds,服务,服务, Desktop backgrounds packaged with the GNOME desktop," The gnome-backgrounds package contains the default
desktop background, known as the Adwaita background,
for the GNOME Desktop version"
pcp-pmda-news,服务,服务, Performance Co-Pilot (PCP) metrics for Usenet News," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Usenet News."
gvfs-mtp,服务,服务, MTP support for gvfs," This package provides support for reading and writing files on
MTP based devices (Media Transfer Protocol) to applications using gvfs."
dde-session-ui,服务,工具, Deepin desktop-environment - Session UI module," This project include those sub-project:

- dde-shutdown: User interface of shutdown.
- dde-lock: User interface of lock screen.
- dde-lockservice: The back-end service of locking screen.
- lightdm-deepin-greeter: The user interface when you login in.
- dde-switchtogreeter: The tools to switch the user to login in.
- dde-lowpower: The user interface of reminding low power.
- dde-osd: User interface of on-screen display.
- dde-hotzone: User interface of setting hot zone."
fence-agents-ilo-ssh,服务,服务, Fence agents for HP iLO devices over SSH, Fence agents for HP iLO devices that are accessed via telnet or SSH.
telnet-server,服务,服务, The server program for the Telnet remote login protocol," Telnet is a popular protocol for logging into remote systems over the
Internet. The package includes a daemon that supports Telnet remote
logins into the host machine. The daemon is disabled by default.
You may enable the daemon by editing /etc/xinetd.d/telnet"
libvirt-daemon-driver-storage-scsi,服务,服务, Storage driver plugin for local scsi devices," The storage driver backend adding implementation of the storage APIs for scsi
host devices."
pcp-export-pcp2spark,服务,服务, Performance Co-Pilot tools for exporting PCP metrics to Apache Spark," Performance Co-Pilot (PCP) front-end tools for exporting metric values
in JSON format to Apache Spark. See https://spark.apache.org/ for
further details on Apache Spark."
pcp-pmda-logger,服务,服务, Performance Co-Pilot (PCP) metrics from arbitrary log files," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from a specified set of log files (or pipes).  The PMDA
supports both sampled and event-style metrics."
firewall-applet,服务,库, Firewall panel applet," The firewall panel applet provides a status information of firewalld and also
the firewall settings."
WALinuxAgent-udev,服务,库, Udev rules for Microsoft Azure, Udev rules specific to Microsoft Azure Virtual Machines.
libvirt-daemon-driver-nodedev,服务,服务, Nodedev driver plugin for the libvirtd daemon," The nodedev driver plugin for the libvirtd daemon, providing
an implementation of the node device APIs using the udev
capabilities."
fence-agents-ipmilan,服务,服务, Fence agents for devices with IPMI interface, Fence agents for devices with IPMI interface.
cups-filesystem,服务,库, CUPS printing system - directory layout," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This package provides some directories which are
required by other packages that add CUPS drivers (i.e. filters, backends etc.)."
pacemaker-nagios-plugins-metadata,服务,工具, Pacemaker Nagios Metadata," The metadata files required for Pacemaker to execute the nagios plugin
monitor resources."
NetworkManager,服务,服务, Network connection manager and user applications," NetworkManager is a system service that manages network interfaces and
connections based on user or automatic configuration. It supports
Ethernet, Bridge, Bond, VLAN, Team, InfiniBand, Wi-Fi, mobile broadband
(WWAN), PPPoE and other devices, and supports a variety of different VPN
services."
bind9.16-license,服务,服务, License of the BIND DNS suite, Contains license of the BIND DNS suite.
libvirt-daemon-driver-interface,服务,服务, Interface driver plugin for the libvirtd daemon," The interface driver plugin for the libvirtd daemon, providing
an implementation of the host network interface APIs."
freeradius-krb5,服务,服务, Kerberos 5 support for freeradius, This plugin provides the Kerberos 5 support for the FreeRADIUS server project.
rocketmq,服务,库, Apache RocketMQ is a distributed messaging and streaming platform," Apache RocketMQ is a distributed messaging and streaming platform with low latency, high performance and reliability, trillion-level capacity and flexible scalability."
c2esp,服务,库, CUPS driver for Kodak AiO printers, CUPS filters and drivers for Kodak ESP and Hero all in one printers.
gnome-initial-setup,服务,库, Bootstrapping your OS," GNOME Initial Setup is an alternative to firstboot, providing
a good setup experience to welcome you to your system, and walks
you through configuring it. It is integrated with gdm."
p11-kit-server,服务,工具,Server and client commands for p11-kit ,"The p11-kit-server package contains command line tools that enable to
export PKCS#11 modules through a Unix domain socket.  Note that this
feature is still experimental. "
pki-server,服务,库, PKI Server Package," The PKI Server Package contains libraries and utilities needed by other
PKI subsystems."
dhcp-relay,服务,服务,Provides the ISC DHCP relay agent ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP relay agent. "
libvirt-daemon-driver-storage-disk,服务,服务, Storage driver plugin for disk," The storage driver backend adding implementation of the storage APIs for block
volumes using the host disks."
httpd-manual,服务,服务, Documentation for the Apache HTTP server," The httpd-manual package contains the complete manual and
reference guide for the Apache HTTP server. The information can
also be found at http://httpd.apache.org/docs/2.2/."
sssd-polkit-rules,服务,库,Rules for polkit integration for SSSD ,"Provides rules for polkit integration with SSSD. This is required
for smartcard support. "
bind,服务,服务, The Berkeley Internet Name Domain (BIND) DNS (Domain Name System) server," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named),
which resolves host names to IP addresses; a resolver library
(routines for applications to use when interfacing with DNS); and
tools for verifying that the DNS server is operating properly."
cups-lpd,服务,库, CUPS printing system - lpd emulation," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This is the package that provides standard
lpd emulation."
gnome-getting-started-docs-es,服务,服务, Spanish translations for gnome-getting-started-docs videos, Spanish (es) translations for the Getting Started guide videos.
sblim-sfcb,服务,库, Small Footprint CIM Broker," Small Footprint CIM Broker (sfcb) is a CIM server conforming to the
CIM Operations over HTTP protocol.
It is robust, with low resource consumption and therefore specifically
suited for embedded and resource constrained environments.
sfcb supports providers written against the Common Manageability
Programming Interface (CMPI)."
lldpad,服务,服务,Intel LLDP Agent ,"This package contains the Linux user space daemon and configuration tool for
Intel LLDP Agent with Enhanced Ethernet support for the Data Center. "
selinux-policy-sandbox,服务,库,SELinux policy sandbox ,SELinux sandbox policy used for the policycoreutils-sandbox package 
fence-agents-gce,服务,服务, Fence agent for GCE (Google Cloud Engine), Fence agent for GCE (Google Cloud Engine) instances.
usbguard-selinux,服务,服务, USBGuard selinux," The usbguard-selinux package contains selinux policy for the USBGuard
daemon."
gnome-shell-extension-panel-favorites,服务,服务, Favorite launchers in GNOME Shell's top bar, This GNOME Shell extension adds favorite launchers to the top bar.
pcp-pmda-netcheck,服务,服务, Performance Co-Pilot (PCP) metrics for simple network checks," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from simple network checks."
pcp-pmda-apache,服务,服务, Performance Co-Pilot (PCP) metrics for the Apache webserver," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Apache webserver."
keentune-brain,服务,库, Auto-Tunning algorithm module of KeenTune, Auto-Tunning algorithm module of KeenTune
bolt,服务,服务,Thunderbolt device manager ,"bolt is a system daemon to manage Thunderbolt devices via a D-BUS
API. Thunderbolt 3 introduced different security modes that require
devices to be authorized before they can be used. The D-Bus API can be
used to list devices, enroll them (authorize and store them in the
local database) and forget them again (remove previously enrolled
devices). It also emits signals if new devices are connected (or
removed). During enrollment devices can be set to be automatically
authorized as soon as they are connected.  A command line tool, called
boltctl, can be used to control the daemon and perform all the above
mentioned tasks. "
systemtap-server,服务,工具, Instrumentation System Server," This is the remote script compilation server component of systemtap.
It announces itself to nearby clients with avahi (if available), and
compiles systemtap scripts to kernel objects on their demand."
shim-ia32,服务,服务,First-stage UEFI bootloader ,"Initial UEFI bootloader that handles chaining to a trusted full
bootloader under secure boot environments. This package contains the
version signed by the UEFI signing service. "
WALinuxAgent,服务,服务, Microsoft Azure Linux Agent," The Azure Linux Agent supports the provisioning and running of Linux
VMs in the Azure cloud. This package should be installed on Linux disk
images that are built to run in the Azure environment."
libvirt-daemon-kvm,服务,服务, Server side daemon & driver required to run KVM guests," Server side daemon and driver required to manage the virtualization
capabilities of the KVM hypervisor"
redis,服务,库, A persistent key-value database," Redis is an advanced key-value store. It is often referred to as a data
structure server since keys can contain strings, hashes, lists, sets and
sorted sets.

You can run atomic operations on these types, like appending to a string;
incrementing the value in a hash; pushing to a list; computing set
intersection, union and difference; or getting the member with highest
ranking in a sorted set.

In order to achieve its outstanding performance, Redis works with an
in-memory dataset. Depending on your use case, you can persist it either
by dumping the dataset to disk every once in a while, or by appending
each command to a log.

Redis also supports trivial-to-setup master-slave replication, with very
fast non-blocking first synchronization, auto-reconnection on net split
and so forth.

Other features include Transactions, Pub/Sub, Lua scripting, Keys with a
limited time-to-live, and configuration settings to make Redis behave like
a cache.

You can use Redis from most programming languages also."
corosync-qnetd,服务,服务, The Corosync Cluster Engine Qdevice Network Daemon," This package contains the Corosync Cluster Engine Qdevice Network Daemon,
script for creating NSS certificates and an init script."
pacemaker-schemas,服务,工具, Schemas and upgrade stylesheets for Pacemaker," Schemas and upgrade stylesheets for Pacemaker

Pacemaker is an advanced, scalable High-Availability cluster resource
manager."
kwin-wayland,服务,服务, KDE Window Manager with experimental Wayland support, KDE Window Manager with experimental Wayland support.
dnsmasq,服务,服务, A lightweight DHCP/caching DNS server," Dnsmasq is lightweight, easy to configure DNS forwarder and DHCP server.
It is designed to provide DNS and, optionally, DHCP, to a small network.
It can serve the names of local machines which are not in the global
DNS. The DHCP server integrates with the DNS server and allows machines
with DHCP-allocated addresses to appear in the DNS with names configured
either in each host or in a central configuration file. Dnsmasq supports
static and dynamic DHCP leases and BOOTP for network booting of diskless
machines."
epel-next-release,服务,服务, Extra Packages for Enterprise Linux Next repository configuration," This package contains the Extra Packages for Enterprise Linux (EPEL) Next
configuration for yum."
gnome-getting-started-docs-pt_BR,服务,服务, Brazilian Portuguese translations for gnome-getting-started-docs videos, Brazilian Portuguese (pt_BR) translations for the Getting Started guide videos.
plymouth-plugin-space-flares,服务,服务," Plymouth ""space-flares"" plugin"," This package contains the ""space-flares"" boot splash plugin for
Plymouth. It features a corner image with animated flares."
basesystem,服务,库, The skeleton package which defines a simple  system," Basesystem defines the components of a basic  system
(for example, the package installation order to use during bootstrapping).
Basesystem should be in every installation of a system, and it
should never be removed."
plymouth,服务,工具, Graphical Boot Animation and Logger," Plymouth provides an attractive graphical boot animation in
place of the text messages that normally get shown.  Text
messages are instead redirected to a log file for viewing
after boot."
gnome-shell-extension-apps-menu,服务,服务, Application menu for GNOME Shell, This GNOME Shell extension adds a GNOME 2.x style menu for applications.
libvirt-daemon-driver-storage-logical,服务,服务, Storage driver plugin for lvm volumes," The storage driver backend adding implementation of the storage APIs for block
volumes using lvm."
pcp-export-pcp2zabbix,服务,服务, Performance Co-Pilot tools for exporting PCP metrics to Zabbix," Performance Co-Pilot (PCP) front-end tools for exporting metric values
to the Zabbix (https://www.zabbix.org/) monitoring software."
nydus-rs,服务,服务, Nydus image service," Nydus - the Dragonfly image service, providing fast, secure and easy access to container images."
mariadb-server-galera,服务,服务, The configuration files and scripts for galera replication," MariaDB is a multi-user, multi-threaded SQL database server. It is a
client/server implementation consisting of a server daemon (mysqld)
and many different client programs and libraries. This package contains
the MariaDB server and some accompanying files and directories.
MariaDB is a community developed branch of MySQL."
rsyslog-omamqp1,服务,服务, AMQP1 support for rsyslog," The rsyslog-omamqp1 package contains a dynamic shared object that will add
AMQP1 support to rsyslog."
alsa-plugins-pulseaudio,服务,服务, Alsa to PulseAudio backend," This plugin allows any program that uses the ALSA API to access a PulseAudio
sound daemon. In other words, native ALSA applications can play and record
sound across a network. There are two plugins in the suite, one for PCM and
one for mixer control."
spice-qxl-wddm-dod,服务,库, A QXL display-only driver for Windows 10 virtual machines.," QXL is a paravirtualized display driver and a part of SPICE project.
This package provides QXL display-only driver for Windows 10 virtual machines."
tigervnc-server-minimal,服务,服务, A minimal installation of TigerVNC server," The VNC system allows you to access the same desktop from a wide
variety of platforms. This package contains minimal installation
of TigerVNC server, allowing others to access the desktop on your
machine."
ipxe-bootimgs-x86,服务,服务," X86 Network boot loader images in bootable USB, CD, floppy and GRUB formats"," iPXE is an open source network bootloader. It provides a direct
replacement for proprietary PXE ROMs, with many extra features such as
DNS, HTTP, iSCSI, etc.

This package contains the iPXE boot images in USB, CD, floppy, and PXE
UNDI formats."
pcp-pmda-rabbitmq,服务,服务, Performance Co-Pilot (PCP) metrics for RabbitMQ queues," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about RabbitMQ message queues."
gedit-plugin-colorpicker,服务,库, gedit colorpicker plugin, The gedit colorpicker plugin.
plymouth-plugin-throbgress,服务,服务," Plymouth ""Throbgress"" plugin"," This package contains the ""throbgress"" boot splash plugin for
Plymouth. It features a centered logo and animated spinner that
spins repeatedly while a progress bar advances at the bottom of
the screen."
gvfs,服务,库, Backends for the gio framework in GLib," The gvfs package provides backend implementations for the gio
framework in GLib. It includes ftp, sftp, cifs."
grafana-pcp,服务,工具, Performance Co-Pilot Grafana Plugin," This Grafana plugin for Performance Co-Pilot includes datasources for
scalable time series from pmseries(1) and Redis, live PCP metrics and
bpftrace scripts from pmdabpftrace(1), as well as several dashboards."
NetworkManager-adsl,服务,服务,ADSL device plugin for NetworkManager ,This package contains NetworkManager support for ADSL devices. 
jack-audio-connection-kit-dbus,服务,库, Jack D-Bus launcher, Launcher to start Jack through D-Bus.
pcp-pmda-docker,服务,服务, Performance Co-Pilot (PCP) metrics from the Docker daemon," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics using the Docker daemon REST API."
oceanbase-ce,服务,库, OceanBase CE is a distributed relational database, OceanBase CE is a distributed relational database
netconsole-service,服务,库,Service for initializing of network console logging ,"This packages provides a 'netconsole' service for loading of netconsole kernel
module with the configured parameters. The netconsole kernel module itself then
allows logging of kernel messages over the network. "
fence-agents-aws,服务,服务, Fence agent for Amazon AWS, Fence agent for Amazon AWS instances.
pcp-pmda-statsd,服务,服务, Performance Co-Pilot (PCP) metrics from statsd," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting statistics from the statsd daemon."
isns-utils,服务,工具,The iSNS daemon and utility programs ,"The iSNS package contains the daemon and tools to setup a iSNS server,
and iSNS client tools. The Internet Storage Name Service (iSNS) protocol
allows automated discovery, management and configuration of iSCSI and
Fibre Channel devices (using iFCP gateways) on a TCP/IP network. "
pcp-export-pcp2elasticsearch,服务,服务, Performance Co-Pilot tools for exporting PCP metrics to ElasticSearch," Performance Co-Pilot (PCP) front-end tools for exporting metric values
to Elasticsearch - a distributed, RESTful search and analytics engine.
See https://www.elastic.co/community for further details."
pcp-pmda-trace,服务,服务, Performance Co-Pilot (PCP) metrics for application tracing," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about trace performance data in applications."
pipewire,服务,服务, Media Sharing Server," PipeWire is a multimedia server for Linux and other Unix like operating
systems."
krb5-server-ldap,服务,工具,The LDAP storage plugin for the Kerberos 5 KDC ,"Kerberos is a network authentication system. The krb5-server package
contains the programs that must be installed on a Kerberos 5 key
distribution center (KDC).  If you are installing a Kerberos 5 KDC,
and you wish to use a directory server to store the data for your
realm, you need to install this package. "
fdo-owner-onboarding-server,服务,服务, FDO Owner Onboarding Server implementation, FDO Owner Onboarding Server implementation
cim-schema,服务,库, Common Information Model (CIM) Schema," Common Information Model (CIM) is a model for describing overall
management information in a network or enterprise environment. CIM
consists of a specification and a schema. The specification defines the
details for integration with other management models. The schema
provides the actual model descriptions.



Authors:
--------
    DTMF <http://www.dmtf.org/about/contact>"
xorg-x11-drv-vesa,服务,服务, Xorg X11 vesa video driver, X.Org X11 vesa video driver.
gnome-getting-started-docs-it,服务,服务, Italian translations for gnome-getting-started-docs videos, Italian (it) translations for the Getting Started guide videos.
metacity,服务,服务, Unobtrusive window manager," Metacity is a window manager that integrates nicely with the GNOME desktop.
It strives to be quiet, small, stable, get on with its job, and stay out of
your attention."
