,src,bin,num_of_bin
41,apache-commons-lang: 应用库/编程语言,"{'apache-commons-lang': '应用库/编程语言', 'apache-commons-lang-javadoc': '应用库/编程语言'}",2
42,apache-commons-lang3: 应用库/编程语言,"{'apache-commons-lang3': '应用库/编程语言', 'apache-commons-lang3-javadoc': '应用库/编程语言'}",2
43,apache-commons-logging: 应用库/编程语言,"{'apache-commons-logging': '应用库/编程语言', 'apache-commons-logging-javadoc': '应用库/编程语言'}",2
44,apache-commons-net: 应用库/编程语言,"{'apache-commons-net': '应用库/编程语言', 'apache-commons-net-javadoc': '应用库/编程语言'}",2
45,apache-commons-parent: 应用库/编程语言,{'apache-commons-parent': '应用库/编程语言'},1
46,apache-ivy: 应用库/编程语言,"{'apache-ivy': '应用库/编程语言', 'apache-ivy-javadoc': '应用库/编程语言'}",2
47,apache-parent: 应用库/编程语言,{'apache-parent': '应用库/编程语言'},1
48,apache-resource-bundles: 应用库/编程语言,{'apache-resource-bundles': '应用库/编程语言'},1
49,apiguardian: 应用库/编程语言,{'apiguardian': '应用库/编程语言'},1
50,appstream-data: 应用库,{'appstream-data': '应用库'},1
51,apr: 应用库,{'apr': '应用库'},1
52,apr-util: 应用工具,"{'apr-util': '应用工具', 'apr-util-bdb': '应用工具', 'apr-util-ldap': '应用工具', 'apr-util-mysql': '应用工具', 'apr-util-odbc': '应用工具', 'apr-util-openssl': '应用工具', 'apr-util-pgsql': '应用工具', 'apr-util-sqlite': '应用工具'}",8
53,aqute-bnd: 应用库,"{'aqute-bnd': '应用库', 'aqute-bnd-javadoc': '应用库', 'aqute-bndlib': '应用库', 'bnd-maven-plugin': '应用库'}",4
54,arpwatch: 应用工具,{'arpwatch': '应用工具'},1
55,asciidoc: 应用工具,{'asciidoc': '应用工具'},1
56,aspell: 应用工具,{'aspell': '应用工具'},1
57,aspell-en: 应用工具,{'aspell-en': '应用工具'},1
58,assertj-core: 应用库,"{'assertj-core': '应用库', 'assertj-core-javadoc': '应用库'}",2
59,at: 系统工具,{'at': '系统工具'},1
60,atinject: 应用库,"{'atinject': '应用库', 'atinject-javadoc': '应用库', 'atinject-tck': '应用库'}",3
61,atk: 应用库,{'atk': '应用库'},1
62,atkmm: 应用库,{'atkmm': '应用库'},1
63,atlas: 系统库,"{'atlas': '系统库', 'atlas-corei2': '系统库'}",2
64,at-spi2-atk: 应用工具,{'at-spi2-atk': '应用工具'},1
65,at-spi2-core: 应用库,{'at-spi2-core': '应用库'},1
66,attr: 核心工具,"{'attr': '核心工具', 'libattr': '核心工具'}",2
67,augeas: 应用库,"{'augeas': '应用库', 'augeas-libs': '应用库'}",2
68,authd: 系统服务,{'authd': '系统服务'},1
69,autoconf: 应用工具,{'autoconf': '应用工具'},1
70,autoconf213: 应用工具,{'autoconf213': '应用工具'},1
71,autoconf-archive: 应用工具,{'autoconf-archive': '应用工具'},1
72,autofs: 应用服务,{'autofs': '应用服务'},1
73,automake: 应用工具,{'automake': '应用工具'},1
74,autotrace: 应用工具,{'autotrace': '应用工具'},1
75,awscli: 应用工具,{'awscli': '应用工具'},1
76,babassl: 系统库,{'babassl': '系统库'},1
77,babeltrace: 系统库,{'libbabeltrace': '系统库'},1
78,babl: 应用库,"{'babl': '应用库', 'babl-devel-docs': '应用库'}",2
79,baobab: 应用工具,{'baobab': '应用工具'},1
80,basesystem: 基础环境,{'basesystem': '基础环境'},1
81,bash: 核心工具,{'bash': '核心工具'},1
82,bash-completion: 应用工具,{'bash-completion': '应用工具'},1
83,batik: 应用库,"{'batik-css': '应用库', 'batik-util': '应用库'}",2
84,bc: 核心工具,{'bc': '核心工具'},1
85,bcel: 应用库,"{'bcel': '应用库', 'bcel-javadoc': '应用库'}",2
86,bea-stax: 应用库,{'bea-stax-api': '应用库'},1
87,beust-jcommander: 应用库,"{'beust-jcommander': '应用库', 'beust-jcommander-javadoc': '应用库'}",2
88,bind-dyndb-ldap: 系统服务,{'bind-dyndb-ldap': '系统服务'},1
89,binutils: 核心工具,{'binutils': '核心工具'},1
90,biosdevname: 系统工具,{'biosdevname': '系统工具'},1
91,bison: 系统工具,"{'bison': '系统工具', 'bison-runtime': '系统工具'}",2
92,bitmap-fonts: 字体,"{'bitmap-console-fonts': '字体', 'bitmap-fangsongti-fonts': '字体', 'bitmap-fixed-fonts': '字体', 'bitmap-fonts-compat': '字体', 'bitmap-lucida-typewriter-fonts': '字体'}",5
93,blktrace: 系统工具,"{'blktrace': '系统工具', 'iowatcher': '系统工具'}",2
94,blur-effect: 应用库,{'blur-effect': '应用库'},1
95,bogofilter: 应用工具,{'bogofilter': '应用工具'},1
96,bolt: 应用服务,{'bolt': '应用服务'},1
97,boom-boot: 系统工具,"{'boom-boot': '系统工具', 'boom-boot-conf': '系统工具', 'boom-boot-grub2': '系统工具', 'python3-boom': '系统工具'}",4
98,boost: 应用库,"{'boost': '应用库', 'boost-atomic': '应用库', 'boost-build': '应用库', 'boost-chrono': '应用库', 'boost-container': '应用库', 'boost-context': '应用库', 'boost-coroutine': '应用库', 'boost-date-time': '应用库', 'boost-examples': '应用库', 'boost-fiber': '应用库', 'boost-filesystem': '应用库', 'boost-graph': '应用库', 'boost-graph-mpich': '应用库', 'boost-graph-openmpi': '应用库', 'boost-iostreams': '应用库', 'boost-jam': '应用库', 'boost-locale': '应用库', 'boost-log': '应用库', 'boost-math': '应用库', 'boost-mpich': '应用库', 'boost-mpich-python3': '应用库', 'boost-numpy3': '应用库', 'boost-openmpi': '应用库', 'boost-openmpi-python3': '应用库', 'boost-program-options': '应用库', 'boost-python3': '应用库', 'boost-random': '应用库', 'boost-regex': '应用库', 'boost-serialization': '应用库', 'boost-signals': '应用库', 'boost-stacktrace': '应用库', 'boost-static': '应用库', 'boost-system': '应用库', 'boost-thread': '应用库', 'boost-timer': '应用库', 'boost-type_erasure': '应用库', 'boost-wave': '应用库'}",37
99,booth: 应用工具,"{'booth': '应用工具', 'booth-arbitrator': '应用工具', 'booth-core': '应用工具', 'booth-site': '应用工具'}",4
100,bpftrace: 应用工具,{'bpftrace': '应用工具'},1
101,bpg-fonts: 字体,"{'bpg-algeti-fonts': '字体', 'bpg-chveulebrivi-fonts': '字体', 'bpg-classic-fonts': '字体', 'bpg-courier-fonts': '字体', 'bpg-courier-s-fonts': '字体', 'bpg-dedaena-block-fonts': '字体', 'bpg-dejavu-sans-fonts': '字体', 'bpg-elite-fonts': '字体', 'bpg-excelsior-caps-fonts': '字体', 'bpg-excelsior-condenced-fonts': '字体', 'bpg-excelsior-fonts': '字体', 'bpg-fonts-common': '字体', 'bpg-glaho-fonts': '字体', 'bpg-gorda-fonts': '字体', 'bpg-ingiri-fonts': '字体', 'bpg-irubaqidze-fonts': '字体', 'bpg-mikhail-stephan-fonts': '字体', 'bpg-mrgvlovani-caps-fonts': '字体', 'bpg-mrgvlovani-fonts': '字体', 'bpg-nateli-caps-fonts': '字体', 'bpg-nateli-condenced-fonts': '字体', 'bpg-nateli-fonts': '字体', 'bpg-nino-medium-cond-fonts': '字体', 'bpg-nino-medium-fonts': '字体', 'bpg-sans-fonts': '字体', 'bpg-sans-medium-fonts': '字体', 'bpg-sans-modern-fonts': '字体', 'bpg-sans-regular-fonts': '字体', 'bpg-serif-fonts': '字体', 'bpg-serif-modern-fonts': '字体', 'bpg-ucnobi-fonts': '字体'}",31
102,breeze-icon-theme: 应用工具/桌面,"{'breeze-icon-theme': '应用工具/桌面', 'breeze-icon-theme-rcc': '应用工具/桌面'}",2
103,brotli: 应用库,"{'brotli': '应用库', 'python3-brotli': '应用库'}",2
104,bsf: 应用库,"{'bsf': '应用库', 'bsf-javadoc': '应用库'}",2
105,bsh: 应用库,"{'bsh': '应用库', 'bsh-javadoc': '应用库', 'bsh-manual': '应用库'}",3
106,bubblewrap: 应用库,{'bubblewrap': '应用库'},1
107,buildah: 应用工具,{'buildah': '应用工具'},1
108,byacc: 应用工具,{'byacc': '应用工具'},1
109,byaccj: 应用工具,{'byaccj': '应用工具'},1
110,byteman: 应用工具,"{'byteman': '应用工具', 'byteman-javadoc': '应用工具'}",2
111,byzanz: 应用工具/桌面,{'byzanz': '应用工具/桌面'},1
112,c2esp: 应用库,{'c2esp': '应用库'},1
113,ca-certificates: 系统工具,{'ca-certificates': '系统工具'},1
114,cachefilesd: 系统服务,{'cachefilesd': '系统服务'},1
115,cairo: 系统库,"{'cairo': '系统库', 'cairo-gobject': '系统库'}",2
116,cairomm: 系统库,{'cairomm': '系统库'},1
117,cal10n: 应用库,"{'cal10n': '应用库', 'cal10n-javadoc': '应用库', 'maven-cal10n-plugin': '应用库'}",3
118,c-ares: 应用库,{'c-ares': '应用库'},1
119,cdi-api: 应用库,"{'cdi-api': '应用库', 'cdi-api-javadoc': '应用库'}",2
120,cdrdao: 应用工具,{'cdrdao': '应用工具'},1
121,cdrkit: 应用库,"{'dirsplit': '应用库', 'genisoimage': '应用库', 'icedax': '应用库', 'libusal': '应用库', 'wodim': '应用库'}",5
122,celt051: 应用库,{'celt051': '应用库'},1
123,certmonger: 应用服务,{'certmonger': '应用服务'},1
124,cgdcbxd: 应用服务,{'cgdcbxd': '应用服务'},1
125,cglib: 应用库,"{'cglib': '应用库', 'cglib-javadoc': '应用库'}",2
126,chan: 应用库,{'chan': '应用库'},1
127,check: 应用工具,{'check': '应用工具'},1
128,checkpolicy: 系统工具,{'checkpolicy': '系统工具'},1
129,chkconfig: 系统工具,"{'chkconfig': '系统工具', 'ntsysv': '系统工具'}",2
130,chrony: 系统服务,{'chrony': '系统服务'},1
131,chrpath: 应用工具,{'chrpath': '应用工具'},1
132,cifs-utils: 系统工具,"{'cifs-utils': '系统工具', 'pam_cifscreds': '系统工具'}",2
133,cim-schema: 应用服务,{'cim-schema': '应用服务'},1
134,cjose: 应用库/编程语言,{'cjose': '应用库/编程语言'},1
135,cldr-emoji-annotation: 应用工具,{'cldr-emoji-annotation': '应用工具'},1
136,clevis: 系统工具,"{'clevis': '系统工具', 'clevis-dracut': '系统工具', 'clevis-luks': '系统工具', 'clevis-systemd': '系统工具', 'clevis-udisks2': '系统工具'}",5
137,cloud-init: 系统服务/云计算,{'cloud-init': '系统服务/云计算'},1
138,cloud-utils-growpart: 系统工具/云计算,{'cloud-utils-growpart': '系统工具/云计算'},1
139,clucene: 应用库,"{'clucene-contribs-lib': '应用库', 'clucene-core': '应用库'}",2
140,clutter: 系统工具,{'clutter': '系统工具'},1
141,clutter-gst2: 系统库,{'clutter-gst2': '系统库'},1
142,clutter-gst3: 系统库,{'clutter-gst3': '系统库'},1
143,clutter-gtk: 应用库,{'clutter-gtk': '应用库'},1
144,cmake: 应用工具,"{'cmake': '应用工具', 'cmake-data': '应用工具', 'cmake-filesystem': '应用工具', 'cmake-gui': '应用工具', 'cmake-rpm-macros': '应用工具'}",5
145,cmocka: 应用库,{'libcmocka': '应用库'},1
146,cockpit-appstream: 应用库,"{'cockpit-machines': '应用库', 'cockpit-packagekit': '应用库', 'cockpit-pcp': '应用库', 'cockpit-storaged': '应用库'}",4
147,cockpit-composer: 应用库,{'cockpit-composer': '应用库'},1
148,cockpit-podman: 应用库,{'cockpit-podman': '应用库'},1
149,cockpit-session-recording: 应用库,{'cockpit-session-recording': '应用库'},1
150,codemodel: 应用库,{'codemodel': '应用库'},1
151,cogl: 应用库,{'cogl': '应用库'},1
152,colord-gtk: 应用库,{'colord-gtk': '应用库'},1
153,color-filesystem: 应用库,{'color-filesystem': '应用库'},1
154,compat-exiv2-026: 应用库,{'compat-exiv2-026': '应用库'},1
155,compat-guile18: 应用工具,{'compat-guile18': '应用工具'},1
156,compat-libgfortran-48: 应用库,{'compat-libgfortran-48': '应用库'},1
157,compat-libtiff3: 应用库,{'compat-libtiff3': '应用库'},1
158,compat-openssl10: 应用库,{'compat-openssl10': '应用库'},1
159,compiler-rt: 系统工具,{'compiler-rt': '系统工具'},1
160,conmon: 应用库/云原生,{'conmon': '应用库/云原生'},1
161,conntrack-tools: 应用工具,{'conntrack-tools': '应用工具'},1
162,containerd: 应用服务/云原生,"{'containerd': '应用服务/云原生', 'containerd-stress': '应用服务/云原生'}",2
163,container-exception-logger: 应用服务/云原生,{'container-exception-logger': '应用服务/云原生'},1
164,containernetworking-plugins: 应用服务/云原生,{'containernetworking-plugins': '应用服务/云原生'},1
165,containers-common: 应用服务/云原生,"{'aardvark-dns': '应用服务/云原生', 'netavark': '应用服务/云原生'}",2
166,container-selinux: 应用库/云原生,{'container-selinux': '应用库/云原生'},1
167,convmv: 应用工具,{'convmv': '应用工具'},1
168,copy-jdk-configs: 应用工具,{'copy-jdk-configs': '应用工具'},1
169,coreos-installer: 应用工具,"{'coreos-installer': '应用工具', 'coreos-installer-bootinfra': '应用工具', 'coreos-installer-dracut': '应用工具'}",3
170,coreutils: 核心工具,"{'coreutils': '核心工具', 'coreutils-common': '核心工具', 'coreutils-single': '核心工具'}",3
171,corosync-qdevice: 应用服务,"{'corosync-qdevice': '应用服务', 'corosync-qnetd': '应用服务'}",2
172,cpio: 系统工具,{'cpio': '系统工具'},1
173,cppcheck: 应用工具,{'cppcheck': '应用工具'},1
174,cppunit: 应用库,{'cppunit': '应用库'},1
175,cracklib: 系统库,"{'cracklib': '系统库', 'cracklib-dicts': '系统库'}",2
176,crash: 应用工具,{'crash': '应用工具'},1
177,crash-gcore-command: 应用工具,{'crash-gcore-command': '应用工具'},1
178,crash-ptdump-command: 应用工具,{'crash-ptdump-command': '应用工具'},1
179,crash-trace-command: 应用工具,{'crash-trace-command': '应用工具'},1
180,crda: 应用服务,{'crda': '应用服务'},1
181,cri-tools: 应用工具/云原生,{'cri-tools': '应用工具/云原生'},1
182,cronie: 系统服务,"{'cronie': '系统服务', 'cronie-anacron': '系统服务', 'cronie-noanacron': '系统服务'}",3
183,crontabs: 系统工具,{'crontabs': '系统工具'},1
184,crun: 应用库/云原生,{'crun': '应用库/云原生'},1
185,crypto-policies: 系统工具,"{'crypto-policies': '系统工具', 'crypto-policies-scripts': '系统工具'}",2
186,cscope: 应用工具,{'cscope': '应用工具'},1
187,ctags: 应用工具,"{'ctags': '应用工具', 'ctags-etags': '应用工具'}",2
188,culmus-fonts: 字体,"{'culmus-aharoni-clm-fonts': '字体', 'culmus-caladings-clm-fonts': '字体', 'culmus-david-clm-fonts': '字体', 'culmus-drugulin-clm-fonts': '字体', 'culmus-ellinia-clm-fonts': '字体', 'culmus-fonts-common': '字体', 'culmus-frank-ruehl-clm-fonts': '字体', 'culmus-hadasim-clm-fonts': '字体', 'culmus-keteryg-fonts': '字体', 'culmus-miriam-clm-fonts': '字体', 'culmus-miriam-mono-clm-fonts': '字体', 'culmus-nachlieli-clm-fonts': '字体', 'culmus-shofar-fonts': '字体', 'culmus-simple-clm-fonts': '字体', 'culmus-stamashkenaz-clm-fonts': '字体', 'culmus-stamsefarad-clm-fonts': '字体', 'culmus-yehuda-clm-fonts': '字体'}",17
189,CUnit: 应用库,{'CUnit': '应用库'},1
190,cups-filters: 应用库,"{'cups-filters': '应用库', 'cups-filters-libs': '应用库'}",2
191,cups-pk-helper: 应用库,{'cups-pk-helper': '应用库'},1
192,cyrus-sasl: 应用库,"{'cyrus-sasl': '应用库', 'cyrus-sasl-gs2': '应用库', 'cyrus-sasl-gssapi': '应用库', 'cyrus-sasl-ldap': '应用库', 'cyrus-sasl-lib': '应用库', 'cyrus-sasl-md5': '应用库', 'cyrus-sasl-ntlm': '应用库', 'cyrus-sasl-plain': '应用库', 'cyrus-sasl-scram': '应用库', 'cyrus-sasl-sql': '应用库'}",10
193,Cython: 系统库,"{'python3-Cython': '系统库', 'python2-Cython': '系统库', 'python38-Cython': '系统库', 'python39-Cython': '系统库'}",4
194,dblatex: 应用工具,{'dblatex': '应用工具'},1
195,dbus-c++: 系统库,"{'dbus-c++': '系统库', 'dbus-c++-glib': '系统库'}",2
196,dbus-glib: 系统库,{'dbus-glib': '系统库'},1
197,dbusmenu-qt: 应用库,{'dbusmenu-qt5': '应用库'},1
198,dbus-python: 系统库/编程语言,{'python3-dbus': '系统库/编程语言'},1
199,dbxtool: 系统工具,{'dbxtool': '系统工具'},1
200,dconf: 系统工具,{'dconf': '系统工具'},1
201,dconf-editor: 应用工具,{'dconf-editor': '应用工具'},1
202,dcraw: 应用工具,{'dcraw': '应用工具'},1
203,dde: 应用服务/桌面,{'dde': '应用服务/桌面'},1
204,dde-account-faces: 应用服务/桌面,{'dde-account-faces': '应用服务/桌面'},1
205,dde-api: 应用服务/桌面,{'dde-api': '应用服务/桌面'},1
206,dde-calendar: 应用服务/桌面,{'dde-calendar': '应用服务/桌面'},1
207,dde-clipboard: 应用服务/桌面,{'dde-clipboard': '应用服务/桌面'},1
208,dde-control-center: 应用服务/桌面,{'dde-control-center': '应用服务/桌面'},1
209,dde-daemon: 应用服务/桌面,{'dde-daemon': '应用服务/桌面'},1
210,dde-device-formatter: 应用服务/桌面,{'dde-device-formatter': '应用服务/桌面'},1
211,dde-dock: 应用服务/桌面,"{'dde-dock': '应用服务/桌面', 'dde-dock-onboard-plugin': '应用服务/桌面'}",2
212,dde-kwin: 应用服务/桌面,{'dde-kwin': '应用服务/桌面'},1
213,dde-launcher: 应用服务/桌面,{'dde-launcher': '应用服务/桌面'},1
214,dde-network-utils: 应用服务/桌面,{'dde-network-utils': '应用服务/桌面'},1
215,dde-polkit-agent: 应用服务/桌面,{'dde-polkit-agent': '应用服务/桌面'},1
216,dde-printer: 应用服务/桌面,{'dde-printer': '应用服务/桌面'},1
217,dde-qt5integration: 应用服务/桌面,{'dde-qt5integration': '应用服务/桌面'},1
218,dde-qt5platform-plugins: 应用服务/桌面,"{'dde-qt5wayland-plugin': '应用服务/桌面', 'dde-qt5xcb-plugin': '应用服务/桌面'}",2
219,dde-qt-dbus-factory: 应用服务/桌面,{'dde-qt-dbus-factory': '应用服务/桌面'},1
220,dde-server-industry-config: 应用服务/桌面,{'dde-server-industry-config': '应用服务/桌面'},1
221,dde-session-shell: 应用服务/桌面,{'dde-session-shell': '应用服务/桌面'},1
222,dde-session-ui: 应用服务/桌面,{'dde-session-ui': '应用服务/桌面'},1
223,deepin-authenticate: 应用服务/桌面,{'deepin-authenticate': '应用服务/桌面'},1
224,deepin-boot-maker: 应用服务/桌面,{'deepin-boot-maker': '应用服务/桌面'},1
225,deepin-calculator: 应用服务/桌面,{'deepin-calculator': '应用服务/桌面'},1
226,deepin-compressor: 应用服务/桌面,{'deepin-compressor': '应用服务/桌面'},1
227,deepin-default-settings: 应用服务/桌面,"{'deepin-default-settings': '应用服务/桌面', 'deepin-default-settings-tuning': '应用服务/桌面'}",2
228,deepin-desktop-base: 应用服务/桌面,{'deepin-desktop-server': '应用服务/桌面'},1
229,deepin-desktop-schemas: 应用服务/桌面,{'deepin-desktop-schemas': '应用服务/桌面'},1
230,deepin-devicemanager: 应用服务/桌面,{'deepin-devicemanager': '应用服务/桌面'},1
231,deepin-diskmanager: 应用服务/桌面,{'deepin-diskmanager': '应用服务/桌面'},1
232,deepin-editor: 应用服务/桌面,{'deepin-editor': '应用服务/桌面'},1
233,deepin-fcitxconfigtool-plugin: 应用服务/桌面,{'deepin-fcitxconfigtool-plugin': '应用服务/桌面'},1
234,deepin-font-manager: 应用服务/桌面,{'deepin-font-manager': '应用服务/桌面'},1
235,deepin-gettext-tools: 应用服务/桌面,{'deepin-gettext-tools': '应用服务/桌面'},1
236,deepin-gtk-theme: 应用服务/桌面,{'deepin-gtk-theme': '应用服务/桌面'},1
237,deepin-icon-theme: 应用服务/桌面,{'deepin-icon-theme': '应用服务/桌面'},1
238,deepin-image-viewer: 应用服务/桌面,{'deepin-image-viewer': '应用服务/桌面'},1
239,deepin-log-viewer: 应用服务/桌面,{'deepin-log-viewer': '应用服务/桌面'},1
240,deepin-manual: 应用服务/桌面,{'deepin-manual': '应用服务/桌面'},1
241,deepin-menu: 应用服务/桌面,{'deepin-menu': '应用服务/桌面'},1
242,deepin-network-proxy: 应用服务/桌面,{'deepin-network-proxy': '应用服务/桌面'},1
243,deepin-picker: 应用服务/桌面,{'deepin-picker': '应用服务/桌面'},1
244,deepin-pw-check: 应用服务/桌面,{'deepin-pw-check': '应用服务/桌面'},1
245,deepin-reader: 应用服务/桌面,{'deepin-reader': '应用服务/桌面'},1
246,deepin-screen-recorder: 应用服务/桌面,{'deepin-screen-recorder': '应用服务/桌面'},1
247,deepin-shortcut-viewer: 应用服务/桌面,{'deepin-shortcut-viewer': '应用服务/桌面'},1
248,deepin-sound-theme: 应用服务/桌面,{'deepin-sound-theme': '应用服务/桌面'},1
249,deepin-system-monitor: 应用服务/桌面,{'deepin-system-monitor': '应用服务/桌面'},1
250,deepin-terminal: 应用服务/桌面,"{'deepin-terminal': '应用服务/桌面', 'libqtermwidget5': '应用服务/桌面', 'libqtermwidget5-data': '应用服务/桌面'}",3
251,deepin-turbo: 应用服务/桌面,{'deepin-turbo': '应用服务/桌面'},1
252,deepin-wallpapers: 应用服务/桌面,{'deepin-wallpapers': '应用服务/桌面'},1
253,dejagnu: 应用工具,{'dejagnu': '应用工具'},1
254,dejavu-fonts: 字体,"{'dejavu-fonts-common': '字体', 'dejavu-lgc-sans-fonts': '字体', 'dejavu-sans-fonts': '字体', 'dejavu-sans-mono-fonts': '字体', 'dejavu-serif-fonts': '字体'}",5
255,delve: 应用工具,{'delve': '应用工具'},1
256,desktop-file-utils: 应用工具/桌面,{'desktop-file-utils': '应用工具/桌面'},1
257,dialog: 应用库,{'dialog': '应用库'},1
258,diffstat: 应用工具,{'diffstat': '应用工具'},1
259,diffutils: 系统工具,{'diffutils': '系统工具'},1
260,ding-libs: 应用库,"{'libbasicobjects': '应用库', 'libcollection': '应用库', 'libdhash': '应用库', 'libini_config': '应用库', 'libpath_utils': '应用库', 'libref_array': '应用库'}",6
261,directory-maven-plugin: 应用库,"{'directory-maven-plugin': '应用库', 'directory-maven-plugin-javadoc': '应用库'}",2
262,disomaster: 应用工具,{'disomaster': '应用工具'},1
263,disruptor: 应用工具,{'disruptor': '应用工具'},1
264,dleyna-connector-dbus: 应用库,{'dleyna-connector-dbus': '应用库'},1
265,dleyna-core: 应用库,{'dleyna-core': '应用库'},1
266,dleyna-renderer: 应用库,{'dleyna-renderer': '应用库'},1
267,dleyna-server: 应用服务,{'dleyna-server': '应用服务'},1
268,dlm: 系统库,{'dlm-lib': '系统库'},1
269,dmidecode: 系统工具,{'dmidecode': '系统工具'},1
270,dnf-plugin-releasever-adapter: 系统工具,{'dnf-plugin-releasever-adapter': '系统工具'},1
271,dnssec-trigger: 应用工具,"{'dnssec-trigger': '应用工具', 'dnssec-trigger-panel': '应用工具'}",2
272,docbook2X: 应用工具,{'docbook2X': '应用工具'},1
273,docbook5-schemas: 应用工具,{'docbook5-schemas': '应用工具'},1
274,docbook-dtds: 应用库,{'docbook-dtds': '应用库'},1
275,docbook-style-dsssl: 应用库,{'docbook-style-dsssl': '应用库'},1
276,docbook-style-xsl: 应用库,{'docbook-style-xsl': '应用库'},1
277,docbook-utils: 应用工具,{'docbook-utils': '应用工具'},1
278,dos2unix: 应用工具,{'dos2unix': '应用工具'},1
279,dosfstools: 应用工具,{'dosfstools': '应用工具'},1
