name,label,predict,summary,description
avahi-compat-howl,应用,系统, Libraries for howl compatibility, Libraries that are compatible with those provided by the howl package.
avahi-glib,应用,系统, Glib libraries for avahi, Libraries for easy use of avahi from glib applications.
avahi-libs,应用,核心, Libraries for avahi run-time use," The avahi-libs package contains the libraries needed
to run programs that use avahi."
awscli,应用,系统, Universal Command Line Environment for AWS," This package provides a unified
command line interface to Amazon Web Services."
babel,应用,系统, Tools for internationalizing Python applications," Babel is composed of two major parts:

* tools to build and work with gettext message catalogs

* a Python interface to the CLDR (Common Locale Data Repository),
  providing access to various locale display names, localized number
  and date formatting, etc."
libbabeltrace,系统,应用, Common Trace Format Babel Tower," This project provides trace read and write libraries, as well as a trace
converter. A plugin can be created for any trace format to allow its conversion
to/from another trace format."
bacula-logwatch,应用,系统, Bacula Director logwatch scripts," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains logwatch scripts for Bacula Director."
basesystem,核心,应用, The skeleton package which defines a simple  system," Basesystem defines the components of a basic  system
(for example, the package installation order to use during bootstrapping).
Basesystem should be in every installation of a system, and it
should never be removed."
bcc-tools,应用,系统, Command line tools for BPF Compiler Collection (BCC), Command line tools for BPF Compiler Collection (BCC)
python3-bcc,应用,系统, Python3 bindings for BPF Compiler Collection (BCC), Python3 bindings for BPF Compiler Collection (BCC)
bind-sdb-chroot,系统,应用," A chroot runtime environment for the ISC BIND DNS server, named-sdb(8)"," This package contains a tree of files which can be used as a
chroot(2) jail for the named-sdb(8) program from the BIND package.
Based on the code from Jan ""Yenya"" Kasprzak <kas@fi.muni.cz>"
bind9.16-dnssec-utils,系统,应用, DNSSEC keys and zones management utilities," Bind-dnssec-utils contains a collection of utilities for editing
DNSSEC keys and BIND zone files. These tools provide generation,
revocation and verification of keys and DNSSEC signatures in zone files.

You should install bind9.16-dnssec-utils if you need to sign a DNS zone
or maintain keys for it."
iowatcher,系统,应用, Utility for visualizing block layer IO patterns and performance," iowatcher generates graphs from blktrace runs to help visualize IO patterns and
performance as SVG images or movies. It can plot multiple blktrace runs
together, making it easy to compare the differences between different benchmark
runs.

You should install the iowatcher package if you need to visualize detailed
information about IO patterns."
bluez,系统,应用, Bluetooth utilities," Utilities for use in Bluetooth applications:
	- hcitool
	- hciattach
	- hciconfig
	- bluetoothd
	- l2ping
	- rfcomm
	- sdptool
	- bluetoothctl
	- btmon
	- hcidump
	- l2test
	- rctest
	- gatttool
	- start scripts (Red Hat)
	- pcmcia configuration files

The BLUETOOTH trademarks are owned by Bluetooth SIG, Inc., U.S.A."
bluez-cups,系统,应用, CUPS printer backend for Bluetooth printers, This package contains the CUPS backend
bluez-libs,系统,应用, Libraries for use in Bluetooth applications, Libraries for use in Bluetooth applications.
bolt,应用,系统,Thunderbolt device manager ,"bolt is a system daemon to manage Thunderbolt devices via a D-BUS
API. Thunderbolt 3 introduced different security modes that require
devices to be authorized before they can be used. The D-Bus API can be
used to list devices, enroll them (authorize and store them in the
local database) and forget them again (remove previously enrolled
devices). It also emits signals if new devices are connected (or
removed). During enrollment devices can be set to be automatically
authorized as soon as they are connected.  A command line tool, called
boltctl, can be used to control the daemon and perform all the above
mentioned tasks. "
brltty-dracut,应用,核心, brltty module for Dracut, This package provides brltty module for Dracut.
buildah,应用,系统, A command line tool used for creating OCI Images," The buildah package provides a command line tool which can be used to
* create a working container from scratch
or
* create a working container from an image as a starting point
* mount/umount a working container's root file system for manipulation
* save container's root file system layer to create a new image
* delete a working container or an image"
bzip2,核心,应用, A file compression utility," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

Install bzip2 if you need a compression utility."
cairomm,系统,应用, C++ API for the cairo graphics library," Cairomm is the C++ API for the cairo graphics library. It offers all the power
of cairo with an interface familiar to C++ developers, including use of the
Standard Template Library where it makes sense."
dirsplit,应用,系统, Utility to split directories," This utility is used to split directories into chunks before burning.
Chunk size is usually set to fit to a CD/DVD."
libusal,应用,系统, Library to communicate with SCSI devices," The libusal package contains C libraries that allows applications
to communicate with SCSI devices and is well suitable for writing
CD-R media."
check,应用,系统, A unit test framework for C," Check is a unit test framework for C. It features a simple interface for
defining unit tests, putting little in the way of the developer. Tests
are run in a separate address space, so Check can catch both assertion
failures and code errors that cause segmentation faults or other signals.
The output from unit tests can be used within source code editors and IDEs."
cifs-utils,系统,应用,Utilities for mounting and managing CIFS mounts ,"The SMB/CIFS protocol is a standard file sharing protocol widely deployed
on Microsoft Windows machines. This package contains tools for mounting
shares on Linux using the SMB/CIFS protocol. The tools in this package
work in conjunction with support in the kernel to allow one to mount a
SMB/CIFS share onto a client and use it as if it were a standard Linux
file system. "
clang,系统,应用, A C language family front-end for LLVM," clang: noun
    1. A loud, resonant, metallic sound.
    2. The strident call of a crane or goose.
    3. C-language family front-end toolkit.

The goal of the Clang project is to create a new C, C++, Objective C
and Objective C++ front-end for the LLVM compiler. Its tools are built
as libraries and designed to be loosely-coupled and extensible.

Install compiler-rt if you want the Blocks C language extension or to
enable sanitization and profiling options when building, and
libomp-devel to enable -fopenmp."
clang-libs,系统,应用, Runtime library for clang, Runtime library for clang.
clang-resource-filesystem,系统,应用, Filesystem package that owns the clang resource directory, This package owns the clang resouce directory: $libdir/clang/$version/
cloud-utils-growpart,系统,应用, Script for growing a partition," This package provides the growpart script for growing a partition. It is
primarily used in cloud images in conjunction with the dracut-modules-growroot
package to grow the root partition on first boot."
clutter,系统,应用, Open Source software library for creating rich graphical user interfaces," Clutter is an open source software library for creating fast,
visually rich graphical user interfaces. The most obvious example
of potential usage is in media center type applications.
We hope however it can be used for a lot more."
clutter-gst3,系统,应用, GStreamer integration library for Clutter," Clutter is an open source software library for creating fast, visually
rich and animated graphical user interfaces.

Clutter GStreamer enables the use of GStreamer with Clutter."
cmake-filesystem,应用,系统, Directories used by CMake modules, This package owns all directories used by CMake modules.
cmake-rpm-macros,应用,系统, Common RPM macros for cmake, This package contains common RPM macros for cmake.
compat-openssl10,应用,系统, Compatibility version of the OpenSSL library," The OpenSSL toolkit provides support for secure communications between
machines. This version of OpenSSL package contains only the libraries
and is provided for compatibility with previous releases and software
that does not support compilation with OpenSSL-1.1."
compiler-rt,系统,应用," LLVM ""compiler-rt"" runtime libraries"," The compiler-rt project is a part of the LLVM project. It provides
implementation of the low-level target-specific hooks required by
code generation, sanitizer runtimes and profiling library for code
instrumentation, and Blocks C language extension."
conntrack-tools,应用,系统,Manipulate netfilter connection tracking table and run High Availability ,"With conntrack-tools you can setup a High Availability cluster and
synchronize conntrack state between multiple firewalls.

The conntrack-tools package contains two programs:
- conntrack: the command line interface to interact with the connection
             tracking system.
- conntrackd: the connection tracking userspace daemon that can be used to
              deploy highly available GNU/Linux firewalls and collect
              statistics of the firewall use.

conntrack is used to search, list, inspect and maintain the netfilter
connection tracking subsystem of the Linux kernel.
Using conntrack, you can dump a list of all (or a filtered selection  of)
currently tracked connections, delete connections from the state table,
and even add new ones.
In addition, you can also monitor connection tracking events, e.g.
show an event message (one line) per newly established connection. "
container-selinux,应用,系统, SELinux policies for container runtimes, SELinux policy modules for use with container runtimes.
convmv,应用,系统, Convert filename encodings," This package contains the tool convmv with which you can convert the encodings
of filenames, e.g. from Latin1 to UTF-8."
copy-jdk-configs,应用,系统, JDKs configuration files copier," Utility script to transfer JDKs configuration files between updates or for
archiving. With script to fix incorrectly created rpmnew files"
corosync-qnetd,应用,系统, The Corosync Cluster Engine Qdevice Network Daemon," This package contains the Corosync Cluster Engine Qdevice Network Daemon,
script for creating NSS certificates and an init script."
cryptsetup-reencrypt,核心,系统,A utility for offline reencryption of LUKS encrypted disks. ,"This package contains cryptsetup-reencrypt utility which
can be used for offline reencryption of disk in situ. "
curl,系统,应用,"A utility for getting files from remote servers (FTP, HTTP, and others) ","curl is a command line tool for transferring data with URL syntax, supporting
FTP, FTPS, HTTP, HTTPS, SCP, SFTP, TFTP, TELNET, DICT, LDAP, LDAPS, FILE, IMAP,
SMTP, POP3 and RTSP.  curl supports SSL certificates, HTTP POST, HTTP PUT, FTP
uploading, HTTP form based upload, proxies, cookies, user+password
authentication (Basic, Digest, NTLM, Negotiate, kerberos...), file transfer
resume, proxy tunneling and a busload of other useful tricks. "
dbus-c++,系统,应用, Native C++ bindings for D-Bus," dbus-c++ attempts to provide a C++ API for D-Bus.
Subpackages are provided with mainloop integration."
dleyna-core,应用,系统, Utilities for higher level dLeyna libraries," A set of utility functions that are used by the higher level dLeyna libraries
to communicate with DLNA devices. It provides APIs for logging, error, settings
and task management, and an IPC abstraction."
dlm-lib,系统,应用, Library for dlm," The dlm-lib package contains the libraries needed to use the dlm
from userland applications."
dmidecode,系统,应用, Tool to analyse BIOS DMI data," dmidecode reports information about x86 & ia64 hardware as described in the
system BIOS according to the SMBIOS/DMI standard. This information
typically includes system manufacturer, model name, serial number,
BIOS version, asset tag as well as a lot of other details of varying
level of interest and reliability depending on the manufacturer.

This will often include usage status for the CPU sockets, expansion
slots (e.g. AGP, PCI, ISA) and memory module slots, and the list of
I/O ports (e.g. serial, parallel, USB)."
dnf-data,系统,应用, Common data and configuration files for DNF, Common data and configuration files for DNF
dnsmasq-utils,系统,应用, Utilities for manipulating DHCP server leases," Utilities that use the standard DHCP protocol to query/remove a DHCP
server's leases."
dnssec-trigger,应用,系统, Tool for dynamic reconfiguration of validating resolver Unbound," dnssec-trigger reconfigures the local Unbound DNS server. Unbound is a
resolver performing DNSSEC validation. dnssec-trigger is a set of daemon
and script. On every network configuration change dnssec-trigger performs
set of tests and configures Unbound based on the current NetworkManager
configuration, its own configuration and results of performed tests."
docker-engine,应用,系统, Docker daemon binary and related utilities, Docker daemon binary and related utilities
dotnet5.0-build-reference-packages,应用,系统, Reference packages needed by the .NET 5.0 SDK build," This contains references packages used for building .NET 5.

This is not meant to be used by end-users."
dracut-network,核心,系统, dracut modules to build a dracut initramfs with network support," This package requires everything which is needed to build a generic
all purpose initramfs with network support with dracut."
driverctl,系统,应用, Device driver control utility," driverctl is a tool for manipulating and inspecting the system
device driver choices.

Devices are normally assigned to their sole designated kernel driver
by default. However in some situations it may be desireable to
override that default, for example to try an older driver to
work around a regression in a driver or to try an experimental alternative
driver. Another common use-case is pass-through drivers and driver
stubs to allow userspace to drive the device, such as in case of
virtualization.

driverctl integrates with udev to support overriding
driver selection for both cold- and hotplugged devices from the
moment of discovery, but can also change already assigned drivers,
assuming they are not in use by the system. The driver overrides
created by driverctl are persistent across system reboots
by default."
dropwatch,应用,系统, Kernel dropped packet monitor," dropwatch is an utility to interface to the kernel to monitor for dropped
network packets."
dtc,应用,系统, Device Tree Compiler," Devicetree is a data structure for describing hardware. Rather than hard coding
every detail of a device into an operating system, many aspects of the hardware
can be described in a data structure that is passed to the operating system at
boot time. The devicetree is used by OpenFirmware, OpenPOWER Abstraction Layer
(OPAL), Power Architecture Platform Requirements (PAPR) and in the standalone
Flattened Device Tree (FDT) form."
efi-filesystem,系统,应用,The basic directory layout for EFI machines ,"The efi-filesystem package contains the basic directory layout for EFI
machine bootloaders and tools. "
elfutils-default-yama-scope,核心,应用, Default yama attach scope sysctl setting," Yama sysctl setting to enable default attach scope settings
enabling programs to use ptrace attach, access to
/proc/PID/{mem,personality,stack,syscall}, and the syscalls
process_vm_readv and process_vm_writev which are used for
interprocess services, communication and introspection
(like synchronisation, signaling, debugging, tracing and
profiling) of processes."
elfutils-devel-static,核心,系统, Static archives to handle compiled objects," The elfutils-devel-static package contains the static archives
with the code to handle compiled objects."
elfutils-libelf,核心,应用, Library to read and write ELF files," The elfutils-libelf package provides a DSO which allows reading and
writing ELF files on a high level.  Third party programs depend on
this package to read internals of ELF files.  The programs of the
elfutils package use it also to generate new ELF files."
elfutils-libelf-devel-static,核心,应用, Static archive of libelf," The elfutils-libelf-static package contains the static archive
for libelf."
elfutils-libs,核心,应用, Libraries to handle compiled objects," The elfutils-libs package contains libraries which implement DWARF, ELF,
and machine-specific ELF handling and process introspection.  These
libraries are used by the programs in the elfutils package.  The
elfutils-devel package enables building other programs using these
libraries."
enscript,应用,系统, A plain ASCII to PostScript converter," GNU enscript is a free replacement for Adobe's Enscript
program. Enscript converts ASCII files to PostScript(TM) and spools
generated PostScript output to the specified printer or saves it to a
file. Enscript can be extended to handle different output media and
includes many options for customizing printouts"
erofs-utils,系统,核心, Utilities for working with EROFS," EROFS stands for Enhanced Read-Only File System.  Different from other
read-only file systems, it is designed for flexibility, scalability, and
simplicity for high performance.

The erofs-utils package includes mkfs.erofs to create EROFS images."
evemu,系统,应用, Event Device Query and Emulation Program," evemu is a simple utility to capture the event stream from input devices
and replay that stream on a virtual input device."
evemu-libs,系统,应用, Event Device Query and Emulation Program Library," evemu base library, used by the evemu tools."
execstack,应用,系统, Utility to set/clear/query executable stack bit," This package is built from prelink sources but contains just the
execstack binary. It can be used manipulate ELF binaries to run
with or without executable stack."
exfat-utils,系统,应用, Utilities for exFAT file system," A set of utilities for creating, checking, dumping and labeling exFAT file
system."
expat,系统,应用,An XML parser library ,"This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers. "
fapolicyd-selinux,应用,系统, Fapolicyd selinux, The fapolicyd-selinux package contains selinux policy for the fapolicyd daemon.
fence-agents-common,应用,系统, Common base for Fence Agents," A collection of executables to handle isolation (""fencing"") of possibly
misbehaving hosts by the means of remote power management, blocking
network, storage, or similar.

This package contains support files including the Python fencing library."
fdo-client,应用,系统, FDO Client implementation, FDO Client implementation
fdo-init,应用,系统, dracut module for device initialization, dracut module for device initialization
file,核心,应用, A utility for determining file types," The file command is used to identify a particular file according to the
type of data contained by the file.  File can identify many different
file types, including ELF binaries, system libraries, RPM packages, and
different graphics formats."
python3-magic,核心,系统, Python 3 bindings for the libmagic API," This package contains the Python 3 bindings to allow access to the
libmagic API. The libmagic library is also used by the familiar
file(1) command."
file-roller,系统,应用, Tool for viewing and creating archives," File Roller is an application for creating and viewing archives files,
such as tar or zip files."
fio,应用,系统, Multithreaded IO generation tool," fio is an I/O tool that will spawn a number of threads or processes doing
a particular type of io action as specified by the user.  fio takes a
number of global parameters, each inherited by the thread unless
otherwise parameters given to them overriding that setting is given.
The typical use of fio is to write a job file matching the io load
one wants to simulate."
flatpak-selinux,应用,系统, SELinux policy module for flatpak, This package contains the SELinux policy module for flatpak.
flex,系统,应用, A tool for creating scanners (text pattern recognizers)," The flex program generates scanners.  Scanners are programs which can
recognize lexical patterns in text.  Flex takes pairs of regular
expressions and C code as input and generates a C source file as
output.  The output file is compiled and linked with a library to
produce an executable.  The executable searches through its input for
occurrences of the regular expressions.  When a match is found, it
executes the corresponding C code.  Flex was designed to work with
both Yacc and Bison, and is used by many programs as part of their
build process.

You should install flex if you are going to use your system for
application development."
fontpackages-filesystem,应用,其它, Directories used by font packages," This package contains the basic directory layout used by font packages,
including the correct permissions for the directories."
fprintd-pam,应用,系统, PAM module for fingerprint authentication," PAM module that uses the fprintd D-Bus service for fingerprint
authentication."
fuse-exfat,系统,应用, Free exFAT file system implementation," This driver is the first free exFAT file system implementation with write
support. exFAT is a simple file system created by Microsoft. It is intended
to replace FAT32 removing some of it's limitations. exFAT is a standard FS
for SDXC memory cards."
fuse-overlayfs,系统,应用, FUSE overlay+shiftfs implementation for rootless containers, FUSE overlay+shiftfs implementation for rootless containers.
fuse-sshfs,系统,应用, FUSE-Filesystem to access remote filesystems via SSH," This is a FUSE-filesystem client based on the SSH File Transfer Protocol.
Since most SSH servers already support this protocol it is very easy to set
up: i.e. on the server side there's nothing to do.  On the client side
mounting the filesystem is as easy as logging into the server with ssh."
fwupd,系统,应用,Firmware update daemon ,fwupd is a daemon to allow session software to update device firmware. 
gamin,应用,系统, Library providing the FAM File Alteration Monitor API," This C library provides an API and ABI compatible file alteration
monitor mechanism compatible with FAM but not dependent on a system wide
daemon."
libatomic,系统,核心, The GNU Atomic library," This package contains the GNU Atomic library
which is a GCC support runtime library for atomic operations not supported
by hardware."
libatomic-static,系统,应用,The GNU Atomic static library ,This package contains GNU Atomic static libraries. 
libgfortran,系统,应用,Fortran runtime ,"This package contains Fortran shared library which is needed to run
Fortran dynamically linked programs. "
libgomp,系统,核心, GCC OpenMP v4.5 shared support library," This package contains GCC shared support library which is needed
for OpenMP v4.5 support."
libgomp-offload-nvptx,系统,应用,GCC OpenMP v4.5 plugin for offloading to NVPTX ,"This package contains libgomp plugin for offloading to NVidia
PTX.  The plugin needs libcuda.so.1 shared library that has to be
installed separately. "
libquadmath,系统,核心, GCC __float128 shared support library," This package contains GCC shared support library which is needed
for __float128 math support and for Fortran REAL*16 support."
libstdc++,系统,应用,GNU Standard C++ Library ,"The libstdc++ package contains a rewritten standard compliant GCC Standard
C++ Library. "
libstdc++-docs,系统,应用, Documentation for the GNU standard C++ library," Manual, doxygen generated API information and Frequently Asked Questions
for the GNU standard C++ library."
libstdc++-static,系统,应用, Static libraries for the GNU standard C++ library, Static libraries for the GNU standard C++ library.
libubsan,系统,核心,The Undefined Behavior Sanitizer runtime library ,"This package contains the Undefined Behavior Sanitizer library
which is used for -fsanitize=undefined instrumented programs. "
gcc-toolset-10-elfutils-libs,系统,应用, Libraries to handle compiled objects," The elfutils-libs package contains libraries which implement DWARF, ELF,
and machine-specific ELF handling and process introspection.  These
libraries are used by the programs in the elfutils package.  The
elfutils-devel package enables building other programs using these
libraries."
gcc-toolset-9-dyninst,系统,应用, An API for Run-time Code Generation," 
Dyninst is an Application Program Interface (API) to permit the insertion of
code into a running program. The API also permits changing or removing
subroutine calls from the application program. Run-time code changes are
useful to support a variety of applications including debugging, performance
monitoring, and to support composing applications out of existing packages.
The goal of this API is to provide a machine independent interface to permit
the creation of tools and applications that use run-time code patching."
gcc-toolset-9-dyninst-static,系统,应用, Static libraries for the compiling programs with Dyninst," dyninst-static includes the static versions of the library files for
the dyninst user-space libraries and interfaces."
gcc-toolset-9-dyninst-testsuite,系统,应用, Programs for testing Dyninst," dyninst-testsuite includes the test harness and target programs for
making sure that dyninst works properly."
gcc-toolset-9-gdb,系统,应用," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data."
gdb,系统,应用, A stub package for GNU source-level debugger," 'gdb' package is only a stub to install gcc-gdb-plugin for 'compile' commands.
See package 'gdb-headless'."
gdb-headless,系统,应用," A GNU source-level debugger for C, C++, Fortran, Go and other languages"," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data."
gdbm-libs,核心,应用, Libraries files for gdbm, Libraries for the Gdbm GNU database indexing library
genwqe-tools,应用,系统,GenWQE userspace tools ,Provide a suite of utilities to manage and configure the IBM GenWQE card. 
gettext,核心,系统, GNU libraries and utilities for producing multi-lingual messages," The GNU gettext package provides a set of tools and documentation for
producing multi-lingual messages in programs. Tools include a set of
conventions about how programs should be written to support message
catalogs, a directory and file naming organization for the message
catalogs, a runtime library which supports the retrieval of translated
messages, and stand-alone programs for handling the translatable and
the already translated strings. Gettext provides an easy to use
library and tools for creating, using, and modifying natural language
catalogs and is a powerful and simple method for internationalizing
programs."
git-svn,应用,系统, Git tools for interacting with Subversion repositories, Git tools for interacting with Subversion repositories.
perl-Git,应用,系统, Perl interface to Git, Perl interface to Git.
perl-Git-SVN,应用,系统, Perl interface to Git::SVN, Perl interface to Git::SVN.
glibc-headers,核心,应用,Header files for development using standard C libraries. ,"The glibc-headers package contains the header files necessary
for developing programs which use the standard C libraries (which are
used by nearly all programs).  If you are developing programs which
will use the standard C libraries, your system needs to have these
standard header files available in order to create the
executables.

Install glibc-headers if you are going to develop programs which will
use the standard C libraries. "
glibc-static,核心,系统, C library static libraries for -static linking.," The glibc-static package contains the C library static libraries
for -static linking.  You don't need these, unless you link statically,
which is highly discouraged."
glibc-utils,核心,应用, Development utilities from GNU C library," The glibc-utils package contains memusage, a memory usage profiler,
mtrace, a memory leak tracer and xtrace, a function call tracer
which can be helpful during program debugging.

If unsure if you need this, don't install this package."
libnsl,核心,系统,Legacy support library for NIS ,"This package provides the legacy version of libnsl library, for
accessing NIS services.

This library is provided for backwards compatibility only;
applications should use libnsl2 instead to gain IPv6 support. "
gmp,核心,系统, A GNU arbitrary precision library," The gmp package contains GNU MP, a library for arbitrary precision
arithmetic, signed integers operations, rational numbers and floating
point numbers. GNU MP is designed for speed, for both small and very
large operands. GNU MP is fast because it uses fullwords as the basic
arithmetic type, it uses fast algorithms, it carefully optimizes
assembly code for many CPUs' most common inner loops, and it generally
emphasizes speed over simplicity/elegance in its operations.

Install the gmp package if you need a fast arbitrary precision
library."
gnu-efi,系统,应用, Development Libraries and headers for EFI," This package contains development headers and libraries for developing
applications that run under EFI (Extensible Firmware Interface)."
gnutls-dane,核心,应用, A DANE protocol implementation for GnuTLS," GnuTLS is a secure communications library implementing the SSL, TLS and DTLS
protocols and technologies around them. It provides a simple C language
application programming interface (API) to access the secure communications
protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and
other required structures.
This package contains library that implements the DANE protocol for verifying
TLS certificates through DNSSEC."
gnutls-utils,核心,应用, Command line tools for TLS protocol," GnuTLS is a secure communications library implementing the SSL, TLS and DTLS
protocols and technologies around them. It provides a simple C language
application programming interface (API) to access the secure communications
protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and
other required structures.
This package contains command line TLS client and server and certificate
manipulation tools."
google-gson,其它,应用, Java lib for conversion of Java objects into JSON representation," Gson is a Java library that can be used to convert a Java object into its
JSON representation. It can also be used to convert a JSON string into an
equivalent Java object. Gson can work with arbitrary Java objects including
pre-existing objects that you do not have source-code of."
google-roboto-slab-fonts,其它,应用, Google Roboto Slab fonts," Roboto has a dual nature. It has a mechanical skeleton and the forms are
largely geometric. At the same time, the font features friendly and open
curves. While some grotesks distort their letterforms to force a rigid
rhythm, Roboto doesn't compromise, allowing letters to be settled into
their natural width. This makes for a more natural reading rhythm more
commonly found in humanist and serif types.

This is the Roboto Slab family, which can be used alongside the normal
Roboto family and the Roboto Condensed family."
gperf,核心,应用, A perfect hash function generator," Gperf is a perfect hash function generator written in C++. Simply
stated, a perfect hash function is a hash function and a data
structure that allows recognition of a key word in a set of words
using exactly one probe into the data structure."
qgpgme,系统,应用, Qt API bindings/wrapper for GPGME, Qt API bindings/wrapper for GPGME.
groff-base,核心,应用, Parts of the groff formatting system required to display manual pages," The groff-base package contains only necessary parts of groff formatting
system which are required to display manual pages, and the groff's default
display device (PostScript)."
grub2-common,核心,应用, grub2 common layout," This package provides some directories which are required by various grub2
subpackages."
grub2-tools-extra,核心,系统, Support tools for GRUB.," 
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides tools for support of all platforms."
grub2-tools-minimal,核心,系统, Support tools for GRUB.," 
The GRand Unified Bootloader (GRUB) is a highly configurable and
customizable bootloader with modular architecture.  It supports a rich
variety of kernel formats, file systems, computer architectures and
hardware devices.

This subpackage provides tools for support of all platforms."
gvfs-goa,系统,应用, GOA support for gvfs," This package provides seamless integration with gnome-online-accounts
file services."
haproxy,系统,应用, HAProxy reverse proxy for high availability environments," HAProxy is a TCP/HTTP reverse proxy which is particularly suited for high
availability environments. Indeed, it can:
 - route HTTP requests depending on statically assigned cookies
 - spread load among several servers while assuring server persistence
   through the use of HTTP cookies
 - switch to backup servers in the event a main one fails
 - accept connections to special ports dedicated to service monitoring
 - stop accepting connections without breaking existing ones
 - add, modify, and delete HTTP headers in both directions
 - block requests matching particular patterns
 - report detailed status to authenticated users from a URI
   intercepted from the application"
help2man,应用,系统, Create simple man pages from --help output," help2man is a script to create simple man pages from the --help and
--version output of programs.

Since most GNU documentation is now in info format, this provides a
way to generate a placeholder man page pointing to that resource while
still providing some useful information."
