idx,name,y_true,y_predict,feature
94,bitmap-fonts,其它,服务,anaconda bitmap compatibility contain convert design encode family file font fonts instal intend location meta native number package provide select terminal xorg
95,blktrace,工具,库,block collect data detailed event format gather include information install kernel layer linux mechanism need operation package pattern perform provide queue request space trace user utilities utility
96,bluez,工具,服务,adapter application automatically bluetooth button configuration connect contact contain content daemon device example exchange file function include instal install keyboard libraries like make manual mobile mode mouse need note object package pair phone regular require rule script share ship start support switch udev utilities utility want work
98,bogofilter,工具,库,algorithm analysis berkeley check code design directly email fast filter filtering good include indicate input list mail message mode normal operation process production return site speed standard status text tune word
100,boom-boot,工具,服务,boot bootloader compatible configuration entry file function integration library linux loader manage manager module package patch project provide python3 require script specification support systemd tool
101,boost,库,工具,11 additional advanced allow application atomic base buffer callback class code command compiler comply component concept configurable configuration constraint container context coordinate copy core data date define developer diagnostics directory draft easy emphasis entry establish execution exist expression extend extension facility feature file filesystem filter flexible framework free function functionality future generic graph handling highly implement implementation include inclusion individual interface known language late library line little locale localization log logging long make manage manipulate math memory method micro multiple obtain offer operate operation option order pair path persistence point portable portion preprocessor present program programming provide public query random range reference regular require run runtime schedule separate serialization signal single slot sort source specific standard standards stream style subroutine suitable support switch synchronize template thread time tool type unicode useful user userland utility value variable wide work
102,booth,工具,服务,cluster core distribute executables facilitate file locate location manage manager multi pacemaker resource site support
103,bpftrace,工具,其它,available backend berkeley bytecode capability compile dynamic ebpf enhance exist filter high inspire interact kernel language level linux llvm make packet recent script systemtap trace tracer user
104,brasero,工具,库,application cd contain desktop dvd easy extension gnome libraries library libs nautilus package runtime share simple
107,brotli,库,工具,algorithm available best combination compress compression context currently data general generic lossless method modern offer order purpose ratio similar speed variant
108,bubblewrap,库,服务,bin binary container core engine execution kernel namespaces tool user usr work
113,c2esp,库,服务,cups driver filter printer
114,ca-certificates,工具,其它,bundle certificate choose contain foundation internet mozilla package root
116,cairo,库,工具,acceleration advantage available binding buffer cairo consistent contain currently design display file functionality gnome gobject graphic hardware high image include integrate library make medium memory object output package postscript print produce provide quality support target window
119,cdrdao,工具,库,allow area audio base cd complete content control description disc disk lead length mode pre record recording rs single step textual track write
122,ceph,服务,工具,access allow application block client cluster develop device distribute distributed file interface library like manage multiple object reliable shared simple storage store strip
123,certmonger,工具,服务,certificate client concern enrollment monitor primarily service status
124,chan,工具,库,available buffer channel implementation pure
126,checkpolicy,工具,库,access architectural base based building compiler component concept contain control design develop enforcement enhanced feature flask functionality general improve include kernel kind level linux mandatory multi number operating originally package policy provide require role security selinux support type utility
128,chkconfig,工具,服务,administrator basic command configure current directly edit hierarchy information instead interface line link maintain manipulate manually numerous page provide query service simple specify start stop symbolic tool unless update utility various
129,chrome-gnome-shell,工具,服务,browser capable connector extension extensions firefox gnome google host http integration manage messaging native org provide repository shell support
131,chrpath,工具,服务,allow compile compiled currently dynamic library load modify path program remove support
132,cifs-utils,工具,服务,able allow authentication automatically cifs client conjunction contain credential deploy establish file filesystem kernel keyring linux login machine manage microsoft module mount need ntlm option package password protocol provide purpose session share standard support tool user utilities widely windows work
134,cjose,库,工具,nannan
138,cloud-init,其它,库,cloud init initialization install instance need retrieve script special user various
140,clufter,工具,服务,additional built capable cluster command common compiled configuration contain conversion corosync data experimental extra file filter format framework generic include interface internal library line offer overall pacemaker package plugin plugins primarily process product python3 reusable serve specific stack step target tool underlying usable variety xslt
141,clutter,库,工具,application center clutter create example fast graphical interface library medium open potential rich software source type usage user visually
142,clutter-gst2,库,其它,clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
143,clutter-gst3,库,其它,clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
144,clutter-gtk,库,工具,allow application basic clutter embed gtk inside library stage widget
146,cockpit,库,服务,administer authenticate authentication base behalf bridge browser card certificate client cockpit command component configuration configure console contain dbus diagnostic enable freeipa gnu inspection instal interactive interface line linux listen network offer package report selinux server service session shell smart troubleshoot user
147,cockpit-appstream,库,其它,archive cockpit component create instal install integration interface load machine manage metric package read storage support update user virt virtual
148,cockpit-composer,库,工具,cloud cockpit composer custom deploy frontend generate image integrate suitable upload
149,cockpit-session-recording,库,其它,allow cockpit component configuration generate journal module playback provide record recording session terminal view
150,codemodel,库,其它,code compiler file generate generator java jaxb library program project provide schema source spin
151,cogl,库,工具,able advantage apis backends component design developer different draw easy extension future good graphic hardware help implement implementation library like machine make mean need nice open opengl option paper picture place position pretty provide render single small software source specification state step style think utility write
152,color-filesystem,库,其它,color directory filesystem layout package provide required store used
156,conntrack-tools,工具,服务,addition availability available cluster collect command connection contain currently daemon delete deploy dump establish event firewall gnu high highly inspect interact interface kernel line linux list maintain manipulate message monitor multiple netfilter package program search selection setup state statistic subsystem synchronize table tools track userspace using
162,corosync,库,服务,cluster contain corosync engine libraries library package
164,cpio,工具,服务,access archive ascii automatically binary byte collection compatible contain copy create creates default different disk extract file following format information install kind machine manage need order permission pipe plus posix program read recognize support tape
165,cppcheck,工具,库,analysis code compiler detect error goal normally primarily real static syntax tool type unlike zero
166,cppunit,工具,库,automatic base framework junit output port test testing unit
167,cracklib,库,工具,actually appropriate certain characteristic check checking choose conjunction contain creation determine dictionary easy entry exist function generate guess include instal install library match necessary need normally oriented package particular passwd password pattern perform program purpose replacement secure security share standard stop test user users usr utility want word
168,crash,工具,库,analysis core create dump kernel linux live mission offer package patch self suite tool utility
170,crash-ptdump-command,工具,库,buffer crash decode extension facility generate intel module processor retrieve trace utility
171,crash-trace-command,工具,库,command crash data extension module read trace utility
177,cryptsetup,工具,服务,contain crypt disk encrypt encrypted encryption integrity kernel library module package protection share utility verification volume
183,cups-pk-helper,库,其它,application available config configuration control cups helper interface make policykit printer
185,cyrus-imapd,库,服务,access administration administrative advantage allow base calendar compatible concurrent connection contact contain contains control convert database design differ efficiency email enterprise environment file filesystem hierarchy high imap implementation instal internal internet large list mail message multiple node normally open package performance permit pop3 private program protocol provide read scalability scalable seamless server small software specification standards storage store support technology timezone tool user utilities utility utils version wide write
187,dav1d,库,工具,correctness cross decoder file focus library open platform source speed
188,dbus,其它,服务,access application bus common configuration contain dbus facility file implementation interact libraries library login message messaging package provide reference send service session setup tools user utilities utility wide
192,dbusmenu-qt,其它,库,application dbus export implementation import library make menu possible protocol provide
193,dbxtool,工具,服务,boot contain package secure uefi update
194,dconf,工具,服务,backend configuration glib gsettings level low main provide purpose
196,dcraw,工具,库,camera command contain data decode digital download image line package tool
199,dde-api,库,其它,daemon
204,dde-device-formatter,其它,库,block create device file graphical interface simple
214,dde-qt5platform-plugins,其它,库,platform plugins
218,deepin-anything,其它,库,like really
226,deepin-devicemanager,其它,服务,device hardware information manage manager tool view
227,deepin-diskmanager,其它,工具,disk management tool utility
229,deepin-fcitxconfigtool-plugin,其它,库,core currently customize desktop easily extension fcitx framework freebsd input light like linux method native provide requirement support unix weight
235,deepin-log-viewer,其它,工具,tool useful view viewer
236,deepin-manual,其它,库,application description design function help instruction learn manual operating provide specific summary user
245,deepin-terminal,其它,工具,application built console deepin default embeddable emulation emulator enabled library share terminal unicode widget
248,dejagnu,工具,服务,allow base development easy expect format framework host integrate make output portable program purpose software target tcl test write
250,desktop-file-utils,工具,其它,application check contain desktop directory file freedesktop gnome http inclusion install manipulate menu optionally org package process specification standard standards utilities validate www
252,device-mapper-multipath,工具,其它,checker contain creation device fail internal kernel library libs manage manager mapper module package partition path provide removal scan share shared thing tool tools update
253,device-mapper-persistent-data,库,服务,cache check contains data device dump include manage mapper metadata persistent provisioning repair restore target tool tools
255,dialog,库,工具,allow contain create dialog following implement info input install interface like menu message mode script shell text utility
256,diffstat,工具,服务,base change command commonly compare complex diff display file insertion install large line modification need output patch program provide read statistic summary utility
259,disomaster,工具,其它,class disc library manipulate package provide wrapper
265,dlm,库,服务,application contain lib library need package userland
266,dmidecode,工具,服务,accord bios data depend expansion hardware include information level list memory model module number parallel port reliability report serial slot socket standard status tool typically usage version
267,dnf,工具,服务,allow apply automate common configuration data download environment file group interface manage manager module package python rpms support systemd unit upgrade user utility
268,dnf-plugins-core,工具,其它,action additionally allow command compatibility complete config core debug define download enhance file implementation install interface layer lock manager package plugin plugins post protect provide python shell supply transaction update utils version
269,dnssec-trigger,工具,服务,able applet base case change configuration create current daemon dialog dynamic input interaction local need network networkmanager package panel perform performs probe provide resolver result script server state test tool user validate validation window
271,docbook-style-dsssl,库,工具,allow convert customizable docbook document example format highly html modular online postscript print stylesheets
272,docbook-style-xsl,库,工具,allow customizable docbook document format highly html stylesheets transform
275,docker,其它,服务,application apps backend binary block build building client cloud compute container daemon database depend deploy docker engine framework great hardware instance language large lightweight make mean open packaging particular platform product provider related require scale service ship source stack utility
277,dosfstools,工具,服务,check drive filesystems floppy hard include linux make ms package utilities utility
278,dotconf,库,服务,configuration file handle libraries library parse
284,dovecot,库,工具,authentication contain driver format imap like linux mail mind mysql package plug pop3 primarily provide secure security server small subpackages support unix write
286,dpa-ext-gnomekeyring,工具,其它,agent automatically extension gnome keyring polkit thing
288,dracut,工具,服务,based bootable build capability codes configuration contain create default dracut drive drop event file generate generation generator generic hard host image implementation iscsi kernel like linux little live local memory module need network package possible previous provide purpose reduce require result root runtime size small specific store support tool turn udev unlike usage various
289,drpm,库,工具,apply compatible library make original package provide reading
290,dtkcore,工具,其它,core deepin module tool
291,dtkgui,工具,其它,deepin feel look module
292,dtkwidget,工具,其它,deepin desktop development graphical interface module tool user widget
294,dvd+rw-tools,工具,其它,collection dvd http information linux master medium tool toolchain
295,dwz,工具,服务,appendix attempt compilation contain create debug duplicate dwarf equivalent executables import information library need optimization optimize package possible program reduce removal replace representation share size small standard technique tool unit
297,e2fsprogs,工具,服务,access attempt case check command common compile contain contains core correct create description directly error examine extend file generate handling include inspire install interface internal library libs line manage manually mechanism modify modifying need number originally package parameter parse parser partition performance present repair second share simple space specific structure subsystem table test tool user utilities utility
299,edk2,库,工具,contain enable firmware machine machines open package project qemu sample support uefi virtual
300,efi-rpm-macros,库,服务,basic contain directory filesystem layout machine package tool
302,efivar,服务,工具,allow command facility interface library line manage manipulation provide simple tools uefi variable
304,elfutils,工具,服务,access address allow archive associate attach base binary build check client collection command communication compiled compress contain contains control data debug decompress default demand depend devel discard download dwarf dynamically enable enables file formed frontend function generate handle handling high http implement include internals introspection level libraries library libs like line list load look machine object package party process profile program provide query read readelf reading remote scope search section server service setting share signal size specific stack strip structure symbol trace utility write
307,enchant,库,工具,backends check checking library spell wrap
308,enchant2,库,工具,backends check checking library spell wrap
310,environment-modules,库,工具,access application bash basis bundle clean collection command configure contain different dynamic dynamically entire environment fashion include information instal interpret language load manage modification modify module modules need note package path perl popular provide provides replace script share shell suite support typically useful user variable version
314,epel-rpm-macros,库,服务,build contain enterprise extra linux macro package packages
316,espeak-ng,工具,库,base configure create default engine generation language natural open program sound source speech support text
317,eth-tools,工具,服务,basic compute contains fabric level manage management necessary node script tool
318,ethtool,工具,服务,allow auto change checksum device especially ethernet location network offload port query setting settings speed tool utility
319,evemu,库,服务,base capture device emulation event input library program query simple stream tool utility virtual
322,evolution-data-server,工具,其它,backend calendar contact contain data develop information originally package program provide server task translation unified work
326,exiv2,工具,库,access accord adjust allow class command comment data delete extract file image include info insert interpreted jpeg library line manipulation metadata method plain print read rename start summary support utility value write
327,expat,工具,库,associated clark discover document example handler james kind library mean orient parse parser register start stream structure write
329,extra-cmake-modules,库,其它,additional build frameworks module need
335,fcitx,工具,其它,chinese contain core currently customize data desktop easily engine extension fcitx file framework freebsd gtk2 gtk3 input library libs light like linux method module native package pinyin provide requirement share shared support table unix weight
337,fcitx-qt5,库,工具,context fcitx input module package provide
339,fence-agents,工具,服务,access affect agent base based block capable catch collection common compute contain crash device executables file handle host http include intel interface ipmi library libvirt machine management mapper mean modular network node package persistent ping platform possibly power program protocol pseudo python recovery remote rest scsi series serve service similar snmp storage support switch telnet unified virtual vmware
341,ffmpeg,库,工具,audio capture complete contain device digital encode flash format free include internet libraries library linux live package platform playback provide real server solution special specific stream time unix various video
344,fido-device-onboard,工具,服务,client device dracut implementation initialization module server tool
349,fio,工具,服务,action file generation global inherit load match number override parameter particular process specify thread tool type typical unless user want write
350,fipscheck,库,工具,binary checksum contain creation file helper integrity library module package provide validate verification
355,flatpak-builder,工具,服务,build builder flatpak http information org source tool
357,fltk,库,工具,built cross emulation functionality graphic interface modern opengl platform pronounce provide support toolkit user
364,foomatic,服务,工具,account base capable command comprehensive configure contain cups database description driver file files generate generation http independent interface line manipulate option org package print printer queue read separately site tools utility www
365,foomatic-db,库,其它,base database directory driver http layout option org package printer site www
368,freeglut,库,工具,allow alternative application available completely contain context create edition free freely function highly keyboard library license licensed manage mark mouse open opengl originally platform portable program range read sample second simple software source support toolkit universally user utility variety wide window write
370,freeipmi,库,服务,base console daemon detection intelligent interface ipmi management monitoring node platform project provide provides recovery remote software specification syslog tool
371,freerdp,库,工具,application channel client code compatibility connect convenient core desktop embed environment equivalent extend free handle implement implementation instead library machine microsoft modify native non original plugins portable project protocol provide remote runtime server target windows
372,freetype,库,工具,advanced complete develop efficiently engine environment file font free glyph individual library load manage open platform portable provide render rendering server support text variety
374,fribidi,库,工具,algorithm arabic data display example handle hebrew implement library logical order proper script text unicode write
376,fstrm,库,服务,allow binary buffers byte clean data encode encoding format frame implementation json light minimal overhead produce protocol sequence serialization specify transport weight yaml
378,fuse-overlayfs,工具,其它,nannan
379,fuse-sshfs,工具,服务,access base client easy file filesystem filesystems fuse mount protocol remote server support transfer
381,fwupdate,工具,服务,allow binary command firmware interface library line manage manipulation provide simple tools uefi update
382,fxload,工具,服务,able appear device download firmware helper intend invoke original program script udev
383,gamin,库,服务,compatible daemon dependent file library mechanism monitor provide wide
387,gcab,库,服务,archive create gobject library manipulate
388,gcc,工具,库,address atomic behavior compliant contain dynamically exception fortran handle hardware instal instrument library link math memory need offload operation package plugin program real runtime separately share standard static support thread version
389,gcc-toolset-10,工具,其它,application basic build collection compiler configuration debugger essential gcc handle install macro main package performance script ship software systemtap tool toolchain toolset work
391,gcc-toolset-10-binutils,工具,服务,address archive assembler binary binutils collection content convert copying create data detailed discard display extract family file generate graph include index information line linker list modify objdump object printable profile readelf section size string strip symbol translate utility
394,gcc-toolset-10-elfutils,工具,服务,allow archive associate build check client collection command compiled compress contains data decompress depend devel discard dwarf dynamically enables file formed frontend generate handle handling high http implement include internals introspection level libraries library libs line list load look machine object package party process program provide read readelf reading section server service share size specific stack strip structure symbol utility write
395,gcc-toolset-10-gcc,工具,其它,collection compile compiler contain current documentation evaluation expression fortran frequently gcc generate include information library manual package plugin program provide specification standard support toolset version
401,gcc-toolset-10-valgrind,工具,库,analysis automatically branch build cache currently default detect detector distribution dynamic error framework generating graph heap include instrumentation management memory prediction production profile profiler program quality thread tool valgrind
402,gcc-toolset-11,工具,其它,11 application basic build collection compiler configuration debugger essential gcc handle install macro main package performance script ship software systemtap tool toolchain toolset work
404,gcc-toolset-11-binutils,工具,服务,address archive assembler binary binutils collection content convert copying create data detailed discard display extract family file generate graph include index information line linker list modify objdump object printable profile readelf section size string strip symbol translate utility
407,gcc-toolset-11-elfutils,工具,服务,allow archive associate build check client collection command compiled compress contains data decompress depend devel discard dwarf dynamically enables file formed frontend generate handle handling high http implement include internals introspection level libraries library libs line list load look machine object package party process program provide read readelf reading section server service share size specific stack strip structure symbol utility write
408,gcc-toolset-11-gcc,工具,其它,11 address collection compile compiler contain current documentation embed end evaluation expression fortran frequently gcc generate include information inside instrument library manual package plugin program provide runtime share specification standard support toolset version
414,gcc-toolset-11-valgrind,工具,库,analysis automatically branch build cache currently default detect detector distribution dynamic error framework generating graph heap include instrumentation management memory prediction production profile profiler program quality thread tool valgrind
415,gcc-toolset-9,工具,其它,application basic build collection compiler configuration debugger essential gcc handle install macro main package performance script ship software systemtap tool toolchain toolset work
417,gcc-toolset-9-binutils,工具,服务,address archive assembler binary binutils collection content convert copying create data detailed discard display extract family file generate graph include index information line linker list modify objdump object printable profile readelf section size string strip symbol translate utility
420,gcc-toolset-9-elfutils,工具,库,allow archive build check collection compiled compress contains data decompress depend devel discard dwarf enables file formed generate handle handling high implement include internals level libraries library libs list machine object package party program provide read readelf reading section size specific stack strip structure symbol utility write
421,gcc-toolset-9-gcc,工具,其它,collection compile compiler contain current documentation evaluation expression fortran frequently gcc generate include information library manual package plugin program provide specification standard support toolset version
427,gcc-toolset-9-valgrind,工具,库,analysis automatically branch build cache currently default detect detector distribution dynamic error framework generating graph heap include instrumentation management memory prediction production profile profiler program quality thread tool valgrind
428,gcr,库,工具,access card certificate crypto desktop display file gnome library like module parsing pkcs provide smart store viewer
431,gdbm,库,工具,access application build database devel developer efficient extensible file hashing include index install libraries library need program routine similar simple standard unix useful work write
432,gdisk,工具,库,ability command convert deal direct disk fairly feature format help interface like line manipulation partition partitioning recovery structure table tool
434,gdm,其它,服务,authentication backend behalf case display functionality gnome graphical handle local lock manager protocol provide related remote server session start time user
436,gedit-plugins,工具,库,bookmark collection common data file plugin plugins require terminal translate
439,genwqe-tools,工具,服务,adapter card configure contain hardware manage package provide suite test tool userspace utilities utility
440,geoclue2,库,服务,access application aware bus client contain convenience create demo demos ensure explicit goal information interact library libs location make package permission possible primary project provide service simple user
443,gfbgraph,库,服务,glib gnome gobject graph integrate online wrapper
445,gfs2-utils,工具,服务,check contain correct create file global manage modifying number package utilities utility utils
446,ghc-srpm-macros,库,其它,building generate macro macros package source
449,gimp,其它,工具,build channel commercial contain contains conversion create devel development edit effect expect extension extra extremely filter graphic helper image imaging include large layer level library libs manipulation multi need operation package pixel plug plugin powerful program provide share similar sub tool tools useful
452,git-lfs,库,工具,audio content extension file graphic inside large remote replace sample server storage store text video
453,gjs,库,工具,allow base bindings engine framework gnome gobject introspection javascript library mozilla
457,glibc,库,服务,access application available backwards based basis binary build cache caching code common compatibility contain create custom daemon data develop development disk easy executables file function gain glibc group hash header help host important improve include install instead ipv6 language ldap legacy library likely linux locale lookup make math memory module multiple nearly necessary need order pack package particular performance place program provide save service share source space speed standard support switch user version
464,gnome-bluetooth,其它,工具,application bluetooth contain device display gnome graphical gtk library monitor need package selection setup utility want widget
479,gnome-online-accounts,其它,工具,access account application exchange framework gnome google imap interface kerberos library microsoft online provide provider sign single smtp user
497,gnuplot,工具,库,base command common contain data different driven especially expression format function graphics install interactive line mathematical need package point program provide representation scientific suit terminal version
498,gnutls,库,服务,509 access apis application communication gnutls implement implementation interface language library parse pkcs program protocol provide required secure simple structure technology write
499,go-srpm-macros,库,其它,architecture build building golang macro package project provide various
500,gobject-introspection,库,工具,based binding create examine file generate gobject header introspection language library order provide scan source thing useful
501,golang,其它,库,compiler core enable golang language library miscellaneous programming source tool tree
502,golang-dbus,其它,服务,binding bus client
522,gom,其它,工具,application complex data gobject help library make mapper need object provide query sqlite store structured write
523,google-api-python-client,其它,库,access apis client flexible google library powerful provide python small
529,gpac,库,工具,alternative ansi base clean contain content converter description develop development distribution encoders feature file flexible framework goal integration library libs mpeg multimedia original package provide publishing recent reference scratch single small software standard static tool
532,gpm,库,工具,allow appear application based button click console contain dynamic editor emacs file function include library like linux management menu mouse operation package program provide server support text
533,grafana,工具,其它,editor feature graph graphite metric open rich source
534,grafana-pcp,库,其它,include live metric performance pilot plugin scalable script series time
535,graphite2,服务,工具,aspect behavior capability capable complex create development display encoding font graphite group handle implementation initiative language model non project provide render rendering respect roman script smart software text various write
537,greenboot,工具,库,check framework generic health optional series systemd
539,grilo,库,工具,access contain content core different discovery element framework library multimedia package pluggable provide source
540,grilo-plugins,库,服务,access apple contain content different filesystem framework information local metadata multimedia music package pluggable plugins provide radio source store tracker
543,grubby,工具,服务,command compatibility exist file legacy line manage mean package provide script tool update user
545,gsettings-qt,库,其它,binding gsettings qt
549,gspell,库,工具,application checking flexible gtk implement library provide spell
552,gssproxy,库,服务,credential gssapi handling proxy
559,gtk2,库,工具,application complete contain create developer documentation graphical gtk gtk2 input interface library method multi package platform project range ship small standalone suitable suite support tool toolkit user widget
560,gtk3,库,工具,allow application avoid cache complete contain create disk file format graphical gtk gtk3 icon interface library memory multi multiple overall overhead package platform project range reduce seek share small start suitable suite support theme tool toolkit update user utility version widget
566,guile,库,工具,application building develop execution extensibility extensible extension implementation independent install intelligent language library like link machine package platform program programming provide scheme write
567,gupnp,库,服务,control create device easy efficient flexible framework gobject gupnp intend libsoup object open oriented point source upnp write
571,gutenprint,库,工具,compatible contain cups dialog driver gtk high include irix library linux native necessary operate package plug print printer quality range support unix wide widget
572,gvfs,工具,服务,access apple application archive backend backends base camera cifs client device file filesystems framework fuse glib gnome image implementation include inside integration media medium mobile module music network online original package phone picture player protocol provide read reading seamless service share support transfer window windows write
574,hardlink,工具,服务,create disk hard instal installation kernel link package reduce space tree
575,harfbuzz,库,工具,contain engine implementation layout library opentype package support text
576,hdparm,工具,服务,disk display drive example hard parameter performance power spin tweak useful utility
579,hicolor-icon-theme,工具,其它,basic contains directory file icon need requirement support theme
581,hostname,工具,服务,command display domain host hostname package provide set utility
582,hplip,工具,服务,device driver files function graphical imaging libraries library linux multi need printer printing project provide sane scanner tool
586,httpd,其它,服务,abstract access apache associated authentication backends basic complete contain contains content correct cryptography data directory docs documentation efficient extensible filesystem filter guide html http httpd include information interface layer layout ldap manual modify module org package permission powerful protocol provide reference secure security server session ssl store strong support tls tool tools transform transport user
587,hunspell,库,工具,analyzer character checker complex design encoding hunspell interface language library libreoffice like module morphological pipe program rich spell terminal word
595,hunspell-be,库,工具,dictionary hunspell hyphenation rule
612,hunspell-et,库,工具,dictionary estonian hunspell hyphenation rule
661,hunspell-no,库,工具,dictionary hunspell hyphenation rule thesaurus
685,hunspell-sr,库,工具,dictionary hunspell hyphenation rule serbian
710,hwinfo,工具,库,generate hardware information later overview present probe support tool
711,hwloc,库,服务,11 abstraction application architecture attribute bind cache compute contain convenient core display efficiently format gather hardware help hierarchical include information interface library logical memory modern multiple node numa offer package portable powerful primarily process processor programming provide share socket software thread time topology unit various version
712,hyphen,库,工具,english high hyphenation library quality rule text
759,i2c-tools,工具,库,access application chip collection connect contain decode device helper interact level library linux offer package perl probe register script tool write
760,ibus,工具,服务,contain framework gtk2 gtk3 ibus input intelligent library linux mean module package setup utility wayland
770,icedtea-web,库,工具,additional base browser component contain deployment documentation implementation java javadocs manage openjdk originally package plug plugin project provide setting settings start tool
772,icu,库,服务,character components compute current customize develop environment extend featured flexibility great important international libraries library need offer performance platform portability produce provide result robust service software standard supplementary support tools unicode utility variety various version wide
