name,y_true,y_predict
fence-agents-aliyun,应用,系统
SDL2-static,应用,核心
nginx-mod-http-image-filter,应用,系统
nbdkit-bash-completion,系统,应用
sound-theme-freedesktop,应用,核心
ncurses-c++-libs,系统,应用
gzip,系统,核心
docker,应用,系统
grub2-pc-modules,系统,应用
alsa-plugins-speex,系统,应用
policycoreutils-newrole,系统,核心
accel-config-libs,应用,核心
fence-agents-vmware-soap,应用,系统
oci-seccomp-bpf-hook,应用,核心
djvulibre,应用,系统
grub2-efi-x64-modules,系统,应用
libhangul,应用,系统
bind-license,系统,其它
postgresql-upgrade,应用,系统
docbook-style-xsl,应用,其它
ibus-typing-booster,应用,系统
corosync-vqsim,应用,系统
ibus-table-chinese-wubi-haifeng,应用,其它
sane-backends-daemon,应用,系统
python3-pyatspi,系统,应用
soxr,应用,系统
gtkmm24-docs,系统,应用
fftw-static,应用,核心
qt5-qtdoc,应用,其它
fence-virtd-tcp,应用,系统
libstoragemgmt,应用,系统
freetype,应用,核心
libgcab1,系统,应用
scap-workbench,应用,核心
abrt-cli,应用,系统
cockpit-ws,应用,系统
postfix-sqlite,应用,系统
dconf-editor,系统,应用
ibus-table,应用,系统
shadow-utils-subid,应用,核心
freeradius-postgresql,应用,系统
bacula-storage,应用,系统
nginx-mod-stream,应用,核心
fdo-rendezvous-server,应用,系统
ibus-table-chinese-array,应用,其它
grafana,应用,系统
librx,应用,核心
grub2-tools-minimal,系统,应用
qpdf,应用,系统
ghostscript-tools-dvipdf,应用,系统
cockpit-pcp,应用,系统
libknet1-crypto-openssl-plugin,应用,核心
ibus-table-chinese-wubi-jidian,应用,其它
alsa-plugins-maemo,系统,应用
python2-scipy,应用,系统
libstoragemgmt-hpsa-plugin,应用,系统
unicode-ucd-unihan,应用,其它
openjpeg2-devel-docs,应用,核心
deepin-desktop-schemas,应用,系统
git-daemon,应用,系统
mvapich2,应用,系统
fdo-admin-cli,应用,系统
pango,应用,系统
skopeo,应用,核心
java-11-alibaba-dragonwell-devel-slowdebug,应用,系统
gstreamer1,应用,系统
libknet1-compress-bzip2-plugin,应用,核心
udisks2,应用,系统
npm,应用,系统
mysql,应用,系统
libkkc-common,应用,核心
pptp,应用,核心
nispor,应用,系统
kubernetes-master,应用,核心
jemalloc,应用,系统
openssh-keycat,系统,核心
python3-tevent,应用,系统
cyrus-imapd-vzic,应用,系统
ipa-server-common,系统,核心
raptor2,应用,系统
libX11-xcb,系统,应用
polkit-pkla-compat,系统,应用
libreoffice-ure,应用,系统
rubygem-openssl,应用,核心
nydus-rs,应用,系统
gdm,应用,核心
platform-python-setuptools,系统,核心
tar,应用,核心
environment-modules,系统,核心
libknet1,应用,核心
tog-pegasus-libs,应用,系统
libSM,应用,系统
bcc,应用,系统
ncompress,应用,系统
python38-scipy,应用,系统
java-17-openjdk-headless,应用,系统
automake,应用,系统
libguestfs,系统,核心
pcaudiolib,应用,系统
libkkc-data,应用,核心
f32-backgrounds-gnome,应用,核心
docbook5-schemas,应用,系统
device-mapper-event-libs,系统,核心
sssd-ldap,系统,应用
bcc-tools,应用,系统
docbook-style-dsssl,应用,系统
libpkgconf,系统,核心
abrt-cli-ng,应用,系统
xorg-x11-drv-wacom-serial-support,应用,核心
lua-posix,应用,核心
flatpak-selinux,应用,系统
ptscotch-mpich-devel-parmetis,应用,核心
net-snmp-agent-libs,应用,系统
php-process,应用,核心
php-pear,应用,其它
ipa-client-common,系统,核心
xalan-j2,应用,其它
libimobiledevice,应用,系统
xinetd,系统,核心
wsmancli,应用,系统
file,应用,系统
openslp,应用,核心
virt-p2v-maker,应用,系统
nbdkit,系统,应用
glx-utils,应用,系统
xorg-x11-server-Xorg,应用,核心
java-11-openjdk-headless-fastdebug,应用,系统
libgusb,系统,应用
sblim-cmpi-base,应用,系统
libstoragemgmt-arcconf-plugin,应用,系统
helm-bash-completion,应用,核心
aspell,应用,系统
mallard-rng,应用,系统
apr-util-openssl,应用,系统
oci-systemd-hook,应用,核心
geolite2-country,应用,其它
toolbox,应用,核心
Dragonfly-supernode,应用,系统
lightdm-gtk-greeter-settings,应用,系统
deepin-icon-theme,应用,核心
xorg-x11-server-Xwayland,应用,系统
avahi,应用,系统
xorg-x11-font-utils,应用,系统
python39-tkinter,系统,应用
apr-util-pgsql,应用,系统
pygobject2,系统,应用
ibus-hangul,应用,系统
peripety,应用,系统
texlive-kpathsea,应用,系统
texlive-texlive.infra,应用,系统
emacs-nox,应用,系统
gitk,应用,核心
hostapd,应用,系统
brltty-dracut,应用,核心
srt,应用,系统
tftp-server,应用,系统
p7zip-plugins,应用,系统
libreoffice-impress,应用,系统
fftw-libs-long,应用,系统
qtxdg-tools,系统,应用
ibus-table-chinese-quick,应用,其它
oniguruma,应用,系统
fftw-libs-double,应用,系统
java-11-alibaba-dragonwell-slowdebug,应用,系统
cups-filters,应用,系统
nginx-filesystem,应用,其它
resource-agents-aliyun,应用,系统
lorax-lmc-novirt,系统,应用
postfix-pcre,应用,系统
python3-avahi,应用,系统
dyninst-testsuite,应用,系统
libhugetlbfs,系统,核心
texlive-dvipng,应用,系统
f32-backgrounds-kde,应用,其它
liboggz,应用,系统
php-fpm,应用,系统
gtk2-devel-docs,系统,应用
papirus-icon-theme,应用,核心
boost-static,应用,核心
pandoc-common,应用,其它
jose,应用,系统
openssl,核心,系统
sblim-gather,应用,系统
libx86emu,应用,系统
logrotate,系统,核心
hicolor-icon-theme,应用,系统
sassist,应用,系统
kernel-tools-libs,其它,系统
fdo-owner-onboarding-server,应用,系统
tk,应用,系统
java-1.8.0-alibaba-dragonwell-demo-fastdebug,应用,系统
nginx-mod-http-xslt-filter,应用,系统
freeipmi-ipmiseld,应用,系统
freeradius,应用,系统
grub2-tools-efi,系统,应用
lmdb-libs,应用,系统
micropipenv,应用,系统
libidn2,核心,系统
python3-setools,系统,核心
libxkbcommon-x11,应用,系统
pygtk2-codegen,系统,核心
lua-lunit,应用,系统
colord-libs,应用,系统
java-1.8.0-alibaba-dragonwell-slowdebug,应用,系统
device-mapper-multipath,系统,应用
lzo,应用,核心
rpmemd,系统,应用
recode,应用,系统
fipscheck,应用,系统
nss-altfiles,系统,核心
libepoxy,应用,系统
multilib-rpm-config,应用,系统
gpac-static,应用,核心
fence-virtd-multicast,应用,系统
hexchat,应用,系统
java-17-openjdk-slowdebug,应用,系统
nerdctl,应用,系统
freeradius-unixODBC,应用,系统
open-vm-tools,应用,系统
libsigsegv,系统,应用
xmlto,应用,核心
java-17-openjdk,应用,系统
librados2,系统,应用
geolite2-city,应用,其它
texlive-thumbpdf,应用,系统
tigervnc-selinux,应用,系统
gmp-c++,核心,应用
fence-virt,应用,系统
gmp,核心,应用
coreos-installer,应用,系统
foomatic-db-ppds,应用,核心
python3-libreport,应用,系统
postgresql-static,应用,核心
ibus-table-chinese-cangjie,应用,其它
nautilus,应用,核心
clang,系统,应用
ibus-table-chinese-yong,应用,其它
mariadb-server-galera,应用,系统
libxudp,应用,核心
tuned-profiles-mssql,系统,应用
transfig,应用,系统
java-1.8.0-openjdk-demo-slowdebug,应用,系统
libreoffice-data,应用,其它
liblouis,应用,系统
python3-meh-gui,系统,应用
libXfont2,应用,系统
squid,应用,系统
gssntlmssp,应用,系统
nginx-mod-mail,应用,核心
libwayland-client,应用,系统
subversion,应用,系统
ksh,应用,系统
kernel-debug-core,其它,核心
hardlink,系统,应用
gssproxy,应用,核心
git,应用,系统
libknet1-compress-lzo2-plugin,应用,核心
texlive-epsf,应用,系统
libpfm-static,应用,核心
sblim-wbemcli,应用,系统
kbd-legacy,系统,其它
mod_ldap,应用,系统
lightdm,应用,系统
nginx,应用,系统
mercurial,应用,系统
fuse-sshfs,系统,应用
xorg-x11-xinit-session,应用,其它
libguestfs-gfs2,系统,应用
git-subtree,应用,核心
texlive-dvips,应用,系统
libmtp,应用,系统
gupnp-av,系统,应用
containerd-stress,应用,系统
fdo-owner-cli,应用,系统
nbdkit-gzip-plugin,系统,应用
lasso,应用,核心
mecab-ipadic,应用,其它
resource-agents-gcp,应用,系统
itstool,应用,系统
audispd-plugins,核心,系统
freeipmi,应用,系统
helm-fish-completion,应用,核心
gnome-session-kiosk-session,应用,系统
abrt-addon-ccpp,应用,系统
SuperLU,应用,系统
mod_auth_mellon,应用,系统
libX11-common,系统,应用
texlive-tex4ht,应用,系统
python39-scipy,应用,系统
sblim-sfcb,应用,系统
ansible-core,应用,系统
rear,应用,系统
perl-Git,应用,系统
tigervnc-server,应用,系统
drpm,应用,系统
authselect,系统,核心
pcre-cpp,系统,应用
vm-dump-metrics,系统,应用
doxygen,应用,系统
langtable,系统,应用
cmake-rpm-macros,应用,系统
java-1.8.0-openjdk-slowdebug,应用,系统
openbox-kde,应用,系统
fabtests,应用,系统
jbig2dec-libs,应用,核心
docbook2X,应用,系统
pnm2ppa,应用,系统
libpsm2-compat,应用,系统
lynx,应用,核心
gedit-plugin-wordcompletion,应用,系统
gnome-tweaks,应用,系统
gtk2-immodule-xim,系统,应用
p7zip,应用,系统
crit,应用,系统
libwayland-cursor,应用,系统
iio-sensor-proxy,应用,系统
initial-setup,应用,系统
sudo,系统,核心
anaconda-install-env-deps,系统,核心
latex2html,应用,系统
startdde,应用,系统
xorg-x11-drv-nouveau,应用,系统
opa-basic-tools,应用,系统
brlapi,应用,核心
irssi,应用,系统
lftp-scripts,应用,系统
which,系统,应用
python3-gobject,系统,应用
texi2html,应用,系统
polardb,应用,系统
python3-hypothesis,系统,应用
pmdk-convert,系统,应用
libblockdev-plugins-all,系统,应用
tcsh,应用,核心
microdnf,系统,应用
python3-qt5-base,应用,系统
freeradius-ldap,应用,系统
shim-ia32,其它,应用
git-svn,应用,系统
qt5-qttranslations,应用,核心
libXdmcp,应用,系统
fdo-client,应用,系统
xorg-x11-drv-ati,应用,系统
PackageKit-cron,应用,其它
openscap-engine-sce,应用,核心
xmlsec1-nss,应用,核心
mariadb,应用,系统
gcc-toolset-9-ltrace,系统,核心
lldpd,应用,系统
python3-unbound,应用,系统
libaec,应用,核心
rpm-plugin-systemd-inhibit,系统,应用
autogen,应用,系统
python3-py,系统,应用
xcb-proto,应用,核心
gutenprint-cups,应用,系统
fcitx-table,应用,系统
postgresql-plperl,应用,系统
galera,应用,核心
hspell,应用,系统
awscli,应用,系统
xorg-x11-server-Xspice,应用,系统
booth-core,应用,系统
cronie-anacron,系统,核心
texlive-base,应用,系统
fence-agents-compute,应用,系统
bogofilter,应用,系统
kubernetes-node,应用,核心
ibus-table-chinese-easy,应用,其它
xhtml1-dtds,应用,系统
gnome-session,应用,系统
uuidd,其它,系统
libknet1-crypto-nss-plugin,应用,核心
texlive-texconfig,应用,系统
docker-client,应用,系统
libvmmalloc,系统,核心
python3-javapackages,应用,系统
antlr-C++,应用,核心
libsemanage,系统,核心
deepin-log-viewer,应用,系统
libgcrypt,核心,应用
coreos-installer-bootinfra,应用,系统
potrace,应用,系统
samba-common-tools,系统,应用
audit,核心,应用
onboard-data,应用,系统
libknet1-compress-zlib-plugin,应用,核心
corosync,应用,系统
fetchmail,应用,系统
nbdkit-basic-plugins,系统,应用
libdwarves1,应用,系统
java-11-openjdk-headless-slowdebug,应用,系统
mod_proxy_html,应用,系统
geoclue2-libs,应用,系统
lvm2-lockd,系统,核心
postgresql-server,应用,系统
emoji-picker,应用,核心
minicom,应用,系统
cim-schema,应用,其它
genwqe-zlib,应用,系统
python3-speechd,应用,系统
expat,系统,应用
gtk2,系统,应用
cyrus-imapd-utils,应用,系统
grub2-efi-aa64-modules,系统,应用
aide,应用,核心
mecab-ipadic-EUCJP,应用,其它
samba-winexe,系统,应用
python3-dateutil,系统,应用
java-11-alibaba-dragonwell-headless-slowdebug,应用,系统
sssd-tools,系统,应用
gutenprint,应用,系统
clufter-common,系统,应用
isomd5sum,应用,系统
resource-agents,应用,系统
coreutils-single,系统,核心
rpm-mpi-hooks,系统,其它
virt-manager-common,应用,系统
rocketmq,应用,系统
systemtap-runtime,系统,应用
python3-langtable,系统,应用
basesystem,核心,应用
fdo-manufacturing-server,应用,系统
open-vm-tools-sdmp,应用,系统
libgpg-error,核心,应用
xmlsec1-gnutls,应用,核心
device-mapper-persistent-data,系统,应用
ghostscript-tools-printing,应用,系统
spice-protocol,应用,其它
socket_wrapper,系统,应用
breeze-icon-theme-rcc,应用,其它
rrdtool-perl,应用,系统
