name,y_true,y_predict
scap-security-guide,工具,服务
trace-cmd,工具,库
postgresql-contrib,服务,库
git-gui,工具,服务
libreoffice-langpack-kn,库,工具
python38-py,库,工具
rrdtool-ruby,库,服务
lm_sensors,工具,服务
maven-resolver-api,工具,库
ipset-libs,工具,库
java-11-alibaba-dragonwell-slowdebug,库,工具
cyrus-sasl-plain,库,服务
fcitx-libs,工具,库
imsettings-qt,工具,库
rubygem-rdoc,库,服务
adwaita-qt5,库,工具
kdecoration,库,工具
libnfsidmap,工具,库
powertop,工具,库
libreoffice-langpack-dz,库,其它
gnome-system-monitor,服务,库
perl-Module-ScanDeps,库,工具
coreos-installer-bootinfra,工具,服务
vorbis-tools,工具,库
maven-resolver-connector-basic,工具,库
plasma-breeze,工具,服务
composer-cli,工具,库
java-11-openjdk-javadoc,库,工具
xz-lzma-compat,库,工具
python39-pybind11,库,工具
freeradius-utils,库,服务
php-cli,库,服务
rdma-core,库,服务
ltrace,工具,库
lvm2,工具,服务
samba-winexe,服务,库
adobe-mappings-cmap-deprecated,工具,其它
virt-v2v-man-pages-ja,工具,服务
deepin-menu,服务,工具
iptables-arptables,工具,服务
python3-qrcode,库,工具
postfix-pcre,工具,服务
php-fpm,库,服务
libreoffice-langpack-mr,库,工具
libreoffice-langpack-lt,库,工具
sisu,库,工具
gitweb,工具,库
maven-surefire-javadoc,工具,库
maven-plugin-bundle-javadoc,工具,库
cryptsetup,工具,库
evolution,工具,服务
NetworkManager-cloud-setup,工具,服务
unbound-libs,工具,库
adwaita-cursor-theme,工具,服务
zsh-html,工具,库
lvm2-dbusd,服务,工具
maven-artifact-resolver-javadoc,工具,库
alsa-plugins-samplerate,服务,库
grub2-efi-ia32-modules,工具,其它
seabios,工具,服务
python3-dateutil,库,工具
rubygem-did_you_mean,库,服务
plexus-compiler-extras,库,工具
kf5-rpm-macros,工具,服务
evolution-ews-langpacks,工具,服务
maven-shared-utils-javadoc,工具,库
integritysetup,工具,库
python3-avahi,库,服务
kf5-kio-widgets,工具,服务
tk,库,工具
gcc-gdb-plugin,工具,库
libreoffice-langpack-xh,库,工具
conntrack-tools,工具,库
microcode_ctl,工具,服务
alsa-plugins-upmix,服务,库
maven-plugin-tools-javadocs,工具,库
gvfs-mtp,工具,服务
lorax-lmc-virt,工具,服务
fdo-owner-onboarding-server,工具,服务
exiv2,工具,库
libreoffice-langpack-ss,库,工具
udisks2,工具,库
maven-filtering-javadoc,工具,库
alsa-plugins-arcamav,服务,库
eclipse-emf-core,工具,库
selinux-policy-sandbox,工具,服务
apache-commons-beanutils,库,工具
mingw32-libpng,库,工具
osbuild-composer-dnf-json,工具,服务
perftest,工具,库
maven-resolver-javadoc,工具,库
re2c,工具,库
qt5-qtvirtualkeyboard-examples,库,服务
setools-console-analyses,工具,库
ghostscript-x11,工具,库
python3-samba,库,服务
veritysetup,工具,库
ocaml-hivex,库,工具
sssd-winbind-idmap,服务,库
epel-next-release,服务,其它
llvm-googletest,工具,服务
java-11-alibaba-dragonwell-static-libs-slowdebug,库,服务
maven-invoker-javadoc,工具,库
cyrus-sasl,库,服务
uid_wrapper,库,工具
bpftool,工具,库
disomaster,工具,库
numatop,工具,库
hdparm,工具,库
fdo-rendezvous-server,工具,服务
python3-langtable,库,工具
convmv,工具,库
opencryptoki,库,服务
evolution-pst,工具,服务
istack-commons,库,工具
libreoffice-langpack-fa,库,工具
python3-ldap,库,工具
maven-remote-resources-plugin-javadoc,工具,库
gstreamer1-plugins-good-gtk,库,工具
qrencode,工具,库
pmdk-convert,工具,库
mingw64-libpng,库,工具
xmvn-javadoc,库,服务
whois-nls,工具,服务
stalld,服务,工具
docbook2X,工具,库
cracklib-dicts,库,工具
icoutils,工具,库
helm-bash-completion,服务,库
libubsan,库,服务
plexus-archiver,库,工具
mingw32-cpp,工具,库
gnome-bluetooth-libs,服务,库
lftp-scripts,工具,库
samba-winbind-modules,服务,库
flite,工具,库
python3-hwdata,库,服务
opa-libopamgt,工具,库
grafana-pcp,服务,工具
glusterfs-client-xlators,工具,服务
clang-analyzer,工具,库
tcpdump,工具,服务
maven-file-management-javadoc,工具,库
plexus-interactivity-api,库,工具
antlr-manual,库,服务
postgresql-pltcl,服务,工具
libkadm5,库,服务
dbus-tools,工具,服务
i2c-tools,工具,服务
qt5-qtquickcontrols2-examples,库,工具
nautilus-extensions,工具,库
xml-commons-apis-manual,库,其它
kf5-kwayland,工具,库
hplip-gui,工具,服务
plexus-cli,库,工具
libreoffice-langpack-da,库,服务
gvfs,工具,服务
tlog,工具,服务
gfs2-utils,工具,服务
erofs-fuse,工具,服务
grep,工具,服务
cdparanoia,工具,库
python3-tkinter,库,工具
tengine,服务,工具
greenboot-default-health-checks,工具,服务
python39-py,库,工具
multilib-rpm-config,工具,服务
libreoffice-langpack-nb,库,工具
openssh-clients,工具,服务
imsettings-xim,工具,库
tracker,工具,库
kf5-kconfig,工具,服务
osbuild-composer,工具,服务
mingw32-pcre,库,工具
adobe-mappings-cmap,工具,其它
mingw64-cpp,工具,库
maven-resources-plugin-javadoc,工具,库
sos-audit,服务,工具
kf5-karchive,工具,库
libvirt-daemon-driver-secret,服务,库
ansible-pcp,工具,其它
pulseaudio-utils,工具,库
gcc-toolset-9-ltrace,工具,库
python38-numpy,库,工具
cmake-filesystem,工具,其它
kde-settings-pulseaudio,工具,服务
maven-doxia-javadoc,工具,库
espeak-ng,工具,库
libreoffice-langpack-nso,库,工具
podman-plugins,工具,服务
exchange-bmc-os-info,工具,服务
ghostscript-tools-fonts,工具,其它
xcb-util-cursor,库,工具
plexus-containers-component-metadata,库,工具
syslinux-nonlinux,工具,服务
pipewire-utils,工具,服务
arpwatch,工具,服务
python3-dnf-plugins-core,库,工具
qemu-kvm-common,工具,库
subversion-perl,库,工具
python3-azure-sdk,库,工具
javacc-javadoc,工具,库
maven-enforcer-javadoc,工具,库
aardvark-dns,服务,库
rpm-plugin-selinux,库,服务
git-email,工具,库
libreoffice-langpack-th,库,工具
llvm-toolset,工具,服务
qt5-qtserialport-examples,库,服务
WALinuxAgent-udev,工具,其它
rubygem-typeprof,库,服务
totem-nautilus,工具,服务
gcc-toolset-9-dyninst-testsuite,工具,库
libvirt-lock-sanlock,服务,库
mingw64-crt,工具,库
udisks2-lvm2,工具,库
accountsservice-libs,库,服务
python3-gssapi,库,服务
i2c-tools-perl,工具,库
xcb-util,库,工具
brltty-docs,库,服务
java-1.8.0-alibaba-dragonwell-src-slowdebug,库,服务
timedatex,服务,工具
libreoffice-langpack-gu,库,工具
dnf-data,工具,库
open-vm-tools-desktop,工具,库
selinux-policy-mls,工具,服务
php-pear,库,服务
ipa-healthcheck,工具,服务
policycoreutils,工具,服务
maven-dependency-tree-javadoc,工具,库
libqtxdg,库,工具
pcp-testsuite,库,服务
gcc-toolset-9-dyninst-static,工具,库
mtx,工具,库
sudo,工具,服务
gnupg2-smime,工具,库
potrace,工具,库
p11-kit-trust,工具,服务
qt5-qtlocation-examples,库,工具
mt-st,工具,服务
java-11-alibaba-dragonwell-src-slowdebug,库,服务
resource-agents-gcp,服务,工具
libblockdev-mdraid,库,服务
mailcap,工具,库
perl-XML-Twig,库,工具
postgresql-upgrade,服务,库
pkgconf,工具,库
python3-dnf-plugin-post-transaction-actions,库,工具
imsettings,工具,库
rubygem-psych,库,服务
dotnet-runtime-5.0,库,服务
criu,工具,库
python3-iscsi-initiator-utils,库,工具
pulseaudio-module-bluetooth,服务,库
tpm2-abrmd-selinux,工具,服务
kf5-kwidgetsaddons,工具,库
libreoffice-langpack-sr,库,工具
bind-license,服务,其它
pkgconf-m4,工具,服务
mingw32-filesystem,工具,库
abrt-addon-coredump-helper,工具,库
virt-top,工具,库
cyrus-sasl-scram,库,服务
ibus-kkc,工具,库
libreoffice-langpack-hi,库,工具
python3-psutil,库,工具
java-11-openjdk-slowdebug,库,工具
xdg-user-dirs,服务,工具
qt5-qttranslations,库,服务
volume_key-libs,工具,库
rubygem-bson,库,服务
libreoffice-langpack-ml,库,工具
iputils,工具,库
dtkgui,工具,库
prefixdevname,工具,服务
python3-freeradius,库,服务
cyrus-sasl-ntlm,库,服务
quota-nls,工具,服务
setools,工具,服务
crash-trace-command,工具,库
ipxe-bootimgs-x86,服务,其它
targetcli,工具,服务
java-1.8.0-openjdk-fastdebug,库,工具
libreoffice-langpack-st,库,工具
dconf-editor,工具,服务
python39-chardet,库,工具
slf4j-log4j12,库,工具
imsettings-gsettings,工具,服务
java-11-openjdk-javadoc-zip,库,工具
libtirpc,库,服务
sssd-nfs-idmap,服务,库
xmvn-bisect,库,工具
maven-invoker-plugin-javadoc,工具,库
java-11-alibaba-dragonwell-src,库,服务
python3-unittest2,库,工具
usermode,工具,库
redhat-lsb-submod-multimedia,工具,服务
systemtap-runtime-virthost,工具,服务
selinux-policy,工具,服务
brltty-espeak-ng,库,服务
liblsan,库,服务
libtsan,库,服务
rpm-ostree,工具,库
sane-frontends,工具,库
perf,工具,服务
python3-abrt,库,工具
geoclue2-libs,库,服务
maven-common-artifact-filters-javadoc,工具,库
eclipse-jdt,工具,库
rsync,工具,库
dyninst,工具,库
gettext,工具,库
python3-distro,库,工具
samba-common-libs,库,服务
cifs-utils,工具,服务
maven-reporting-api-javadoc,工具,库
oceanbase-ce,服务,库
osbuild-selinux,工具,服务
evince,工具,库
audit,工具,服务
transfig,工具,服务
at,工具,库
python3-jinja2,库,工具
maven-source-plugin-javadoc,工具,库
rsync-daemon,服务,工具
ntsysv,工具,库
libserf,库,工具
sgpio,工具,库
onboard-data,工具,库
java-1.8.0-openjdk-slowdebug,库,工具
java-17-openjdk-headless,库,服务
rpm-libs,库,工具
dde-calendar,服务,工具
xorg-x11-xinit-session,服务,其它
sisu-plexus,库,工具
perl-IO-Zlib,库,工具
autotrace,工具,库
qt5-qttools-static,库,工具
php-dbg,库,服务
google-guice,库,服务
cldr-emoji-annotation,工具,其它
libssh,库,服务
