name,y_true,y_predict
gcc-toolset-9-binutils,系统,核心
netcf,系统,应用
assertj-core,应用,系统
perl-Locale-Codes,系统,核心
qemu-kvm-common,系统,应用
libxmlb,应用,系统
abrt-plugin-sosreport,应用,系统
hostname,系统,核心
rsyslog-gssapi,系统,应用
re2,应用,系统
gsound,应用,系统
texlive-lm-math,应用,其它
texlive-latex-fonts,应用,其它
powermock-api-easymock,应用,核心
libgnomekbd,应用,核心
source-highlight,应用,核心
rsyslog-omamqp1,系统,应用
qatlib,系统,应用
xmvn-bisect,应用,核心
gcc-toolset-11-gcc,系统,应用
libblockdev-lvm-dbus,系统,应用
enca,应用,系统
rsyslog-snmp,系统,应用
texlive-mfnfss,应用,其它
libusal,应用,核心
texlive-varwidth,应用,系统
quota-nld,系统,核心
tracker-miners,应用,核心
ocaml-srpm-macros,应用,系统
perl-ExtUtils-Manifest,系统,应用
graphite2,应用,其它
python3-hivex,应用,系统
systemtap-client,系统,应用
gnome-shell-extension-dash-to-panel,应用,核心
libXau,应用,系统
pgaudit,应用,系统
compiler-rt,系统,核心
openbox-libs,应用,核心
systemtap-runtime-virtguest,系统,应用
httpcomponents-client-cache,应用,系统
php-pecl-xdebug,应用,系统
samba-pidl,应用,其它
postgresql-test-rpm-macros,应用,系统
podman-catatonit,应用,系统
selinux-policy,系统,应用
texlive-kerkis,应用,其它
php-mysqlnd,应用,核心
mingw64-pkg-config,应用,系统
texlive-bera,应用,其它
mimetic,应用,系统
p11-kit-server,系统,核心
kernel-cross-headers,其它,核心
libfontenc,系统,应用
ipa-server-dns,系统,应用
rust-std-static-wasm32-unknown-unknown,系统,应用
dpa-ext-gnomekeyring,应用,核心
unrar,应用,核心
texlive-ifluatex,应用,核心
libxslt,应用,核心
libndp,应用,核心
dracut,核心,系统
pcp-import-iostat2pcp,系统,应用
sssd-krb5-common,系统,应用
opencv,应用,核心
ant-contrib,应用,系统
libsysfs,系统,核心
perl-Unicode-Collate,系统,应用
protobuf-lite,应用,系统
scap-security-guide,应用,系统
infiniband-diags,系统,核心
babl-devel-docs,应用,核心
libubsan,系统,核心
protobuf,应用,系统
boost-mpich-python3,应用,系统
texlive-xetexfontinfo,应用,其它
gcc-gfortran,系统,应用
gcc-toolset-10-dwz,系统,核心
nss-sysinit,系统,核心
nodejs-nodemon,应用,系统
perl-fields,系统,应用
liblsan,系统,核心
krb5-libs,系统,核心
rubygem-psych,应用,系统
perl-FileHandle,系统,应用
gcc-toolset-10-dyninst,应用,系统
texlive-placeins,应用,系统
clang-analyzer,系统,应用
libipt,系统,核心
python3-reportlab,系统,应用
bind-utils,系统,核心
texlive-tex-gyre,应用,其它
atlas,系统,核心
libcurl,系统,核心
perl-Unicode-LineBreak,系统,应用
hawtjni-runtime,应用,系统
pacemaker-cli,系统,应用
frei0r-plugins,应用,系统
maven-invoker,应用,系统
rubygem-rspec-expectations,应用,系统
pygtk2,应用,系统
perl-Params-Util,系统,应用
python3-pytoml,系统,应用
mod_intercept_form_submit,应用,系统
pcp-zeroconf,系统,应用
mingw32-openssl,应用,核心
texlive-preprint,应用,系统
target-restore,系统,核心
dnf-plugins-core,系统,核心
java-17-openjdk-static-libs-fastdebug,应用,核心
python3-samba,应用,核心
texlive-was,应用,其它
samba-winbind-modules,应用,核心
libvirt-glib,系统,应用
flatpak-builder,应用,系统
felix-osgi-foundation-javadoc,应用,核心
libpipeline,应用,系统
libnl3-cli,系统,核心
tftp,应用,系统
gnome-desktop3,应用,核心
abrt-desktop,应用,其它
libblockdev-vdo,系统,应用
libgfortran,系统,核心
rsyslog-openssl,系统,核心
samba-libs,应用,核心
genwqe-vpd,应用,核心
keyutils,系统,核心
mailcap,应用,核心
httpd-tools,应用,核心
libgxim,应用,核心
libv4l,应用,系统
gcc-toolset-9-libstdc++-docs,系统,应用
qperf,系统,应用
texlive-pst-slpe,应用,系统
libnl3,系统,核心
bison,系统,应用
dnf,系统,应用
munge-maven-plugin,应用,系统
rls,系统,应用
xmvn-install,应用,核心
splix,系统,应用
perl-DBI,系统,应用
alsa-plugins-vdownmix,系统,应用
libsecret,应用,核心
libvirt-daemon,系统,核心
glusterfs,应用,核心
xapian-core-libs,应用,核心
texlive-l3experimental,应用,核心
numactl-libs,系统,核心
gcc,系统,其它
mdadm,系统,核心
pg_repack,应用,系统
cups-ipptool,应用,系统
osbuild-selinux,系统,核心
gnome-shell-extension-systemMonitor,应用,核心
freerdp-libs,应用,核心
celt051,应用,核心
perl-mro,系统,应用
libgovirt,应用,系统
gcc-gdb-plugin,系统,应用
texlive-euler,应用,其它
libvoikko,应用,核心
nvmetcli,系统,核心
libtdb,应用,核心
dhcp-server,系统,应用
nftables,系统,应用
bind-pkcs11-utils,系统,核心
mingw64-termcap,应用,核心
keentune-brain,系统,应用
texlive-textcase,应用,系统
texlive-pst-text,应用,核心
device-mapper,系统,应用
kmod-kvdo,核心,其它
osbuild-luks2,系统,核心
pcp-libs,系统,应用
setools-console-analyses,系统,应用
bluez-obexd,系统,应用
dotnet5.0-build-reference-packages,应用,核心
gcc-toolset-11-binutils,系统,核心
ptscotch-mpich,应用,核心
ocaml-hivex,应用,核心
boost-numpy3,应用,系统
perl-Text-WrapI18N,系统,应用
maven-remote-resources-plugin,应用,系统
texlive-pslatex,应用,其它
python-nose-docs,系统,应用
texlive-float,应用,核心
gcc-toolset-11-annobin-docs,系统,核心
python3-sphinx-theme-alabaster,系统,应用
virt-v2v,应用,系统
openjade,应用,核心
mokutil,应用,核心
rubygem-diff-lcs,应用,系统
NetworkManager-wwan,系统,应用
libgudev,系统,应用
boost,应用,核心
krb5-workstation,系统,核心
linuxptp,系统,应用
stress-ng,应用,其它
gnome-shell-extension-top-icons,应用,核心
libpciaccess,系统,核心
libkcapi,系统,核心
socat,系统,应用
opencv-core,应用,核心
gcc-toolset-10,系统,核心
texlive-filehook,应用,核心
rubygem-typeprof,应用,系统
texlive-microtype,应用,其它
ocaml-compiler-libs,应用,核心
texlive-norasi-c90,应用,其它
python-podman-api,系统,应用
texlive-garuda-c90,应用,其它
rsyslog-mmjsonparse,系统,应用
imsettings-libs,应用,核心
mozjs52,系统,应用
libvirt-daemon-driver-network,系统,应用
iniparser,应用,核心
texlive-eso-pic,应用,系统
gcc-toolset-10-toolchain,系统,应用
libblockdev-fs,系统,核心
subversion-libs,应用,核心
texlive-pst-node,应用,系统
texlive-euenc,应用,其它
texlive-carlisle,应用,其它
jakarta-commons-httpclient,应用,系统
systemtap,系统,应用
perl-DBD-SQLite,系统,应用
iprutils,系统,核心
opencryptoki-swtok,应用,核心
texlive-sauerj,应用,核心
texlive-pst-plot,应用,系统
selinux-policy-targeted,系统,应用
libinput,系统,核心
lockdev,系统,应用
devhelp-libs,应用,核心
gimp-libs,应用,核心
rpmlint,应用,核心
edk2-ovmf,应用,其它
pidgin,应用,系统
libnfnetlink,系统,核心
python3-libsemanage,系统,核心
texlive-trimspaces,应用,系统
texlive-ms,应用,其它
texlive-fancybox,应用,核心
gcc-toolset-11-systemtap-client,系统,应用
webrtc-audio-processing,应用,核心
iptables-utils,系统,核心
texlive-tabu,应用,核心
openscap-python3,应用,系统
texlive-ec,应用,其它
texinfo,核心,应用
xcb-util,应用,系统
gnome-shell-extension-window-grouper,应用,系统
rsyslog-relp,系统,应用
perl-Software-License,系统,其它
pcp-pmda-mic,系统,核心
c-ares,应用,系统
gcc-toolset-10-elfutils-libs,系统,核心
opencryptoki-tpmtok,应用,核心
shared-mime-info,应用,核心
libmetalink,应用,核心
gcc-toolset-9-annobin,系统,应用
cups-libs,应用,其它
gvfs-mtp,系统,应用
texlive-helvetic,应用,其它
python3-httplib2,系统,应用
pcs-snmp,系统,应用
bind,系统,应用
libvirt-gobject,系统,应用
cmake-filesystem,应用,核心
texlive-wrapfig,应用,系统
plymouth-plugin-throbgress,系统,应用
libcdio,系统,应用
perl-Pod-Checker,系统,应用
NetworkManager-adsl,系统,应用
libupnp,系统,应用
lld,核心,应用
python38-pip-wheel,系统,应用
gnome-software,应用,核心
NetworkManager-ppp,系统,核心
createrepo_c-libs,应用,系统
libvirt-nss,系统,应用
gcc-toolset-11-build,系统,应用
gnome-online-miners,应用,核心
java-11-openjdk-static-libs-slowdebug,应用,核心
libpng15,系统,核心
nmstate-libs,系统,应用
pacemaker-remote,系统,应用
bluez-cups,系统,应用
crash,应用,核心
java-11-openjdk-static-libs-fastdebug,应用,核心
deepin-manual,应用,系统
python3-dnf-plugin-modulesync,系统,核心
cal10n,应用,核心
cracklib-dicts,系统,核心
maven-hawtjni-plugin,应用,系统
xz-lzma-compat,核心,应用
texlive-ptext,应用,其它
xz-libs,核心,应用
plymouth,系统,应用
mpv-libs,应用,核心
osbuild-ostree,系统,核心
hwinfo,系统,核心
compat-libpthread-nonshared,核心,系统
libcdio-paranoia,系统,应用
gnome-shell-extension-windowsNavigator,应用,核心
xsettingsd,应用,系统
rest,应用,系统
texlive-tex-gyre-math,应用,其它
gcc-toolset-9-build,系统,应用
scl-utils,系统,应用
perl-HTML-Tree,系统,应用
realmd,应用,核心
sg3_utils,系统,核心
texlive-fontwrap,应用,其它
anolis-repos,核心,应用
gnome-shell-extension-dash-to-dock,应用,核心
libibumad,系统,应用
libmaxminddb,应用,核心
qtchooser,应用,系统
perl-Term-Cap,系统,应用
texlive-algorithms,应用,核心
libreport-cli,应用,核心
powermock-api-support,应用,核心
texlive-wasysym,应用,其它
libasan6,应用,核心
texlive-filecontents,应用,核心
texlive-charter,应用,其它
texlive-appendix,应用,核心
texlive-knuth-lib,应用,其它
texlive-chngcntr,应用,系统
texlive-amsfonts,应用,其它
dvd+rw-tools,应用,核心
libzmf,应用,核心
resteasy,应用,核心
anolis-gpg-keys,核心,应用
appstream-data,应用,核心
texlive-pst-tools,应用,核心
gcc-toolset-10-gcc-c++,系统,应用
avahi-compat-howl,应用,核心
fcoe-utils,系统,应用
texlive-ncntrsbk,应用,其它
libpmemlog,系统,核心
perl-MIME-Charset,系统,核心
iputils,核心,应用
directory-maven-plugin,应用,系统
pcp-import-sar2pcp,系统,应用
selinux-policy-minimum,系统,应用
osgi-core-javadoc,应用,核心
cmake-data,应用,系统
maven-filtering,应用,系统
f32-backgrounds-extras-mate,应用,其它
ipa-selinux,系统,应用
texlive-fontspec,应用,其它
exiv2,应用,系统
deepin-anything-server,应用,其它
evince-libs,应用,核心
texlive-unicode-data,应用,其它
krb5-server,系统,核心
python2-scour,系统,应用
vim-common,系统,核心
texlive-ae,应用,其它
texlive-listings,应用,系统
qatengine,系统,应用
libpmem,系统,应用
qt5-qdbusviewer,应用,系统
perl-Math-BigInt,系统,应用
texlive-sansmath,应用,其它
texlive-xkeyval,应用,核心
swig,应用,核心
python3-configshell,系统,应用
startup-notification,应用,核心
perl-libintl-perl,系统,核心
apache-commons-exec,应用,核心
amanda-libs,应用,核心
libecap,应用,系统
nm-connection-editor,系统,应用
texlive-eurosym,应用,其它
libreport-plugin-ureport,应用,系统
flac-libs,应用,核心
httpcomponents-project,应用,系统
rubygem-rspec-support,应用,核心
libyami,应用,核心
keentune-bench,系统,应用
autofs,应用,系统
openblas-Rblas,应用,核心
dbxtool,系统,其它
flatpak-libs,应用,核心
plymouth-core-libs,系统,核心
gcc-toolset-11-gcc-gfortran,系统,应用
rust-lldb,系统,应用
texlive-l3packages,应用,核心
gvfs-smb,系统,应用
malaga,应用,核心
tpm2-abrmd,系统,核心
texlive-l3kernel,应用,核心
texlive-xetex-tibetan,应用,其它
texlive-breqn,应用,系统
texlive-pst-tree,应用,核心
liblognorm,应用,系统
audit-libs,核心,应用
libzstd,系统,应用
pinentry-gtk,应用,核心
libunicap,应用,系统
grub2-common,核心,应用
libvirt-daemon-driver-storage-scsi,系统,应用
clufter-lib-general,系统,核心
libsmbios,系统,核心
farstream02,应用,核心
aqute-bnd,应用,系统
tpm-tools-pkcs11,系统,核心
texlive-zapfchan,应用,其它
python3-libvoikko,应用,系统
texlive-fancyref,应用,核心
rust,系统,应用
gnome-shell-extension-common,应用,核心
python3-openipmi,系统,核心
pcp-export-pcp2graphite,系统,应用
gnome-shell-extension-updates-dialog,应用,核心
telnet,系统,应用
lz4-libs,核心,应用
rshim,系统,应用
dhcp-relay,系统,应用
libgdither,应用,核心
texlive-wasy,应用,其它
xcb-util-image,应用,系统
ksc,系统,应用
biosdevname,系统,核心
sane-backends-libs,应用,核心
xcb-util-wm,应用,系统
perl-File-BaseDir,系统,核心
gcr,应用,核心
xmvn-subst,应用,核心
perl-HTML-Parser,系统,应用
boost-openmpi-python3,应用,系统
tuned-utils-systemtap,应用,系统
php-ffi,应用,系统
perl-Net,系统,应用
python39-pip-wheel,系统,应用
istack-commons-runtime,应用,核心
python3-botocore,系统,应用
libmwaw,应用,核心
protobuf-compiler,应用,其它
libiscsi-utils,系统,应用
twolame-libs,应用,核心
ppp,系统,核心
texlive-sepnum,应用,系统
swig-gdb,应用,核心
gcc-toolset-11-gcc-c++,系统,应用
omping,应用,核心
qatzip-libs,系统,核心
perl-SNMP_Session,系统,应用
libmemcached-libs,应用,核心
texlive-anyfontsize,应用,其它
gcc-toolset-11-runtime,系统,核心
gcc-toolset-9-systemtap,系统,应用
systemtap-runtime-java,系统,应用
libtasn1-tools,应用,核心
lttng-ust,应用,核心
maven-dependency-plugin,应用,系统
perl-Date-Calc,系统,其它
netcf-libs,系统,应用
boom-boot,系统,核心
texlive-luatexbase,应用,核心
libserf,应用,系统
xmlstreambuffer,应用,系统
libnftnl,系统,应用
mozjs60,系统,应用
libreoffice-filters,应用,系统
plymouth-plugin-script,系统,应用
texlive-mathpazo,应用,其它
gcc-toolset-10-elfutils-libelf,系统,应用
ModemManager-glib,应用,核心
sshpass,系统,应用
texlive-fonts-tlwg,应用,其它
yelp-libs,应用,核心
python3-brlapi,应用,系统
libreport,应用,核心
net-snmp,应用,核心
dhcp-client,系统,应用
pygobject2-codegen,系统,应用
criu-libs,应用,核心
maven-source-plugin,应用,系统
gcc-toolset-11-elfutils,系统,核心
texlive-rcs,应用,系统
iwpmd,系统,核心
paps-libs,应用,核心
emacs-filesystem,应用,核心
libdwarf,系统,核心
sssd,系统,核心
matchbox-window-manager,应用,其它
openblas,应用,核心
system-storage-manager,系统,应用
texlive-fontbook,应用,其它
rsyslog-mmkubernetes,系统,核心
deepin-turbo,应用,核心
gcc-toolset-11-systemtap-initscript,系统,应用
brltty-docs,应用,核心
python3-pluggy,系统,应用
gcc-toolset-11-libstdc++-docs,系统,应用
gcc-toolset-11-gdb,系统,应用
gcc-toolset-10-gdb-gdbserver,系统,应用
lua-socket,应用,核心
pcre,系统,核心
bluez,系统,核心
texlive-extsizes,应用,其它
libdap,应用,核心
minizip1.2,应用,核心
gom,应用,系统
ndctl,系统,核心
libgpod,应用,核心
nautilus-extensions,应用,核心
texlive-pst-arrow,应用,核心
libnotify,应用,核心
libnetfilter_cthelper,系统,核心
pki-tools,应用,核心
diffutils,系统,应用
sos,应用,系统
mcpp,应用,系统
libdrm,系统,应用
texlive-fontawesome,应用,其它
gcc-toolset-10-systemtap,系统,应用
clevis,系统,应用
abrt-console-notification,应用,系统
gcc-toolset-10-systemtap-initscript,系统,应用
texlive-koma-script,应用,其它
libXres,应用,系统
texlive-pst-math,应用,系统
libpmemobj,系统,应用
perl-Hash-Util,系统,应用
papi-libs,应用,核心
libsss_sudo,系统,应用
WALinuxAgent,系统,应用
php-snmp,应用,系统
sssd-common-pac,系统,应用
cairo,系统,应用
libertas-usb8388-olpc-firmware,其它,应用
sqlite-libs,系统,核心
texlive-xepersian,应用,其它
perl-Data-UUID,系统,核心
python3-osbuild,系统,应用
libsolv-tools,系统,应用
389-ds-base-libs,系统,核心
git-clang-format,系统,应用
libhbaapi,应用,核心
texlive-capt-of,应用,系统
abrt-addon-xorg,应用,系统
bpftrace,应用,系统
gcc-toolset-9-gdb,系统,应用
iscsi-initiator-utils-iscsiuio,系统,应用
glassfish-jsp-api,应用,核心
tinycdb,应用,核心
policycoreutils-python-utils,系统,应用
libnetfilter_queue,系统,核心
alsa-lib,系统,核心
libblockdev-crypto,系统,应用
clevis-luks,系统,应用
perl-Params-Check,系统,应用
libpgtypes,应用,系统
python2-pip-wheel,系统,应用
maven-enforcer-api,应用,系统
rsyslog-kafka,系统,应用
volume_key,系统,应用
uid_wrapper,应用,系统
criu,应用,核心
libudisks2,应用,核心
lshw,应用,核心
keentuned,系统,应用
fapolicyd,应用,系统
texlive-currfile,应用,核心
texlive-subfigure,应用,核心
kernel,其它,核心
libblockdev-nvdimm,系统,应用
texlive-mflogo-font,应用,其它
librdmacm,系统,应用
libpng12,系统,核心
motif,应用,核心
woff2,应用,其它
libcdr,应用,核心
sblim-sfcCommon,应用,核心
rubygem-rexml,应用,系统
prometheus-jmx-exporter,应用,系统
texlive-tipa,应用,其它
nfs-utils,系统,核心
libkadm5,系统,应用
NetworkManager-team,系统,应用
hypervfcopyd,系统,核心
gcc-toolset-10-gcc-gdb-plugin,系统,应用
os-maven-plugin,应用,系统
mod_lookup_identity,应用,系统
fwupdate,系统,核心
gnome-shell-extension-heads-up-display,应用,核心
fuse-overlayfs,系统,应用
pcp-export-pcp2json,系统,应用
readline,核心,应用
pigz,应用,核心
qemu-guest-agent,系统,应用
gcc-toolset-11-libgccjit-docs,系统,应用
libtevent,应用,核心
libquadmath,系统,核心
apache-commons-io,应用,核心
libid3tag,应用,核心
gnome-shell-extension-disable-screenshield,应用,核心
dotnet,应用,核心
mstflint,系统,应用
anolis-release,核心,应用
m17n-lib,应用,核心
kf5-kded,应用,系统
nbdkit-tmpdisk-plugin,系统,应用
netpbm,应用,核心
texlive-mnsymbol,应用,其它
texlive-geometry,应用,其它
llvm-libs,系统,应用
fftw-libs,应用,核心
curl,系统,核心
abrt-plugin-machine-id,应用,系统
libvirt-dbus,系统,应用
authselect-libs,系统,核心
texlive-threeparttable,应用,系统
python3-pip-wheel,系统,应用
mingw64-zlib-static,应用,核心
maven-shade-plugin,应用,系统
libpeas-loader-python3,应用,系统
sssd-client,系统,应用
libinput-utils,系统,核心
libblockdev-mpath,系统,应用
gcc-toolset-11-perftools,系统,应用
NetworkManager-wifi,系统,应用
perl-Unicode-Normalize,系统,应用
texlive-psnfss,应用,其它
slf4j,应用,系统
libpmempool,系统,应用
perl-bignum,系统,应用
libvncserver,应用,系统
libgomp-offload-nvptx,系统,核心
dbus-daemon,其它,应用
openscap,应用,核心
gcc-toolset-10-gdb,系统,应用
pki-kra,应用,核心
deepin-anything-libs,应用,其它
gcc-toolset-11-gcc-gdb-plugin,系统,应用
xerces-c,应用,系统
deepin-pw-check,应用,核心
texlive-bibtopic,应用,系统
php-odbc,应用,系统
perl-utils,系统,核心
gsl,应用,核心
libnbd-bash-completion,应用,系统
python3-werkzeug,系统,核心
istack-commons-tools,应用,核心
maven-plugin-plugin,应用,系统
gcc-toolset-11-toolchain,系统,应用
texlive-ucharclasses,应用,其它
osgi-compendium,应用,核心
texlive-ctable,应用,系统
smc-tools,系统,核心
deepin-wallpapers,应用,其它
mingw32-bzip2,应用,核心
texlive-wadalab,应用,其它
brasero-libs,应用,核心
alsa-plugins-samplerate,系统,应用
powermock-reflect,应用,核心
python3-varlink,系统,应用
keyutils-libs,系统,核心
texlive-lettrine,应用,其它
libgee,应用,系统
libblockdev-kbd,系统,应用
perl-Math-BigRat,系统,应用
texlive-hyph-utf8,应用,其它
libmusicbrainz5,应用,系统
gcc-toolset-10-build,系统,应用
sysfsutils,系统,核心
libvirt-daemon-config-nwfilter,系统,应用
python3-lesscpy,系统,应用
pulseaudio-module-x11,系统,应用
mingw64-bzip2,应用,核心
librdmacm-utils,系统,应用
parted,系统,核心
rmt,应用,核心
perl-Unicode-EastAsianWidth,系统,其它
http-parser,应用,系统
texlive-rsfs,应用,其它
nss-softokn,系统,应用
mysql-errmsg,应用,核心
texlive-lm,应用,其它
uchardet,应用,核心
libertas-sd8787-firmware,其它,应用
gnome-settings-daemon,应用,核心
mdevctl,系统,应用
gcc-toolset-9-systemtap-client,系统,应用
perl-Bit-Vector,系统,应用
subversion-javahl,应用,核心
perl-Sys-CPU,系统,核心
libieee1284,系统,应用
rust-std-static-wasm32-wasi,系统,应用
samba-test-libs,应用,核心
gcc-toolset-11-elfutils-libelf,系统,应用
texlive-uhc,应用,其它
policycoreutils-restorecond,系统,核心
gnome-shell-extension-auto-move-windows,应用,核心
certmonger,应用,系统
ps_mem,应用,核心
syslinux,核心,应用
libguestfs-tools,系统,应用
mod_authnz_pam,应用,系统
clevis-udisks2,系统,应用
ruby-irb,应用,核心
ocaml-cppo,应用,系统
libcgroup-tools,系统,核心
libuninameslist,应用,其它
speech-dispatcher,应用,系统
perl-Net-SMTP-SSL,系统,应用
pcp-gui,系统,应用
mcelog,系统,核心
gnome-shell-extension-launch-new-instance,应用,系统
libertas-sd8686-firmware,其它,应用
elfutils-libelf,核心,应用
texlive-t2,应用,其它
fence-agents-all,应用,系统
texlive-pst-eps,应用,系统
rubygem-io-console,应用,核心
gdb-headless,系统,应用
ypserv,系统,核心
libblockdev-utils,系统,核心
python3-linux-procfs,系统,核心
texlive-cm-lgc,应用,其它
opa-address-resolution,应用,核心
volume_key-libs,系统,核心
perl-Math-Complex,系统,应用
gnome-backgrounds-extras,应用,其它
ima-evm-utils,系统,核心
texlive-enumitem,应用,系统
sbd,应用,系统
adcli,应用,核心
tpm2-tss,系统,核心
bind-pkcs11,系统,应用
perl-Text-Unidecode,系统,其它
powermock-core,应用,核心
libproxy,应用,系统
mingw64-openssl,应用,核心
giflib,应用,核心
lorax-composer,系统,应用
liblockfile,应用,系统
f32-backgrounds-extras-gnome,应用,其它
sevctl,系统,应用
pinentry-gnome3,应用,核心
gcc-toolset-11,系统,核心
texlive-luaotfload,应用,其它
cups-client,应用,其它
liblangtag,应用,核心
libidn,系统,应用
libnma,应用,核心
rubygem-rss,应用,核心
perl-DateTime-TimeZone-Tzfile,系统,应用
