idx,name,y_true,y_predict,feature
47,apache-commons-collections,其它,工具,accelerate access adapter apis array certain class closure collection commons component container core create custom data development easy effective enumeration fast feature fulfill hole implementation interface intersection jakarta java leave lists maps method need object package powerful programming property provides purpose quick ready reduce set significantly special strive structure style sun test theory typical union utility
49,apache-commons-io,其它,库,assist class commons contains develop endian file filter functionality implementation io library stream utilities utility
52,apache-commons-logging,其它,服务,abstraction addition allow apache basic choose commons component developer difference heavily implementation influence interface log log4j logging mean minimize number org orient package particular provide runtime simple small standalone user want wrapper
54,appstream-data,库,其它,appstream center distribution gnome metadata package provide require software specific
55,apr,库,服务,apache data form free include layer library mission operate os portability portable possible provide routine runtime structure win32
57,arpwatch,工具,服务,address automatically build certain change contain database device email ethernet fddi install ip monitor monitoring need network package pair report tool track traffic utility
60,aspell-en,工具,库,aspell british canadian dictionaries dictionary english following list provides word
61,at,工具,服务,allows batch command control crontab drop execute file input install instead level load need note oriented package particular read recur shell specify standard time tool user utility
64,atk,库,工具,accessibility alternative application device graphical input interface interfaces library magnifier provide reader screen support tool toolkit toolkits user
66,atlas,工具,库,algebra apply architecture automatically base binary blas bridge build compile compromise configuration contain cpus customized documentation efficient effort good hardware implementation improvement information interface ivy lapack largely libraries library linear make necessarily necessary obtain ongoing optimal optimization order package performance portable portably present project provide research routine software source specific technique tend time tuned variety x86_64
68,audit,工具,服务,application audit auditing binding configure contain database directory dispatcher dynamic event facility forward framework generate happen incoming interface kernel later library libs like linux machine management need os package plugin plugins provide python3 real record relay remote search server service space store subsystem thing time tool user utility
70,authselect,工具,服务,administrator approach authentication build case command common configuration configure configures design different ends feature file identity instead library line obsolete package potential potentially profile replacement ship solve source stack support test time tool use utility
72,autoconf-archive,库,其它,archive autoconf cause collection contribute free friendly internet macro software
74,autogen,工具,库,automated base command consist document eliminate hassle library line nearly option parser parsing powerful process template time
79,babel,工具,库,access application babel build catalog cldr common compose data date display formatting gettext interface internationalize library locale localize major message number provide python repository tool various work
85,bash,工具,库,bash bourne command compatible feature incorporate interpreter korn language modification script shell useful
86,bash-completion,工具,其它,advantage bash collection completion feature function programmable shell
88,bcc,工具,其它,analysis berkeley binding collection command compiler control create easy ebpf efficient ends example extend feature filters include instrumentation kernel know line linux llvm make manipulation network packet performance program python python3 suit task tool toolkit trace traffic useful wrapper write
92,biosdevname,工具,服务,argument bios chassis device directly form given helper kernel label necessary return simple udev
93,bison,库,工具,able available binary bison calculator change compatible complex contain context convert correctly depend description desk develop development ensure file free general generate generated generator grammar information install internationalization know lalr language manual need package packages parse parser program programming purpose range runtime section simple support trouble wide work write yacc
94,bitmap-fonts,其它,工具,anaconda bitmap cjk compatibility contain convert design encode family file font fonts instal intend location meta native number package provide select selected terminal xorg
96,bluez,工具,服务,adapter application automatically bluetooth button called configuration connect contact contain content daemon device example exchange file function include instal install keyboard libraries like make manual mobile mode mouse need note object package pair phone proxying regular require rule script share ship start support switch udev utilities utility want wire work
98,bogofilter,工具,库,algorithm analysis anti berkeley bogofilter check code design directly email fast filter filtering good include indicate input list mail message mode normal operation process production return site spam speed standard statistical status text tune word
101,boost,库,工具,03 11 additional advanced allow answer application atomic base boost box buffer callback class code command compiler comply component concept configurable configuration conforming constraint container context conventional coordinate copy core coroutine data date define developer diagnostics directory draft easy emphasis entry establish execution exist expression extend extension facility feature file filesystem filter flexible framework free function functionality functions future generalize generic graph handling highly hope implement implementation include inclusion individual interface known language late library line little locale localization log logging long make manage mandate manipulate math memory method micro multiple obtain offer operate operation option order pair path peer persistence point portable portably portion practice preprocessor present program programming propose provide public query question random range reference regular require resume run runtime schedule sense separate serialization signal significantly single slot sort source specific standard standards stream style subroutine suitable support suspend switch synchronize template thread threads time timer tool type unicode useful user userland utility value variable wave wide work
102,booth,工具,服务,authorize cluster clusters core distribute executables facilitate file locate location manage manager multi pacemaker resource site support
103,bpftrace,工具,其它,available backend berkeley bpf bpftrace bytecode capability compile dynamic ebpf enhance exist filter high inspire interact kernel language level linux llvm make packet predecessor recent script systemtap trace tracer tracing user
104,brasero,工具,库,application burn cd contain desktop dvd easy extension gnome libraries library libs nautilus package runtime share simple
106,brltty,工具,库,access application background bind binding braille brltty complete console daemon directly display documentation dracut drive driver espeak functionality install interface java linux mode module ng package person process programming provide python review run screen support text time unix
108,bubblewrap,库,服务,bin binary container core engine execution kernel namespaces tool unprivileged user usr work
114,ca-certificates,工具,服务,bundle certificate choose contain foundation internet mozilla package root
116,cairo,库,工具,acceleration advantage available binding buffer cairo consistent contain currently design display file functionality gnome gobject graphic hardware high image include integrate library make medium memory object output package postscript print produce provide quality support target window
119,cdrdao,工具,库,allow area audio base cd complete content control description disc disk lead length mode pause pre record recording rs single step textual track write writes
123,certmonger,工具,服务,authority certificate client concern enrol enrollment monitor primarily service status
124,chan,工具,库,available buffer channel implementation pure
126,checkpolicy,工具,库,access architectural base based building checkpolicy compiler component concept contain control design develop enforcement enhanced feature flask functionality general improve include kernel kind level linux mandatory multi number operating originally package policy provide require role security selinux support type utility
127,cheese,工具,服务,application apply capture contain display effect fancy gnome graphical inspired interface library movie need package picture video want widget
129,chrome-gnome-shell,工具,其它,browser capable connector corresponding extension extensions firefox gnome google host http integration manage messaging native org provide repository shell support
131,chrpath,工具,库,allow compile compiled currently dynamic library load modify path program remove support
132,cifs-utils,工具,其它,able allow authentication automatically cifs client conjunction contain credential deploy establish file filesystem kernel keyring krb5 linux login machine manage microsoft module mount need ntlm option package password protocol provide purpose session share smb standard support tool user username utilities widely windows work
137,clevis,工具,库,allow automate automated automatic automatically basic bind block boot bound building commonly data decryption desktop device directly dracut early enable encrypt encryption environment example framework gnome integration like luks occur package policy provide require root sophisticated support systemd udisks2 unlocking users volume
138,cloud-init,其它,服务,cloud init initialization install instance need retrieve script special user various
140,clufter,工具,服务,additional agnostic arch built capable cluster command common compiled configuration contain conversion corosync data experimental extra file filter format framework generic include interface internal internally library line offer overall pacemaker package plugin plugins primarily process product python3 reusable rgmanager rhel serve specific stack step target tool trend underlying unused usable variety xslt
141,clutter,库,服务,application center clutter create example fast graphical hope interface library medium obvious open potential rich software source type usage user visually
142,clutter-gst2,库,其它,animated clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
143,clutter-gst3,库,其它,animated clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
145,cmake,工具,库,base choice cmake code common compilation compiler complex configuration contain control cross data directories directory environment file files generates generation gui independent instantiation macro make makefiles module native package platform possible preprocessor process quite require simple software sophisticated support template workspace
146,cockpit,库,服务,admin administer authenticate authentication base behalf bridge browser card certificate client cockpit command component configuration configure console contain dbus diagnostic enable freeipa gnu inspection instal interactive interface line linux listen network offer package report selinux server service session shell smart sssd troubleshoot user
147,cockpit-appstream,库,其它,add archive cockpit component create instal install integration interface load machine manage metric package packagekit read storage support udisks update user virt virtual
148,cockpit-composer,库,其它,cloud cockpit composer custom deploy frontend generate image integrate osbuild suitable upload
149,cockpit-session-recording,库,工具,allow cockpit component configuration generate journal module playback provide record recording session terminal tlog view
150,codemodel,库,其它,code codemodel compiler file generate generator java jaxb library nicer program project provide schema source spin
152,color-filesystem,库,其它,color directory filesystem layout package provide required store used
155,compat-libtiff3,库,其它,compatibility current file format image library libtiff manipulate package provide tagged tiff unable version
156,conntrack-tools,工具,服务,addition availability available cluster collect command connection conntrack contain currently daemon delete deploy dump establish event firewall gnu high highly inspect interact interface kernel line linux list maintain manipulate message monitor multiple netfilter newly package program search selection setup state statistic subsystem synchronize table tools track userspace using
162,corosync,库,服务,cluster contain corosync engine libraries library package
164,cpio,工具,服务,access archive ascii automatically binary byte collection compatible contain copy cpio create creates default different disk extract file following format information install kind machine magnetic manage need order owner permission pipe plus posix program read recognize support tape
165,cppcheck,工具,库,analysis code compiler detect error false goal normally positive primarily real static syntax tool type unlike zero
166,cppunit,工具,库,automatic base famous framework junit output port test testing unit
170,crash-ptdump-command,工具,库,buffer crash decode extension facility generate intel module processor retrieve trace utility
171,crash-trace-command,工具,库,command crash data dumpfile extension ftrace module read trace utility
177,cryptsetup,工具,服务,contain crypt disk encrypt encrypted encryption integrity kernel library luks module offline package protection share utility verification volume
180,culmus-fonts,其它,服务,common consist contain culmus display file font fonts hebrew package project
183,cups-pk-helper,库,其它,application available config configuration control cups helper interface make policykit printer
185,cyrus-imapd,库,工具,access administration administrative advantage allow base board bulletin calendar compatible concurrent connection contact contain contains control convert cyrus database design differ efficiency email enterprise environment file filesystem hierarchy high icalendar imap imapd imaps implementation instal internal internet kpop large list mail mailbox message multiple news nntp node normally olson open package performance permit personal pop3 private program protocol provide quota read scalability scalable seamless server small software specification standards storage store support technology timezone tool user utilities utility utils version wide write
187,dav1d,库,工具,correctness cross decoder file focus library open platform source speed
188,dbus,其它,工具,access application bus common configuration contain dbus facility file implementation interact libraries library login lowlevel message messaging package provide reference send service session setup tools user utilities utility wide
191,dbus-python,库,服务,binding bus python3
192,dbusmenu-qt,其它,库,application dbus export implementation import library make menu possible protocol provide
193,dbxtool,工具,服务,boot contain package secure uefi update updater
194,dconf,工具,服务,backend configuration dconf glib gsettings level low main provide purpose
195,dconf-editor,工具,服务,configuration database dconf edit editor graphical tool
196,dcraw,工具,库,camera command contain data dcraw decode digital download image line package tool
199,dde-api,库,服务,daemon dde lang
214,dde-qt5platform-plugins,其它,服务,platform plugins
226,deepin-devicemanager,其它,工具,device handy hardware information manage manager tool view
227,deepin-diskmanager,其它,工具,disk management tool utility
229,deepin-fcitxconfigtool-plugin,其它,工具,core currently customize desktop easily extension fcitx feeling framework freebsd input light like linux method native provide requirement support unix weight
235,deepin-log-viewer,其它,工具,tool useful view viewer
236,deepin-manual,其它,库,application description design function help instruction learn manual operating provide specific summary user
250,desktop-file-utils,工具,其它,application check contain desktop directory file freedesktop gnome http inclusion install manipulate menu optionally org package process specification standard standards utilities validate www
252,device-mapper-multipath,工具,其它,assemble checker contain creation detects device execs fail instruct internal kernel library libs manage manager mapper module multipath package partition path provide removal scan share shared thing tool tools update
253,device-mapper-persistent-data,库,服务,cache check contains data device dump include manage mapper metadata persistent provision provisioning repair restore snapshot target tool tools
255,dialog,库,工具,allow contain create dialog following implement info input install interface like menu message mode question script shell text utility
257,diffutils,工具,其它,change character collection command common compare conflict contain diff differ difference file include independent install interactively line make merge need number offset original people produce text utility warning
259,disomaster,工具,库,burning class disc libisoburn library manipulate package provide wrapper
266,dmidecode,工具,库,accord analyse asset bios data depend dmi dmidecode expansion hardware include information level list manufacturer memory model module number parallel port reliability report serial slot smbios socket standard status tool typically usage vary version
267,dnf,工具,服务,allow apply automate common comp configuration data download environment file group interface manage manager module package periodically python rpms support systemd unit upgrade user utility
269,dnssec-trigger,工具,服务,able applet base case change configuration configures create current daemon dialog dnssec dynamic input interaction local need network networkmanager package panel perform performs probe provide resolver result script server state test tool trigger unbound user validate validation window
270,docbook-dtds,库,工具,article book compliant consortium contain definition develop docbook document documentation manual oasis package page sgml syntax technical text type version xml
271,docbook-style-dsssl,库,工具,allow convert customizable docbook document dsssl example format highly html modular norman online postscript print stylesheets walsh
272,docbook-style-xsl,库,工具,allow customizable docbook document format highly html norman stylesheets transform walsh
275,docker,其它,服务,agnostic application apps backend binary block build building client cloud compute container daemon database depend deploy docker engine framework great hardware instance language laptop large lightweight make mean open packaging particular platform product provider related require scale service ship source stack utility
278,dotconf,库,其它,configuration file handle libraries library parse
284,dovecot,库,工具,auth authentication contain driver format imap like linux mail maildir mind mysql package plug pop3 primarily provide secure security server small subpackages support unix write
286,dpa-ext-gnomekeyring,工具,其它,agent automatically dde extension gnome keyring polkit thing
288,dracut,工具,服务,assemble based bootable build capability codes configuration contain create default dracut drive drop event fcoe file generate generation generator generic hard having host image implementation initramfs initrd iscsi kernel like linux little live local luks lvm2 memory module need network package possible previous provide purpose reduce require rescue result root runtime size small specific squashfs store support tool turn udev unlike usage various
290,dtkcore,工具,其它,core deepin module tool
291,dtkgui,工具,其它,deepin feel look module
292,dtkwidget,工具,其它,deepin desktop development graphical interface module tool user widget
294,dvd+rw-tools,工具,其它,collection dvd http information linux master medium rw tool toolchain
296,dyninst,工具,库,application change code compose creation debugging dyninst exist generation goal include independent insertion interface machine monitoring package patching performance permit program provide remove run running subroutine support time tool useful variety
299,edk2,库,工具,contain enable firmware machine machines open package project qemu sample support uefi virtual x86_64
300,efi-rpm-macros,库,其它,basic bootloaders contain directory efi filesystem layout machine package tool
310,environment-modules,库,其它,access alias alter application atomically bash basis bundle clean collection command configure contain different dynamic dynamically entire environment fashion include information initialize instal instruct interpret language load manage manpath modification modify module modules need note package path perl popular provide provides replace script share shell suite supplement support tcsh typically unload useful user variable version
314,epel-rpm-macros,库,服务,build contain enterprise epel extra linux macro package packages
315,esc,工具,服务,allow card client cryptographic enroll enterprise manage security smart smartcards user
316,espeak-ng,工具,其它,base configure create default engine espeak generation jonathan language natural open program robotic sound source speech support synthesis text
317,eth-tools,工具,其它,basic compute contains fabric level manage management necessary node script tool
319,evemu,库,工具,base capture device emulation event input library program query replay simple stream tool utility virtual
326,exiv2,工具,库,access accord adjust allow class command comment data delete exif extract file image include info insert interpreted iptc jpeg library line manipulation metadata method plain print read rename start summary support thumbnail timestamp utility value write
327,expat,工具,库,associated clark discover document example expat handler james kind library mean orient parse parser prior register start stream structure write
329,extra-cmake-modules,库,其它,additional build cmake frameworks module need
333,fapolicyd,服务,工具,access allow application applications contain daemon decide determine file implement interface kernel know make package policy right selinux source unknown whitelisting
335,fcitx,工具,其它,chinese contain core currently customize data desktop easily engine extension fcitx feeling file framework freebsd gtk2 gtk3 input library libs light like linux method module native package pinyin provide requirement share shared support table unix weight
337,fcitx-qt5,库,工具,context fcitx input module package provide
339,fence-agents,工具,其它,access affect agent agents base based block capable catch cisco collection common compute contain crash death dell device executables fence fencing file handle host http include intel interface ipmi isolation kdump library libvirt lpar machine man management mapper mean modular multipath network node package persistent ping platform possibly power program protocol pseudo python recovery redfish remote reservation rest rhev scsi series serve service similar snmp soap storage support switch telnet unified v4 virtual vmware ws
341,ffmpeg,库,工具,audio capture complementary complete contain device digital encode ffmpeg flash format free grab h263 include internet libraries library linux live mpeg1 mpeg4 package platform playback provide real server solution special specific stream time unix various video
344,fido-device-onboard,工具,服务,admin client device dracut implementation initialization module owner rendezvous server tool
349,fio,工具,服务,action file generation global inherit load match multithreaded number override parameter particular process simulate spawn specify thread tool type typical unless user want write
351,firefox,工具,库,browser compliance design firefox mozilla open performance portability source standard
355,flatpak-builder,工具,服务,build builder flatpak http information org source tool
359,fontawesome-fonts,其它,服务,awesome color contain customize drop file font icon instantly locally opentype package power scalable shadow size truetype typically vector
362,fontpackages,工具,服务,basic contain correct directories directory font include layout package permission
364,foomatic,服务,工具,account base capable command comprehensive configure contain cups database description driver file files foomatic generate generation http independent interface laser line manipulate option org package possibility print printer queue read separately site spooler tools utility www
365,foomatic-db,库,其它,base database directory driver foomatic http layout manufacturer openprinting option org package printer site www
369,freeimage,库,服务,application contain decoder developer format graphic image jpeg library like multi multimedia need package plus popular support tiff today wrapper
370,freeipmi,库,服务,band base console daemon detection intelligent interface ipmi management monitoring node platform project provide provides recovery remote software specification syslog tool watchdog
371,freerdp,库,服务,application channel client code compatibility connect convenient core desktop embed environment equivalent extend free handle implement implementation instead kbd library machine microsoft modify native non original plugins portable project protocol provide remote runtime server target virtualbox windows
372,freetype,库,工具,advanced complete develop efficiently engine environment file font free freetype glyph individual library load manage open platform portable provide render rendering server support text variety
378,fuse-overlayfs,工具,服务,nannan
379,fuse-sshfs,工具,其它,access base client easy file filesystem filesystems fuse mount protocol remote server support transfer
382,fxload,工具,服务,able appear conveniently device download ez firmware helper intend invoke original program script udev usb
387,gcab,库,服务,archive cabinet create gobject library manipulate
388,gcc,工具,库,address atomic behavior compliant contain dynamically exception fortran handle hardware instal instrument instrumented leak library link math memory need nvidia offload openmp operation package plugin program real runtime sanitizer separately share standard static support thread transactional v4 version
389,gcc-toolset-10,工具,服务,10 application basic build collection compiler configuration debugger essential gcc handle install macro main package performance script ship software systemtap tool toolchain toolset work
395,gcc-toolset-10-gcc,工具,其它,10 asked collection compile compiler contain current documentation doxygen evaluation expression fortran frequently gcc generate gfortran include information library manual package plugin program provide questions specification standard support toolset upcoming version
400,gcc-toolset-10-systemtap,工具,库,announce avahi available base boot client collect compilation compile compiles component contain contains copy data demand devel develop developers documentation dracut early execute include initscripts installation instrumentation kernel launch library linux local locally module nearby need object operation package probe programmable reference remote requires runtime sample script select server startup support systemtap sysvinit tapset time wide write
402,gcc-toolset-11,工具,服务,11 application basic build collection compiler configuration debugger essential gcc handle install macro main package performance script ship software systemtap tool toolchain toolset work
408,gcc-toolset-11-gcc,工具,其它,11 address asked collection compile compiler contain current documentation doxygen embed end evaluation expression fortran frequently gcc generate gfortran include information inside instrument library manual package plugin program provide questions runtime sanitizer share specification standard support toolset upcoming version
413,gcc-toolset-11-systemtap,工具,库,announce avahi available base boot client collect compilation compile compiles component contain contains copy data demand devel develop developers documentation dracut early execute include initscripts installation instrumentation kernel launch library linux local locally module nearby need object operation package probe programmable reference remote requires runtime sample script select server startup support systemtap sysvinit tapset time wide write
415,gcc-toolset-9,工具,服务,application basic build collection compiler configuration debugger essential gcc handle install macro main package performance script ship software systemtap tool toolchain toolset work
420,gcc-toolset-9-elfutils,工具,库,allow archive backtraces build check collection compiled compress contains data decompress depend devel discard dsos dwarf elfcompress elflint elfutils enables file formed generate handle handling high implement include internals level libelf libraries library libs list machine object package party program provide read readelf reading section size specific stack strip structure symbol utility write
421,gcc-toolset-9-gcc,工具,其它,asked collection compile compiler contain current documentation doxygen evaluation expression fortran frequently gcc generate gfortran include information library manual package plugin program provide questions specification standard support toolset upcoming version
426,gcc-toolset-9-systemtap,工具,库,announce avahi available base boot client collect compilation compile compiles component contain contains copy data demand devel develop developers documentation dracut early execute include initscripts installation instrumentation kernel launch library linux local locally module nearby need object operation package probe programmable reference remote requires runtime sample script select server startup support systemtap sysvinit tapset time wide write
428,gcr,库,工具,access card certificate crypto desktop display file gnome library like module parsing pkcs provide smart store viewer
429,gd,库,工具,accept allows application browser code color complete creation draw file format graphic image inline jpeg library line multiple note paint particularly paste program quick quickly result text useful write
431,gdbm,库,工具,access application build database devel developer efficient extensible file hashing include index install libraries library need program routine similar simple standard unix useful work write
436,gedit-plugins,工具,库,bookmark bookmarks collection commander common data file gedit plugin plugins require terminal translate
440,geoclue2,库,服务,access application aware bus client contain convenience create demo demos ensure explicit geolocation goal information interact library libs location make package permission possible primary project provide secondary service simple user
446,ghc-srpm-macros,库,其它,building generate haskell macro macros package source
449,gimp,其它,工具,aliasing anti build channel commercial composition contain contains conversion create devel development edit effect expect extension extra extremely filter gimp graphic helper image imaging include interesting large layer level library libs logo manipulation multi need offering operation package pixel plug plugin powerful program provide share similar sub tool toolbox tools undo useful webpage
451,git,工具,其它,access allow bring browse browser command common control core credential daemon dependency distributed dummy email entire fast functionality graphical helper high history include install installs integrate interact interface internals level libsecret local main merge meta minimal operation optionally package patch perl project protocol provide pull really repository revision rich scalable scms script send server simple small split subdirectory subpackages subproject subprojects subtrees subversion support tool usually version
452,git-lfs,库,工具,audio content extension file graphic inside large pointer remote replace sample server storage store text versioning video
453,gjs,库,工具,allow base bindings engine framework gnome gobject introspection javascript library mozilla spidermonkey
456,glib2,库,服务,alteration basis contain core data dynamic event file form function functionality glib glib2 gnome gtk handling handy interface level library loading loop low module monitor monitoring object package portability project provide runtime structure thread utility wrapper
457,glibc,库,服务,access application available backwards based basis binary build cache caching code common compatibility contain create custom daemon data db develop development disk easy executables file function gain glibc group hash header headers help host important improve include indexed install instead ipv6 language ldap legacy libc libnsl library likely linux locale lookup make math memory module multiple national nearly necessary need nss order pack package particular performance place program provide save service share source space speed standard support switch upgrading user var version
462,gnome-abrt,其它,工具,allow application browse convenient detect gnome manage occur problem provide user utility view
479,gnome-online-accounts,其它,库,access account accounts application exchange facebook flickr framework gnome google imap interface kerberos library microsoft online pocket provide provider sign single smtp user
496,gnupg2,工具,库,additional advanced base card communication compliant create data design different digital encrypt encryption facility functionality gnupg include internet management mime module openpgp package philosophy propose provide rfcs secure sign signature signing smart smartcard split standard storage support tool utility version
497,gnuplot,工具,库,base command common contain data different dimension driven especially expression format function gnuplot graphics install interactive line mathematical need package plot point program provide representation scientific subpackage suit terminal version
500,gobject-introspection,库,其它,based binding create examine file generate gobject header introspection language library order provide scan source thing useful
502,golang-dbus,其它,服务,binding bus client
522,gom,其它,库,application complex data gobject gobjects help library make mapper need object provide query sqlite store structured write
523,google-api-python-client,其它,库,access apis client flexible google library powerful provide python small written
529,gpac,库,工具,alternative ansi base clean contain content converter description develop development distribution encoders feature file flexible framework goal integration library libs mpeg mpeg4 multimedia original package provide publishing recent reference scratch single small software standard static systems tool
532,gpm,库,工具,allow appear application based button click commander console contain dynamic editor emacs file function include library like linux management menu midnight mouse operation package paste pop program provide server support text
533,grafana,工具,其它,dashboard editor feature grafana graph graphite influxdb metric metrics open rich source
534,grafana-pcp,库,服务,bpftrace dashboard grafana include live metric performance pilot plugin redis scalable script series time
537,greenboot,工具,库,check framework generic health optional series systemd
540,grilo-plugins,库,工具,access album apple bookmarks contain content different filesystem flickr fm framework france grilo guardian information itunes local metadata multimedia music package pluggable plugins pocket podcasts provide radio sharing source store thumbnail tracker
545,gsettings-qt,库,其它,binding gsettings qt
547,gsm,库,服务,algorithm application bandwidth coding compatibility compress compression compressor contains decompression european fast form frame good implementation interface library limitation linear long model music offer pattern prediction quality rate realtime recognition reliable runtime sample share shared speaker speech standard term test turn typical unix verify
549,gspell,库,工具,application checking flexible gtk implement library provide spell
551,gssntlmssp,库,其它,gssapi implement mechanism
552,gssproxy,库,服务,credential gssapi handling proxy
559,gtk2,库,工具,application complete contain create developer documentation graphical gtk gtk2 immodule input interface library method multi offering package platform project range ship small standalone suitable suite support tool toolkit user widget xim
560,gtk3,库,工具,allow application avoid cache complete consumption contain create disk file format graphical gtk gtk3 icon immodule interface library memory mmap multi multiple offering overall overhead package platform project range reduce seek share small start suitable suite support theme tool toolkit update user utility version widget xim
566,guile,库,工具,application building develop execution extensibility extensible extension guile implementation independent install intelligent language library like link machine package platform program programming provide scheme ubiquitous write
567,gupnp,库,服务,control create device easy efficient flexible framework gobject gupnp intend libsoup object open oriented point source upnp write
571,gutenprint,库,工具,alike compatible contain cups dialog driver drivers gimp gtk high include irix library linux native necessary operate package plug print printer quality range solaris support unix wide widget
572,gvfs,工具,服务,access accounts apple application archive archiving backend backends base camera cifs client device file filesystems framework fuse glib gnome gphoto2 image implementation include inside integration media medium mobile module music network online original package phone picture player protocol provide read reading seamless service sftp share support transfer window windows write
574,hardlink,工具,库,create disk hard instal installation kernel link package reduce space tree
575,harfbuzz,库,服务,contain engine harfbuzz implementation layout library opentype package shape support text
576,hdparm,工具,库,disk display drive example hard parameter performance power spin tweak useful utility
579,hicolor-icon-theme,工具,其它,basic contains directory file icon need requirement support theme
581,hostname,工具,服务,command display domain host hostname package provide set utility
582,hplip,工具,服务,device driver files function graphical imaging libraries library linux multi need printer printing project provide sane scanner tool
586,httpd,其它,服务,abstract access apache associated authentication backends basic complete contain contains content correct cryptography data directory docs documentation efficient extensible filesystem filter guide html http httpd include information interface layer layout ldap manual modify module org package permission powerful protocol provide reference secure security server session sockets ssl store strong support tls tool tools transform transport user
595,hunspell-be,库,工具,belarusian dictionary hunspell hyphenation rule
612,hunspell-et,库,工具,dictionary estonian hunspell hyphenation rule
661,hunspell-no,库,工具,dictionary hunspell hyphenation nynorsk rule thesaurus
685,hunspell-sr,库,工具,dictionary hunspell hyphenation rule serbian
710,hwinfo,工具,库,generate hardware information later overview present probe support tool
711,hwloc,库,服务,11 abstraction application architecture attribute bind cache compat compute contain convenient core display efficiently exploit format gather hardware help hierarchical include information interface library locality logical memory modern multiple node numa offer package portable powerful primarily process processor programming provide share socket software thread time topology unit various version
759,i2c-tools,工具,库,access application chip collection connect contain decode device dumper helper heterogeneous interact level library linux offer package perl probe register script smbus tool write
760,ibus,工具,服务,contain framework gtk2 gtk3 ibus input intelligent library linux mean module package setup utility wayland
770,icedtea-web,库,工具,additional base browser component contain deployment documentation implementation java javadocs manage openjdk originally package plug plugin project provide setting settings start tool web
772,icu,库,工具,character components compute current customize develop environment extend featured flexibility great heterogeneous important international libraries library need offer performance platform portability produce provide repertoire result robust sacrifice service software standard supplementary supplied support tools unicode utility variety various version wide
773,iio-sensor-proxy,工具,服务,device input proxy sensor
775,ima-evm-utils,库,工具,architecture attribute change compatibility computing executables execute extend extended file group hash integrity list maintain measurement module package prepare prevent provide read relative run sensitive store support time trusted utility utils value verification
776,imlib2,工具,其它,apps arbitrary architecture capable complete condition contain easily fast file flexible gplv2 highly image intelligent late libid3tag library link load loader loading make manipulation modular naive operation option package parse plugin program render rendering rewrite sacrifice save separately series simple speed subject support version write
