idx,name,y_true,y_predict,feature
116,cairo,库,工具,acceleration advantage available binding buffer cairo consistent contain currently design display file functionality gnome gobject graphic hardware high image include integrate library make medium memory object output package postscript print produce provide quality support target window
117,cairomm,库,库,cairo developer familiar graphic include interface library make offer power sense standard template
118,cdparanoia,库,库,ability application atomic audio cdda cdparanoia compact contain damage data digital directly disc disk drive dynamic extra extraction feature file format frame good handle hardware include instead jitter libraries library libs like linear loss need package paranoia pipe prone read reading repair sample stream strength tool utility variety write
119,cdrdao,工具,库,allow area audio base cd complete content control description disc disk lead length mode pause pre record recording rs single step textual track write writes
120,cdrkit,库,库,able allow application audio binary block boot brand burning capable cd chunk command communicate contain copying correspond create creates data device different digital directory drive dvd error file form format fully generate host human image include install iso9660 library line medium message mono multi need package player pre program provide rate read readable record recorder recording rom roms sampling save scsi size snapshot sound split stereo suitable support tree usually utility work write
121,celt051,库,库,audio bitstream celt close codec codecs communication delay design energy file format high low mean normal package parallel particular quality realtime rename require special speech speex stable symbol traditional transform transmission version vorbis
122,ceph,服务,服务,access allow application block ceph client cluster develop device distribute distributed file interface library like manage multiple object reliable shared simple storage store strip
123,certmonger,工具,服务,authority certificate client concern enrol enrollment monitor primarily service status
124,chan,工具,库,available buffer channel implementation pure
125,check,工具,工具,address assertion catch cause check code define developer editor error failure fault feature framework ides interface little output segmentation separate signal simple source space test tests unit
126,checkpolicy,工具,库,access architectural base based building checkpolicy compiler component concept contain control design develop enforcement enhanced feature flask functionality general improve include kernel kind level linux mandatory multi number operating originally package policy provide require role security selinux support type utility
127,cheese,工具,服务,application apply capture contain display effect fancy gnome graphical inspired interface library movie need package picture video want widget
128,chkconfig,工具,工具,administrator basic command configure current directly edit hierarchy information instead interface line link maintain manipulate manually numerous page provide query rc service simple specify start stop symbolic tool unless update utility various
129,chrome-gnome-shell,工具,其它,browser capable connector corresponding extension extensions firefox gnome google host http integration manage messaging native org provide repository shell support
130,chrony,服务,服务,client clock computer implementation input keyboard manual network operate peer protocol provide reference server service time versatile
131,chrpath,工具,库,allow compile compiled currently dynamic library load modify path program remove support
132,cifs-utils,工具,其它,able allow authentication automatically cifs client conjunction contain credential deploy establish file filesystem kernel keyring krb5 linux login machine manage microsoft module mount need ntlm option package password protocol provide purpose session share smb standard support tool user username utilities widely windows work
133,cim-schema,服务,服务,actual authors common consist contact define description dmtf enterprise environment http information integration management model network org overall provide schema specification www
134,cjose,库,库,nannan
135,clang,其它,其它,nannan
136,cldr-emoji-annotation,工具,工具,annotation cldr emoji file language package provide
137,clevis,工具,库,allow automate automated automatic automatically basic bind block boot bound building commonly data decryption desktop device directly dracut early enable encrypt encryption environment example framework gnome integration like luks occur package policy provide require root sophisticated support systemd udisks2 unlocking users volume
138,cloud-init,其它,服务,cloud init initialization install instance need retrieve script special user various
139,clucene,工具,工具,alternative analyzer apache bring contain core date engine functionality high http java language lucene module org popular port search similar specific speed text version
140,clufter,工具,服务,additional agnostic arch built capable cluster command common compiled configuration contain conversion corosync data experimental extra file filter format framework generic include interface internal internally library line offer overall pacemaker package plugin plugins primarily process product python3 reusable rgmanager rhel serve specific stack step target tool trend underlying unused usable variety xslt
141,clutter,库,服务,application center clutter create example fast graphical hope interface library medium obvious open potential rich software source type usage user visually
142,clutter-gst2,库,其它,animated clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
143,clutter-gst3,库,其它,animated clutter create enable fast graphical gstreamer integration interface library open rich software source user visually
144,clutter-gtk,库,库,allow application basic clutter embed embedding gtk inside library stage widget
145,cmake,工具,库,base choice cmake code common compilation compiler complex configuration contain control cross data directories directory environment file files generates generation gui independent instantiation macro make makefiles module native package platform possible preprocessor process quite require simple software sophisticated support template workspace
146,cockpit,库,服务,admin administer authenticate authentication base behalf bridge browser card certificate client cockpit command component configuration configure console contain dbus diagnostic enable freeipa gnu inspection instal interactive interface line linux listen network offer package report selinux server service session shell smart sssd troubleshoot user
147,cockpit-appstream,库,其它,add archive cockpit component create instal install integration interface load machine manage metric package packagekit read storage support udisks update user virt virtual
148,cockpit-composer,库,其它,cloud cockpit composer custom deploy frontend generate image integrate osbuild suitable upload
149,cockpit-session-recording,库,工具,allow cockpit component configuration generate journal module playback provide record recording session terminal tlog view
150,codemodel,库,其它,code codemodel compiler file generate generator java jaxb library nicer program project provide schema source spin
151,cogl,库,库,able advantage apis backends centralized component design developer different draw easy extension future good graphic hardware having help implement implementation inconsistency interested library like machine make mean mention myriad need nice open opengl oppose option paper picture place position pretty provide render risk single small software source specification state step style think utility write
152,color-filesystem,库,其它,color directory filesystem layout package provide required store used
153,colord,服务,服务,activate color colord context daemon device level library profile
154,colord-gtk,库,库,additional colord functionality gtk library provide require support
155,compat-libtiff3,库,其它,compatibility current file format image library libtiff manipulate package provide tagged tiff unable version
156,conntrack-tools,工具,服务,addition availability available cluster collect command connection conntrack contain currently daemon delete deploy dump establish event firewall gnu high highly inspect interact interface kernel line linux list maintain manipulate message monitor multiple netfilter newly package program search selection setup state statistic subsystem synchronize table tools track userspace using
157,container-exception-logger,工具,工具,able container design exception host input inside logger logging outside tool
158,containerd,服务,服务,attachment available complete container containerd daemon emphasis execution gopkg host image industry level lifecycle linux low manage network open portability reliable robustness runtime simplicity standard storage stress test transfer windows
159,convmv,工具,工具,contain convert encoding filename package tool utf
160,copy-jdk-configs,工具,工具,archive configuration create file incorrectly script transfer update utility
161,coreutils,工具,工具,basic binary combination common commonly component core documentation include optional package recommended script sh shell single tool translation utility utils
162,corosync,库,服务,cluster contain corosync engine libraries library package
163,corosync-qdevice,服务,服务,certificate cluster contain corosync create daemon engine init network package script
164,cpio,工具,服务,access archive ascii automatically binary byte collection compatible contain copy cpio create creates default different disk extract file following format information install kind machine magnetic manage need order owner permission pipe plus posix program read recognize support tape
165,cppcheck,工具,库,analysis code compiler detect error false goal normally positive primarily real static syntax tool type unlike zero
166,cppunit,工具,库,automatic base famous framework junit output port test testing unit
167,cracklib,库,库,actually appropriate certain characteristic check checking choose conjunction contain cracklib creation determine dict dictionary dicts easy entry exist function generate guess include instal install library match minimally necessary need normally oriented package particular passwd password pattern perform program purpose replacement secure security share standard stop test user username users usr utility want word
168,crash,工具,工具,analysis core create critical dump investigate kdump kernel linux live mission offer package patch self suite tool utility
169,crash-gcore-command,工具,工具,command core crash create dump dumpfile extension file kernel module space task user utility
170,crash-ptdump-command,工具,库,buffer crash decode extension facility generate intel module processor retrieve trace utility
171,crash-trace-command,工具,库,command crash data dumpfile extension ftrace module read trace utility
172,crda,服务,服务,compliance comply daemon database frequency kernel network networking order package provide radio rule stack wireless world
173,createrepo_c,工具,工具,application binding common createrepo_c creates directory easy generate implementation libraries library maintain manipulation metadata modifyrepo_c package python repodata repository utility
174,cronie,服务,服务,ability allow arbitrary configuration contain cron cronie daemon daily default enhancement exact execute execution extra feature fork good like monthly multiple original periodic power program regular related resource schedule security selinux setting share simple specify standard style time tool unix using utility utilization weekly
175,crontabs,工具,工具,basic check command contains cron cronie crontab daemon directory execute execution file function handle instal install mainly need package particular program root schedule
176,crypto-policies,工具,工具,apply base built configuration crypto cryptographic custom define definition disable enable ends file fips library mode package policy pre provide setup simple ssl switch tls tool update various wide
177,cryptsetup,工具,服务,contain crypt disk encrypt encrypted encryption integrity kernel library luks module offline package protection share utility verification volume
178,cscope,工具,工具,allow base browse code editing file function general individual large list macro match mature ncurses perform plain regex results return search select source text tool tree user variable
179,ctags,工具,工具,code conditional construct contain cross definition easy editor emacs enum enumerate external file fool form function generate header human improve include index indexed information inside install item language likely list locate macro make method object output preprocessor print programming prototype readable reference select source style support tags text tool type union utility value variable various
180,culmus-fonts,其它,服务,common consist contain culmus display file font fonts hebrew package project
181,cups,服务,服务,apple application berkeley command cups develop interface layer library libs line natively need operate package portable printing promote provide solution standard unix user vendor
182,cups-filters,库,库,addition additional apple backends centric contain contains core cups develop distribution especially filter independently introduce library longer maintain openprinting package pdf printing provide software workflow
183,cups-pk-helper,库,其它,application available config configuration control cups helper interface make policykit printer
184,curl,工具,工具,authentication base basic build certificate client come command compare configured cooky curl data dependency dict digest easy feature file form free hand http https imap instal installation kerberos ldap libcurl library limited line minimal ntlm package password pop3 post proxy remote replacement require resume run server sftp small smtp support syntax telnet tftp time tool transfer trick tunneling upload use useful user utility
185,cyrus-imapd,库,工具,access administration administrative advantage allow base board bulletin calendar compatible concurrent connection contact contain contains control convert cyrus database design differ efficiency email enterprise environment file filesystem hierarchy high icalendar imap imapd imaps implementation instal internal internet kpop large list mail mailbox message multiple news nntp node normally olson open package performance permit personal pop3 private program protocol provide quota read scalability scalable seamless server small software specification standards storage store support technology timezone tool user utilities utility utils version wide write
186,cyrus-sasl,库,库,access application authentication based commonly connection contain contains cyrus digest directory gssapi implementation kerberos layer ldap lib library login md5 method need ntlm package plain plugin plugins protocol sasl scheme scram secret security server share shared simple store support
187,dav1d,库,工具,correctness cross decoder file focus library open platform source speed
188,dbus,其它,工具,access application bus common configuration contain dbus facility file implementation interact libraries library login lowlevel message messaging package provide reference send service session setup tools user utilities utility wide
189,dbus-c++,库,库,attempt binding bus contain dbus glib integration library mainloop native package provide subpackages
190,dbus-glib,库,库,abstraction add binding bus glib integrate library loop main standard thread
191,dbus-python,库,服务,binding bus python3
192,dbusmenu-qt,其它,库,application dbus export implementation import library make menu possible protocol provide
193,dbxtool,工具,服务,boot contain package secure uefi update updater
194,dconf,工具,服务,backend configuration dconf glib gsettings level low main provide purpose
195,dconf-editor,工具,服务,configuration database dconf edit editor graphical tool
196,dcraw,工具,库,camera command contain data dcraw decode digital download image line package tool
197,dde,其它,其它,deepin desktop environment
198,dde-account-faces,其它,其它,account deepin face linux
199,dde-api,库,服务,daemon dde lang
200,dde-calendar,其它,其它,calendar daily life schedule smart thing
201,dde-clipboard,其它,其它,good include integration multiple platform plugins provide theme
202,dde-control-center,其它,其它,center control deepin linux
203,dde-daemon,其它,其它,daemon handle session setting
204,dde-device-formatter,其它,其它,block create device file graphical interface simple
205,dde-dock,其它,其它,deepin desktop dock environment module plugin
206,dde-file-manager,其它,其它,dde deepin desktop dock environment file library manager module plugin
207,dde-kwin,其它,其它,configuration deepin desktop environment kwin package provide
208,dde-launcher,其它,其它,desktop environment launcher module
209,dde-network-utils,其它,其它,deepin desktop environment network utils
210,dde-polkit-agent,其它,其它,agent deepin desktop environment polkit
211,dde-printer,其它,其它,manage manager printer tool
212,dde-qt-dbus-factory,其它,其它,auto code dbus generated repository store
213,dde-qt5integration,其它,其它,good include integration multiple platform plugins provide theme
214,dde-qt5platform-plugins,其它,服务,platform plugins
215,dde-server-industry-config,其它,其它,configuration desktop file industry server special version
216,dde-session-shell,其它,其它,deepin desktop environment module session shell
217,dde-session-ui,其它,其它,dde deepin desktop display end environment greeter include interface lightdm lock login module power project screen service session shutdown sub switch tool user zone
