name,label,predict,summary,description
munge-maven-plugin,库,库, Munge Maven Plugin," Munge is a purposely-simple Java preprocessor. It only supports
conditional inclusion of source based on defined strings of the
form ""if[tag]"", ""if_not[tag]"", ""else[tag]"", and ""end[tag]"".
Unlike traditional preprocessors, comments, and formatting are all
preserved for the included lines. This is on purpose, as the output
of Munge will be distributed as human-readable source code.

To avoid creating a separate Java dialect, the conditional tags are
contained in Java comments. This allows one build to compile the
source files without pre-processing, to facilitate faster incremental
development. Other builds from the same source have their code contained
within that comment. The format of the tags is a little verbose, so
that the tags won't accidentally be used by other comment readers
such as javadoc. Munge tags must be in C-style comments;
C++-style comments may be used to comment code within a comment.

Like any preprocessor, developers must be careful not to abuse its
capabilities so that their code becomes unreadable. Please use it
as little as possible."
mariadb-oqgraph-engine,库,工具, The Open Query GRAPH engine for MariaDB," The package provides Open Query GRAPH engine (OQGRAPH) as plugin for MariaDB
database server. OQGRAPH is a computation engine allowing hierarchies and more
complex graph structures to be handled in a relational fashion. In a nutshell,
tree structures and friend-of-a-friend style searches can now be done using
standard SQL syntax, and results joined onto other tables."
jboss-interceptors-1.2-api-javadoc,库,库, Javadoc for jboss-interceptors-1.2-api, This package contains javadoc for jboss-interceptors-1.2-api.
GeoIP,库,库, Library for country/city/organization to IP address or hostname mapping," GeoIP is a C library that enables the user to find the country that any IP
address or hostname originates from.

It uses file based databases that can optionally be updated on a weekly basis
by installing the geoipupdate-cron (IPv4) and/or geoipupdate-cron6 (IPv6)
packages."
perl-Unicode-LineBreak,库,库, UAX #14 Unicode Line Breaking Algorithm," Unicode::LineBreak performs Line Breaking Algorithm described in Unicode
Standards Annex #14 [UAX #14]. East_Asian_Width informative properties
defined by Annex #11 [UAX #11] will be concerned to determine breaking
positions."
python3-argh,库,工具, Unobtrusive argparse wrapper with natural syntax," 
Building a command-line interface?  Found yourself uttering __rgh!_
while struggling with the API of argparse?  Don__ want to lose its
power but don__ need the complexity?

python-argh provides a wrapper for argparse.  Argparse is a very powerful
tool;  python-argh just makes it easy to use."
maven-dependency-tree-javadoc,库,库, Javadoc for maven-dependency-tree, This package contains javadoc for maven-dependency-tree.
libblockdev-mpath,库,库, The multipath plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to multipath devices."
python39-py,库,库," Library with cross-python path, ini-parsing, io, code, log facilities"," The py lib is a Python development support library featuring the
following tools and modules:

  * py.path: uniform local and svn path objects
  * py.apipkg: explicit API control and lazy-importing
  * py.iniconfig: easy parsing of .ini files
  * py.code: dynamic code generation and introspection
  * py.path: uniform local and svn path objects"
glibc,库,库, The GNU libc libraries," The glibc package contains standard libraries which are used by
multiple programs on the system. In order to save disk space and
memory, as well as to make upgrading easier, common system code is
kept in one place and shared between programs. This particular package
contains the most important sets of shared libraries: the standard C
library and the standard math library. Without these two libraries, a
Linux system will not function."
perl-Sub-Exporter,库,库, Sophisticated exporter for custom-built routines," Sub::Exporter provides a sophisticated alternative to Exporter.pm. It allows
for renaming, currying/sub-generation, and other cool stuff.

ACHTUNG! If you're not familiar with Exporter or exporting, read
Sub::Exporter::Tutorial first!"
felix-utils-javadoc,库,库, API documentation for felix-utils, This package contains the API documentation for felix-utils.
xapian-core-libs,库,库, Xapian search engine libraries," Xapian is an Open Source Probabilistic Information Retrieval framework. It
offers a highly adaptable toolkit that allows developers to easily add advanced
indexing and search facilities to applications. This package provides the
libraries for applications using Xapian functionality"
maven-resolver-spi,库,库, Maven Artifact Resolver SPI," The service provider interface for repository system implementations and
repository connectors."
python3-newt,库,库, Python 3 bindings for newt," The python3-newt package contains the Python 3 bindings for the newt library
providing a python API for creating text mode interfaces."
nbdkit-curl-plugin,库,工具, HTTP/FTP (cURL) plugin for nbdkit, This package contains cURL (HTTP/FTP) support for nbdkit.
libreoffice-help-es,库,库, Spanish help for LibreOffice, Provides Spanish help for LibreOffice.
testng,库,库, Java-based testing framework," TestNG is a testing framework inspired from JUnit and NUnit but introducing
some new functionality, including flexible test configuration, and
distributed test running.  It is designed to cover unit tests as well as
functional, end-to-end, integration, etc."
nss-softokn-freebl,库,库, Freebl library for the Network Security Services," NSS Softoken Cryptographic Module Freebl Library

Install the nss-softokn-freebl package if you need the freebl library."
python38-PyMySQL,库,库, Pure-Python MySQL client library," This package contains a pure-Python MySQL client library. The goal of PyMySQL is
to be a drop-in replacement for MySQLdb and work on CPython, PyPy, IronPython
and Jython."
libtar,库,库, Tar file manipulation API," libtar is a C library for manipulating tar archives. It supports both
the strict POSIX tar format and many of the commonly-used GNU
extensions."
perl-Class-XSAccessor,库,库, Generate fast XS accessors without run-time compilation," Class::XSAccessor implements fast read, write and read/write accessors in
XS. Additionally, it can provide predicates such as has_foo() for testing
whether the attribute foo is defined in the object. It only works with
objects that are implemented as ordinary hashes. Class::XSAccessor::Array
implements the same interface for objects that use arrays for their
internal representation."
mariadb-connector-c,库,库, The MariaDB Native Client library (C driver)," The MariaDB Native Client library (C driver) is used to connect applications
developed in C/C++ to MariaDB and MySQL databases."
libbase,库,库, JFree Base Services," LibBase is a library developed to provide base services like logging,
configuration and initialization to other libraries and applications. The
library is the root library for all Pentaho-Reporting projects."
python3-nftables,库,库, Python module providing an interface to libnftables, The nftables python module provides an interface to libnftables via ctypes.
libfdt,库,库, Device tree library," libfdt is a library to process Open Firmware style device trees on various
architectures."
motif-static,库,库, Static libraries, This package contains the static Motif libraries.
regexp,库,库, Simple regular expressions API," Regexp is a 100% Pure Java Regular Expression package that was
graciously donated to the Apache Software Foundation by Jonathan Locke.
He originally wrote this software back in 1996 and it has stood up quite
well to the test of time.
It includes complete Javadoc documentation as well as a simple Applet
for visual debugging and testing suite for compatibility."
perl-XML-Simple,库,库, Easy API to maintain XML in Perl," The XML::Simple module provides a simple API layer on top of an
underlying XML parsing module (either XML::Parser or one of the SAX2
parser modules)."
gnutls-dane,库,库, A DANE protocol implementation for GnuTLS," GnuTLS is a secure communications library implementing the SSL, TLS and DTLS
protocols and technologies around them. It provides a simple C language
application programming interface (API) to access the secure communications
protocols as well as APIs to parse and write X.509, PKCS #12, OpenPGP and
other required structures.
This package contains library that implements the DANE protocol for verifying
TLS certificates through DNSSEC."
gssntlmssp,库,库, GSSAPI NTLMSSP Mechanism, A GSSAPI Mechanism that implements NTLMSSP
python3-policycoreutils,库,库, SELinux policy core python3 interfaces," The python3-policycoreutils package contains the interfaces that can be used
by python 3 in an SELinux environment."
lapack-static,库,库, LAPACK static libraries, LAPACK static libraries.
apache-commons-collections-testframework,库,库, Testframework for apache-commons-collections, Testframework for apache-commons-collections.
SuperLU,库,库, Subroutines to solve sparse linear systems," SuperLU contains a set of subroutines to solve a sparse linear system
A*X=B. It uses Gaussian elimination with partial pivoting (GEPP).
The columns of A may be preordered before factorization; the
preordering for sparsity is completely separate from the factorization."
ffmpeg,库,工具, Digital VCR and streaming server," FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash."
qt5-qttools,库,库, Qt5 - QtTool components, Qt5 - QtTool components.
maven-artifact-transfer-javadoc,库,库, API documentation for maven-artifact-transfer, This package provides API documentation for maven-artifact-transfer.
python2-iso8601,库,库, Simple module to parse ISO 8601 dates," This module parses the most common forms of ISO 8601 date strings
(e.g. 2007-01-14T20:34:22+00:00) into datetime objects."
perl-IPC-Run3,库,库, Run a subprocess in batch mode," This module allows you to run a subprocess and redirect stdin, stdout,
and/or stderr to files and perl data structures. It aims to satisfy 99% of
the need for using system, qx, and open3 with a simple, extremely Perlish
API and none of the bloat and rarely used features of IPC::Run."
libmng,库,库, Library for Multiple-image Network Graphics support," LibMNG is a library for accessing graphics in MNG (Multi-image Network
Graphics) and JNG (JPEG Network Graphics) formats.  MNG graphics are
basically animated PNGs.  JNG graphics are basically JPEG streams
integrated into a PNG chunk."
libreoffice-gdb-debug-support,库,库, Additional support for debugging with gdb, This package provides gdb pretty printers for package libreoffice.
libknet1-compress-bzip2-plugin,库,库, Libknet1 bzip2 support, bzip2 compression support for libknet1.
hyphen-sa,库,库, Sanskrit hyphenation rules, Sanskrit hyphenation rules.
libusal,库,库, Library to communicate with SCSI devices," The libusal package contains C libraries that allows applications
to communicate with SCSI devices and is well suitable for writing
CD-R media."
libX11-common,库,库, Common data for libX11, libX11 common data
perl-File-Find,库,库, Traverse a directory tree," These are functions for searching through directory trees doing work on each
file found similar to the Unix find command."
tinyxml2,库,库," Simple, small and efficient C++ XML parser"," TinyXML-2 is a simple, small, efficient, C++ XML parser that can be
easily integrated into other programs. It uses a Document Object Model
(DOM), meaning the XML data is parsed into a C++ objects that can be
browsed and manipulated, and then written to disk or another output stream.

TinyXML-2 doesn't parse or use DTDs (Document Type Definitions) nor XSLs
(eXtensible Stylesheet Language).

TinyXML-2 uses a similar API to TinyXML-1, But the implementation of the
parser was completely re-written to make it more appropriate for use in a
game. It uses less memory, is faster, and uses far fewer memory allocations."
java-1.8.0-openjdk-devel-fastdebug,库,库, OpenJDK 8 Development Environment optimised with full debugging on," The OpenJDK 8 development tools.
This package is optimised with full debugging. Install only as needed and remove ASAP."
perl-XML-XPath,库,库, XPath parser and evaluator for Perl," This module aims to comply exactly to the XPath specification at
http://www.w3.org/TR/xpath and yet allow extensions to be added in the
form of functions. Modules such as XSLT and XPointer may need to do
this as they support functionality beyond XPath."
libvorbis,库,库, The Vorbis General Audio Compression Codec," Ogg Vorbis is a fully open, non-proprietary, patent- and royalty-free,
general-purpose compressed audio format for audio and music at fixed
and variable bitrates.

The libvorbis package contains runtime libraries for use in programs
that support Ogg Vorbis."
jackson-annotations,库,库, Core annotations for Jackson data processor," Core annotations used for value types,
used by Jackson data-binding package."
fipscheck-lib,库,库, Library files for fipscheck, This package contains the FIPSCheck library.
plexus-cipher,库,库, Plexus Cipher: encryption/decryption Component, Plexus Cipher: encryption/decryption Component
python3-libsemanage,库,库,semanage python 3 bindings for libsemanage ,"The libsemanage-python3 package contains the python 3 bindings for developing
SELinux management applications. "
libreoffice-langpack-ca,库,库, Catalan language pack for LibreOffice, Provides additional Catalan translations and resources for LibreOffice.
java-11-alibaba-dragonwell-devel-fastdebug,库,库, Alibaba Dragonwell11 Runtime Environment devel fastdebug, Alibaba Dragonwell11 Runtime Environment devel fastdebug
libldb,库,库," A schema-less, ldap like, API and database"," An extensible library that implements an LDAP like API to access remote LDAP
servers, or use local tdb databases."
autocorr-es,库,库, Spanish auto-correction rules, Rules for auto-correcting common Spanish typing errors.
lz4-java-javadoc,库,库, Javadoc for lz4-java, This package contains javadoc for lz4-java.
qt5-qt3d,库,库, Qt5 - Qt3D QML bindings and C++ APIs," Qt 3D provides functionality for near-realtime simulation systems with
support for 2D and 3D rendering in both Qt C++ and Qt Quick applications)."
libnet,库,库, C library for portable packet creation and injection," Libnet is an API to help with the construction and handling of network
packets. It provides a portable framework for low-level network packet
writing and handling (use libnet in conjunction with libpcap and you can
write some really cool stuff). Libnet includes packet creation at the IP
layer and at the link layer as well as a host of supplementary and
complementary functionality."
python3-psycopg2,库,库, A PostgreSQL database adapter for Python 3," Psycopg is the most popular PostgreSQL adapter for the Python
programming language. At its core it fully implements the Python DB
API 2.0 specifications. Several extensions allow access to many of the
features offered by PostgreSQL."
efi-filesystem,库,工具,The basic directory layout for EFI machines ,"The efi-filesystem package contains the basic directory layout for EFI
machine bootloaders and tools. "
mod_auth_mellon,库,库, A SAML 2.0 authentication module for the Apache Httpd Server," The mod_auth_mellon module is an authentication service that implements the
SAML 2.0 federation protocol. It grants access based on the attributes
received in assertions generated by a IdP server."
java-11-openjdk-src-slowdebug,库,库, OpenJDK 11 Source Bundle for packages with debugging on and no optimisation," The java-11-openjdk-src-slowdebug sub-package contains the complete OpenJDK 11
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and no optimisation."
libreoffice-langpack-tn,库,库, Tswana language pack for LibreOffice, Provides additional Tswana translations and resources for LibreOffice.
gutenprint,库,工具, Printer Drivers Package," Gutenprint is a package of high quality printer drivers for Linux, BSD,
Solaris, IRIX, and other UNIX-alike operating systems.
Gutenprint was formerly called Gimp-Print."
perl-Algorithm-Diff,库,库,Compute `intelligent' differences between two files/lists ,"This is a module for computing the difference between two files, two strings,
or any other two lists of things. It uses an intelligent algorithm similar to
(or identical to) the one used by the Unix ""diff"" program. It is guaranteed to
find the *smallest possible* set of differences. "
perl-Package-Stash,库,库, Routines for manipulating stashes," Manipulating stashes (Perl's symbol tables) is occasionally necessary, but
incredibly messy, and easy to get wrong. This module hides all of that behind
a simple API."
libreoffice-langpack-fr,库,库, French language pack for LibreOffice, Provides additional French translations and resources for LibreOffice.
SDL2-static,库,库, Static libraries for SDL2, Static libraries for SDL2.
plexus-classworlds-javadoc,库,库, Javadoc for plexus-classworlds, API documentation for plexus-classworlds.
perl-SNMP_Session,库,库, SNMP support for Perl 5," Pure Perl SNMP v1 and SNMP v2 support for Perl 5.

The SNMP operations currently supported are ""get"", ""get-next"", ""get-bulk""
and ""set"", as well as trap generation and reception."
libx86emu,库,库, x86 emulation library," Small x86 emulation library with focus of easy usage and extended execution
logging functions. The library features an API to create emulation objects
for x86 architecture."
python3-requests-oauthlib,库,库,OAuthlib authentication support for Requests. ,This project provides first-class OAuth library support for python-request. 
python3-tkinter,库,库, A GUI toolkit for Python," The Tkinter (Tk interface) library is a graphical user interface toolkit for
the Python programming language."
gupnp,库,库, A framework for creating UPnP devices & control points," GUPnP is an object-oriented open source framework for creating UPnP
devices and control points, written in C using GObject and libsoup.
The GUPnP API is intended to be easy to use, efficient and flexible."
java-11-openjdk-headless,库,库, OpenJDK 11 Headless Runtime Environment, The OpenJDK 11 runtime environment without audio and video support.
libgit2,库,库, C implementation of the Git core methods as a library with a solid API," libgit2 is a portable, pure C implementation of the Git core methods
provided as a re-entrant linkable library with a solid API, allowing
you to write native speed custom Git applications in any language
with bindings."
libmatchbox,库,工具, Libraries for the Matchbox Desktop," Matchbox is a base environment for the X Window System running on non-desktop
embedded platforms such as handhelds, set-top boxes, kiosks and anything else
for which screen space, input mechanisms or system resources are limited."
celt051,库,库, An audio codec for use in low-delay speech and audio communication," CELT (Constrained Energy Lapped Transform) is an ultra-low delay audio
codec designed for realtime transmission of high quality speech and audio.
This is meant to close the gap between traditional speech codecs
(such as Speex) and traditional audio codecs (such as Vorbis).

The CELT bitstream format is not yet stable, this package is a special
version of 0.5.1 that has the same bitstream format, but symbols and files
renamed from 'celt*' to 'celt051*' so that it is parallel installable with
the normal celt for packages requiring this particular bitstream format."
libetonyek,库,库, A library for import of Apple iWork documents," libetonyek is library for import of Apple iWork documents. It supports
documents created by any version of Keynote, Pages or Numbers."
libreport-gtk,库,库, GTK front-end for libreport, Applications for reporting bugs using libreport backend
freerdp-libs,库,库, Core libraries implementing the RDP protocol," libfreerdp-core can be embedded in applications.

libfreerdp-channels and libfreerdp-kbd might be convenient to use in X
applications together with libfreerdp-core.

libfreerdp-core can be extended with plugins handling RDP channels."
qt5-qtwebchannel,库,库, Qt5 - WebChannel component," The Qt WebChannel module provides a library for seamless integration of C++
and QML applications with HTML/JavaScript clients. Any QObject can be
published to remote clients, where its public API becomes available."
xmlrpc-c-client,库,库,C client libraries for xmlrpc-c ,"XML-RPC is a quick-and-easy way to make procedure calls over the
Internet. It converts the procedure call into XML document, sends it
to a remote server using HTTP, and gets back the response as XML.

This library provides a modular implementation of XML-RPC for C
clients. "
jack-audio-connection-kit,库,服务, The Jack Audio Connection Kit," JACK is a low-latency audio server, written primarily for the Linux operating
system. It can connect a number of different applications to an audio device, as
well as allowing them to share audio between themselves. Its clients can run in
their own processes (i.e. as a normal application), or can they can run within a
JACK server (i.e. a ""plugin"").

JACK is different from other audio server efforts in that it has been designed
from the ground up to be suitable for professional audio work. This means that
it focuses on two key areas: synchronous execution of all clients, and low
latency operation."
liblangtag-data,库,库, liblangtag data files, The liblangtag-data package contains data files for liblangtag.
libreport-anaconda,库,库, Default configuration for reporting anaconda bugs," Default configuration for reporting Anaconda problems or uploading the gathered
data over ftp/scp..."
libXt,库,库, X.Org X11 libXt runtime library, X.Org X11 libXt runtime library
perl-B,库,库, Perl compiler backend," The ""B"" module supplies classes which allow a Perl program to delve into its
own innards. It is the module used to implement the backends of the Perl
compiler."
rpm-build-libs,库,库, Libraries for building and signing RPM packages," This package contains the RPM shared libraries for building and signing
packages."
soundtouch,库,库," Audio Processing library for changing Tempo, Pitch and Playback Rates"," SoundTouch is a LGPL-licensed open-source audio processing library for
changing the Tempo, Pitch and Playback Rates of audio streams or
files. The SoundTouch library is suited for application developers
writing sound processing tools that require tempo/pitch control
functionality, or just for playing around with the sound effects.

The SoundTouch library source kit includes an example utility
SoundStretch which allows processing .wav audio files from a
command-line interface."
qgpgme,库,库, Qt API bindings/wrapper for GPGME, Qt API bindings/wrapper for GPGME.
libuser,库,库, A user and group account administration library," The libuser library implements a standardized interface for manipulating
and administering user and group accounts.  The library uses pluggable
back-ends to interface to its data sources.

Sample applications modeled after those included with the shadow password
suite are included."
compat-hwloc1,库,库,Compat package for hwloc-1.11.9 , This package contains a compat library for hwloc-1.11.9. 
hyphen-es,库,库, Spanish hyphenation rules, Spanish hyphenation rules.
bnd-maven-plugin,库,工具, BND Maven plugin, BND Maven plugin.
perl-IO-Zlib,库,库, Perl IO:: style interface to Compress::Zlib," IO::Zlib provides an IO:: style interface to Compress::Zlib and hence to
gzip/zlib-compressed files. It provides many of the same methods as the
IO::Handle interface."
krb5-libs,库,库, The non-admin shared libraries used by Kerberos 5," Kerberos is a network authentication system. The krb5-libs package
contains the shared libraries needed by Kerberos 5. If you are using
Kerberos, you need to install this package."
maven-reporting-api-javadoc,库,库, Javadoc for maven-reporting-api, API documentation for maven-reporting-api.
farstream02,库,库, Libraries for videoconferencing," farstream02 is a collection of GStreamer modules and libraries for
videoconferencing."
nbdfuse,库,库, FUSE support for libnbd, This package contains FUSE support for libnbd.
libreoffice-help-sv,库,库, Swedish help for LibreOffice, Provides Swedish help for LibreOffice.
perl-Object-HashBase,库,库, Build hash-based classes," This package is used to generate classes based on hash references. Using this
class will give you a new() method, as well as generating accessors you
request.  Generated accessors will be getters, set_ACCESSOR setters will also
be generated for you. You also get constants for each accessor (all caps)
which return the key into the hash for that accessor. Single inheritance is
also supported."
perl-DateTime-Format-Mail,库,库, Convert between DateTime and RFC2822/822 formats," RFCs 2822 and 822 specify date formats to be used by email. This module parses
and emits such dates.

RFC2822 (April 2001) introduces a slightly different format of date than that
used by RFC822 (August 1982). The main correction is that the preferred format
is more limited, and thus easier to parse programmatically.

Despite the ease of generating and parsing perfectly valid RFC822 and RFC2822
people still get it wrong. This module aims to correct that."
libreoffice-help-eu,库,库, Basque help for LibreOffice, Provides Basque help for LibreOffice.
dyninst-static,库,库, Static libraries for the compiling programs with Dyninst," dyninst-static includes the static versions of the library files for
the dyninst user-space libraries and interfaces."
libeot,库,库, A library for parsing Embedded OpenType font files," libeot is a library for parsing Embedded OpenType files (Microsoft
embedded font ""standard"") and converting them to other formats."
libquvi-scripts,库,工具, Embedded lua scripts for parsing the media details," libquvi-scripts contains the embedded lua scripts that libquvi
uses for parsing the media details. Some additional utility
scripts are also included."
hyphen-gl,库,库, Galician hyphenation rules, Galician hyphenation rules.
perl-ExtUtils-CBuilder,库,库, Compile and link C code for Perl modules," This module can build the C portions of Perl modules by invoking the
appropriate compilers and linkers in a cross-platform manner. It was motivated
by the Module::Build project, but may be useful for other purposes as well."
guice-multibindings,库,库, MultiBindings extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides MultiBindings module for Guice."
python39-numpy,库,库, A fast multidimensional array facility for Python," NumPy is a general-purpose array-processing package designed to
efficiently manipulate large multi-dimensional arrays of arbitrary
records without sacrificing too much speed for small multi-dimensional
arrays.  NumPy is built on the Numeric code base and adds features
introduced by numarray as well as an extended C-API and the ability to
create arrays of arbitrary type.

There are also basic facilities for discrete fourier transform,
basic linear algebra and random number generation. Also included in
this package is a version of f2py that works properly with NumPy."
tinycdb,库,库, Utility and library for manipulating constant databases," tinycdb is a small, fast and reliable utility and subroutine library for
creating and reading constant databases. The database structure is tuned
for fast reading.

This package contains tinycdb utility and shared library."
python3-six,库,库, Python 2 and 3 compatibility utilities," python-six provides simple utilities for wrapping over differences between
Python 2 and Python 3.
Python 3 version."
bcel-javadoc,库,库, API documentation for bcel, This package provides API documentation for bcel.
libreoffice-help-pt-PT,库,库, Portuguese help for LibreOffice, Provides Portuguese help for LibreOffice.
ncurses-c++-libs,库,库,Ncurses C++ bindings ,"The curses library routines are a terminal-independent method of
updating character screens with reasonable optimization.  The ncurses
(new curses) library is a freely distributable replacement for the
discontinued 4.4 BSD classic curses library.

This package contains C++ bindings of the ncurses ABI version 6 libraries. "
libtiff-tools,库,工具, Command-line utility programs for manipulating TIFF files," This package contains command-line programs for manipulating TIFF format
image files using the libtiff library."
glibc-static,库,库, C library static libraries for -static linking.," The glibc-static package contains the C library static libraries
for -static linking.  You don't need these, unless you link statically,
which is highly discouraged."
perl-String-CRC32,库,库, Perl interface for cyclic redundancy check generation," This packages provides a perl module to generate checksums from strings and
from files.

The checksums are the same as those calculated by ZMODEM, PKZIP, PICCHECK and
many others.

There's another perl module called String::CRC, which supports calculation of
CRC values of various widths (i.e. not just 32 bits), but the generated sums
differ from those of the programs mentioned above."
jboss-logging-tools,库,库, JBoss Logging I18n Annotation Processor, This pacakge contains JBoss Logging I18n Annotation Processor
vamp-plugin-sdk,库,库, An API for audio analysis and feature extraction plugins," Vamp is an API for C and C++ plugins that process sampled audio data
to produce descriptive output (measurements or semantic observations)."
java-17-openjdk-src,库,库, OpenJDK 17 Source Bundle," The java-17-openjdk-src sub-package contains the complete OpenJDK 17
class library source code for use by IDE indexers and debuggers."
libguestfs-winsupport,库,库, Add support for Windows guests to virt-v2v and virt-p2v," This optional package adds support for Windows guests (NTFS) to the
virt-v2v and virt-p2v programs.

This package also supports system compression (""Compact OS"") using the
plugin from https://github.com/ebiggers/ntfs-3g-system-compression"
perl-CPAN-Meta,库,库, Distribution metadata for a CPAN dist," Software distributions released to the CPAN include a META.json or, for older
distributions, META.yml, which describes the distribution, its contents, and
the requirements for building and installing the distribution. The data
structure stored in the META.json file is described in CPAN::Meta::Spec."
createrepo_c-libs,库,库, Library for repodata manipulation," Libraries for applications using the createrepo_c library
for easy manipulation with a repodata."
mingw64-glib2,库,库, MinGW Windows Glib2 library for the win64 target, MinGW Windows Glib2 library.
js-uglify,库,库," JavaScript parser, mangler/compressor and beautifier toolkit - core library"," JavaScript parser, mangler/compressor and beautifier toolkit.

This package ships a JavaScript library suitable for use by any JavaScript
runtime."
relaxngDatatype,库,库, RELAX NG Datatype API," RELAX NG is a public space for test cases and other ancillary software
related to the construction of the RELAX NG language and its
implementations."
spice-gtk3-vala,库,库, Vala bindings for the spice-gtk-3.0 library, A module allowing use of the spice-gtk-3.0 widget from vala
java_cup-javadoc,库,库, Javadoc for java_cup, Javadoc for java_cup
python3-protobuf,库,库, Python 3 bindings for Google Protocol Buffers, This package contains Python 3 libraries for Google Protocol Buffers
avahi-gobject,库,库,GObject wrapper library for Avahi ,This library contains a GObject wrapper for the Avahi API 
cglib,库,库, Code Generation Library for Java," cglib is a powerful, high performance and quality code generation library
for Java. It is used to extend Java classes and implements interfaces
at run-time."
bsh,库,库, Lightweight Scripting for Java," BeanShell is a small, free, embeddable, Java source interpreter with
object scripting language features, written in Java. BeanShell
executes standard Java statements and expressions, in addition to
obvious scripting commands and syntax. BeanShell supports scripted
objects as simple method closures like those in Perl and
JavaScript(tm). You can use BeanShell interactively for Java
experimentation and debugging or as a simple scripting engine for your
applications. In short: BeanShell is a dynamically interpreted Java,
plus some useful stuff. Another way to describe it is to say that in
many ways BeanShell is to Java as Tcl/Tk is to C: BeanShell is
embeddable - You can call BeanShell from your Java applications to
execute Java code dynamically at run-time or to provide scripting
extensibility for your applications. Alternatively, you can call your
Java applications and objects from BeanShell; working with Java
objects and APIs dynamically. Since BeanShell is written in Java and
runs in the same space as your application, you can freely pass
references to ""real live"" objects into scripts and return them as
results."
liblangtag-gobject,库,库, GObject introspection for liblangtag," The liblangtag-gobject package contains files for GObject introspection for
liblangtag."
php-process,库,库, Modules for PHP script using system process interfaces," The php-process package contains dynamic shared objects which add
support to PHP using system interfaces for inter-process
communication."
mingw64-winpthreads-static,库,库, Static version of the MinGW Windows pthreads library, Static version of the MinGW Windows pthreads library.
scala-swing,库,库, The swing library for the scala programming languages," This package contains the swing library for the scala programming languages. This library is required to develope GUI-releate applications in scala. The release provided by this package
is not the original version from upstream because this version is not compatible with JDK-1.7."
openblas-openmp64,库,库," An optimized BLAS library based on GotoBLAS2, OpenMP version"," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with OpenMP support and
64-bit interface."
liblayout,库,库, CSS based layouting framework," LibLayout is a layouting framework. It is based on the Cascading StyleSheets
standard. The layouting expects to receive its content as a DOM structure
(although it does not rely on the W3C-DOM API)."
libdbusmenu-gtk3,库,库, Library for passing menus over DBus - Development files - GTK+3 version, Shared libraries for the libdbusmenu-gtk3 library.
