name,label,predict,summary,description
alsa-lib,库,服务, The Advanced Linux Sound Architecture (ALSA) library," The Advanced Linux Sound Architecture (ALSA) provides audio and MIDI
functionality to the Linux operating system.

This package includes the ALSA runtime libraries to simplify application
programming and provide higher level functionality as well as support for
the older OSS API, providing binary compatibility for most OSS programs."
alsa-plugins-oss,服务,工具, Oss PCM output plugin for ALSA," This plugin converts the ALSA API over OSS API.  With this plugin,
ALSA native apps can run on OSS drivers.

This plugin provides the PCM type ""oss""."
alsa-plugins-pulseaudio,服务,工具, Alsa to PulseAudio backend," This plugin allows any program that uses the ALSA API to access a PulseAudio
sound daemon. In other words, native ALSA applications can play and record
sound across a network. There are two plugins in the suite, one for PCM and
one for mixer control."
alsa-plugins-samplerate,服务,工具, External rate converter plugin for ALSA," This plugin is an external rate converter using libsamplerate by Erik de
Castro Lopo."
alsa-plugins-speex,服务,工具, Rate Converter Plugin Using Speex Resampler," The rate plugin is an external rate converter using the Speex resampler
(aka Public Parrot Hack) by Jean-Marc Valin. The pcm plugin provides
pre-processing of a mono stream like denoise using libspeex DSP API."
alsa-plugins-upmix,服务,工具, Upmixer channel expander plugin for ALSA," The upmix plugin is an easy-to-use plugin for upmixing to 4 or
6-channel stream.  The number of channels to be expanded is determined
by the slave PCM or explicitly via channel option."
alsa-plugins-vdownmix,服务,工具, Downmixer to stereo plugin for ALSA," The vdownmix plugin is a downmixer from 4-6 channels to 2-channel
stereo headphone output.  This plugin processes the input signals with
a simple spacialization, so the output sounds like a kind of ""virtual
surround""."
alsa-sof-firmware,服务,其它,Firmware and topology files for Sound Open Firmware project ,This package contains the firmware binaries for the Sound Open Firmware project. 
alsa-tools-firmware,工具,服务, ALSA tools for uploading firmware to some soundcards," This package contains tools for flashing firmware into certain sound cards.
The following tools are available:

* hdsploader   - for RME Hammerfall DSP cards
* mixartloader - for Digigram miXart soundcards
* vxloader     - for Digigram VX soundcards
* usx2yloader  - second phase firmware loader for Tascam USX2Y USB soundcards"
anaconda-core,工具,服务, Core of the Anaconda installer," The anaconda-core package contains the program which was used to install your
system."
anaconda-user-help,工具,库, Content for the Anaconda built-in help system, This package provides content for the Anaconda built-in help system.
annobin,工具,库, Annotate and examine compiled binary files," Provides a plugin for GCC that records extra information in the files
that it compiles.

Note - the plugin is automatically enabled in gcc builds via flags
provided by the redhat-rpm-macros package."
anolis-indexhtml,服务,工具,Browser default start page for Anolis OS ,"The anolis-indexhtml package provides a welcome page shown by a web browser
after successful installation of Anolis OS.

This web page advises users on how to register their Anolis OS software and how
to get any support they might need. "
anolis-backgrounds,工具,服务, Anolis OS related desktop backgrounds," Licensed only for approved usage, see COPYING for details."
anolis-logos,工具,服务,Anolis OS related icons and pictures ,"Licensed only for approved usage, see COPYING for details. "
anolis-release,服务,其它,Anolis OS 8 release file ,Anolis OS 8 release files 
anolis-repos,服务,其它,Anolis OS package repositories ,Anolis OS package repository files for yum and dnf 
ansible-collection-microsoft-sql,工具,服务, The Ansible collection for Microsoft SQL Server management," This RPM installs the Ansible collection for Microsoft SQL Server management
microsoft.sql. This RPM also installs the roles provided by the collection in
the legacy roles format for users of Ansible < 2.9."
ansible-freeipa,工具,服务," Roles and playbooks to deploy FreeIPA servers, replicas and clients"," Ansible roles and playbooks to install and uninstall FreeIPA servers, replicas
and clients. Also modules management.

Note: The Ansible playbooks and roles require a configured Ansible environment
where the Ansible nodes are reachable and are properly set up to have an IP
address and a working package manager.

Features

- Server, replica and client deployment
- Cluster deployments: Server, replicas and clients in one playbook
- One-time-password (OTP) support for client installation
- Repair mode for clients
- Backup and restore, also to and from controller
- Modules for automembership rule management
- Modules for automount key management
- Modules for automount location management
- Modules for automount map management
- Modules for config management
- Modules for delegation management
- Modules for dns config management
- Modules for dns forwarder management
- Modules for dns record management
- Modules for dns zone management
- Modules for group management
- Modules for hbacrule management
- Modules for hbacsvc management
- Modules for hbacsvcgroup management
- Modules for host management
- Modules for hostgroup management
- Modules for location management
- Modules for permission management
- Modules for privilege management
- Modules for pwpolicy management
- Modules for role management
- Modules for self service management
- Modules for server management
- Modules for service management
- Modules for sudocmd management
- Modules for sudocmdgroup management
- Modules for sudorule management
- Modules for topology management
- Modules for trust management
- Modules for user management
- Modules for vault management

Supported FreeIPA Versions

FreeIPA versions 4.6 and up are supported by all roles.

The client role supports versions 4.4 and up, the server role is working with
versions 4.5 and up, the replica role is currently only working with versions
4.6 and up.

Supported Distributions

- RHEL/CentOS 7.4+
- Fedora 26+
- Ubuntu
- Debian 10+ (ipaclient only, no server or replica!)

Requirements

  Controller
  - Ansible version: 2.8+ (ansible-freeipa is an Ansible Collection)
  - /usr/bin/kinit is required on the controller if a one time password (OTP)
    is used

  Node
  - Supported FreeIPA version (see above)
  - Supported distribution (needed for package installation only, see above)

Limitations

External signed CA is now supported. But the currently needed two step process
is an issue for the processing in a simple playbook.
Work is planned to have a new method to handle CSR for external signed CAs in
a separate step before starting the server installation."
ansible-pcp,工具,服务, Ansible Metric collection for Performance Co-Pilot," A collection containing roles for Performance Co-Pilot (PCP) and related
software such as Redis and Grafana.  The collection is made up of several
Ansible roles, including:

redhat.rhel_metrics.pcp
A role for core PCP capabilities, configuring live performance analysis
with a large base set of metrics from the kernel and system services, as
well as data recording and rule inference.

redhat.rhel_metrics.redis
A role for configuring a local Redis server, suitable for use with a
Performance Co-Pilot archive repository (for single or many hosts) and
fast, scalable querying of metrics.

redhat.rhel_metrics.grafana
A role for configuring a local Grafana server, providing web frontend
visuals for Performance Co-Pilot metrics, both live and historically.
Data sources for Vector (live), Redis (historical) and interactive
bpftrace (eBPF) scripts can be configured by this role.  The PCP REST
API service (from the core pcp role) should be configured in order to
use this role.

redhat.rhel_metrics.bpftrace
A role that extends the core PCP role, providing metrics from bpftrace
scripts using Linux eBPF facilities.  Configuring authentication of a
local user capable of running bpftrace scripts via the PCP agent is a
key task of this role.

redhat.rhel_metrics.elasticsearch
A role that extends the core PCP role, providing metrics from a live
ElasticSearch instance for PCP analysis or exporting of PCP metric
values (and metadata) to ElasticSearch for the indexing and querying
of performance data."
ant,工具,库, Java build tool," Apache Ant is a Java library and command-line tool whose mission is to
drive processes described in build files as targets and extension
points dependent upon each other.  The main known usage of Ant is the
build of Java applications.  Ant supplies a number of built-in tasks
allowing to compile, assemble, test and run Java applications.  Ant
can also be used effectively to build non Java applications, for
instance C or C++ applications.  More generally, Ant can be used to
pilot any type of process which can be described in terms of targets
and tasks."
ant-testutil,工具,库, Test utility classes for ant, Test utility tasks for ant.
ant-contrib-javadoc,工具,库, Javadoc for ant-contrib, Api documentation for ant-contrib.
apache-commons-beanutils,库,工具, Java utility methods for accessing and modifying the properties of arbitrary JavaBeans," The scope of this package is to create a package of Java utility methods
for accessing and modifying the properties of arbitrary JavaBeans.  No
dependencies outside of the JDK are required, so the use of this package
is very lightweight."
apache-commons-collections,库,工具," Provides new interfaces, implementations and utilities for Java Collections"," The introduction of the Collections API by Sun in JDK 1.2 has been a
boon to quick and effective Java programming. Ready access to powerful
data structures has accelerated development by reducing the need for
custom container classes around each core object. Most Java2 APIs are
significantly easier to use because of the Collections API.
However, there are certain holes left unfilled by Sun's
implementations, and the Jakarta-Commons Collections Component strives
to fulfill them. Among the features of this package are:
- special-purpose implementations of Lists and Maps for fast access
- adapter classes from Java1-style containers (arrays, enumerations) to
Java2-style collections.
- methods to test or create typical set-theory properties of collections
such as union, intersection, and closure."
apache-commons-io,库,工具, Utilities to assist with developing IO functionality," Commons-IO contains utility classes, stream implementations,
file filters, and endian classes. It is a library of utilities
to assist with developing IO functionality."
apache-commons-parent,库,工具, Apache Commons Parent Pom, The Project Object Model files for the apache-commons packages.
appstream-data,库,服务, Cached AppStream metadata," This package provides the distribution specific AppStream metadata required
for the GNOME and KDE software centers."
apr-util,工具,库, Apache Portable Runtime Utility library," The mission of the Apache Portable Runtime (APR) is to provide a
free library of C data structures and routines.  This library
contains additional utility interfaces for APR; including support
for XML, LDAP, database interfaces, URI parsing and more."
apr-util-bdb,工具,库, APR utility library Berkeley DB driver," This package provides the Berkeley DB driver for the apr-util
DBM (database abstraction) interface."
apr-util-ldap,工具,库, APR utility library LDAP support, This package provides the LDAP support for the apr-util.
apr-util-mysql,工具,库, APR utility library MySQL DBD driver," This package provides the MySQL driver for the apr-util DBD
(database abstraction) interface."
apr-util-odbc,工具,服务, APR utility library ODBC DBD driver," This package provides the ODBC driver for the apr-util DBD
(database abstraction) interface."
apr-util-openssl,工具,库, APR utility library OpenSSL crypto support, This package provides the OpenSSL crypto support for the apr-util.
apr-util-pgsql,工具,服务, APR utility library PostgreSQL DBD driver," This package provides the PostgreSQL driver for the apr-util
DBD (database abstraction) interface."
apr-util-sqlite,工具,库, APR utility library SQLite DBD driver," This package provides the SQLite driver for the apr-util DBD
(database abstraction) interface."
arpwatch,工具,服务,Network monitoring tools for tracking IP addresses on a network ,"The arpwatch package contains arpwatch and arpsnmp.  Arpwatch and
arpsnmp are both network monitoring tools.  Both utilities monitor
Ethernet or FDDI network traffic and build databases of Ethernet/IP
address pairs, and can report certain changes via email.

Install the arpwatch package if you need networking monitoring devices
which will automatically keep track of the IP addresses on your
network. "
aspell-en,工具,服务, English dictionaries for Aspell," Provides the word list/dictionaries for the following: English, Canadian
English, British English"
at-spi2-core,库,服务, Protocol definitions and daemon for D-Bus at-spi," at-spi allows assistive technologies to access GTK-based
applications. Essentially it exposes the internals of applications for
automation, so tools such as screen readers, magnifiers, or even
scripting interfaces can query and interact with GUI controls.

This version of at-spi is a major break from previous versions.
It has been completely rewritten to use D-Bus rather than
ORBIT / CORBA for its transport protocol."
attr,工具,库, Utilities for managing filesystem extended attributes," A set of tools for manipulating extended attributes on filesystem
objects, in particular getfattr(1) and setfattr(1).
An attr(1) command is also provided which is largely compatible
with the SGI IRIX tool of the same name."
libattr,工具,库, Dynamic library for extended attribute support," This package contains the libattr.so dynamic library which contains
the extended attribute system calls and library functions."
audit,工具,服务, User space tools for kernel auditing," The audit package contains the user space utilities for
storing and searching the audit records generated by
the audit subsystem in the Linux 2.6 and later kernels."
authselect-libs,库,工具, Utility library used by the authselect tool," Common library files for authselect. This package is used by the authselect
command line tool and any other potential front-ends."
autoconf213,工具,服务, A GNU tool for automatically configuring source code," GNU's Autoconf is a tool for configuring source code and Makefiles.
Using Autoconf, programmers can create portable and configurable
packages, since the person building the package is allowed to specify
various configuration options.

You should install Autoconf if you are developing software and you
would like to use it to create shell scripts that will configure your
source code packages. If you are installing Autoconf, you will also
need to install the GNU m4 package.

Note that the Autoconf package is not required for the end-user who
may be configuring software with an Autoconf-generated script;
Autoconf is only required for the generation of the scripts, not their
use."
avahi-ui,工具,服务, Gtk user interface library for Avahi (Gtk+ 2 version), This library contains a Gtk 2.x widget for browsing services.
avahi-ui-gtk3,工具,库, Gtk user interface library for Avahi (Gtk+ 3 version), This library contains a Gtk 3.x widget for browsing services.
python3-avahi,库,服务,Python3 Avahi bindings ,Python3 Avahi bindings. 
babl-devel-docs,库,工具, Documentation for developing programs that will use babl, This package contains documentation needed for developing with babl.
bacula-client,工具,服务, Bacula backup client," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains the bacula client, the daemon running on the system to be
backed up."
bacula-common,工具,服务, Common Bacula files," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains files common to all Bacula daemons."
bacula-director,工具,服务, Bacula Director files," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains the director files."
bacula-logwatch,工具,库, Bacula Director logwatch scripts," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains logwatch scripts for Bacula Director."
baobab,工具,库, A graphical directory tree analyzer," Baobab is able to scan either specific directories or the whole filesystem, in
order to give the user a graphical tree representation including each
directory size or percentage in the branch.  It also auto-detects in real-time
any change made to your home folder as far as any mounted/unmounted device."
basesystem,服务,其它, The skeleton package which defines a simple  system," Basesystem defines the components of a basic  system
(for example, the package installation order to use during bootstrapping).
Basesystem should be in every installation of a system, and it
should never be removed."
bash,工具,服务,The GNU Bourne Again shell ,"The GNU Bourne Again shell (Bash) is a shell or command language
interpreter that is compatible with the Bourne shell (sh). Bash
incorporates useful features from the Korn shell (ksh) and the C shell
(csh). Most sh scripts can be run by bash without modification. "
bcc,工具,库, BPF Compiler Collection (BCC)," BCC is a toolkit for creating efficient kernel tracing and manipulation
programs, and includes several useful tools and examples. It makes use of
extended BPF (Berkeley Packet Filters), formally known as eBPF, a new feature
that was first added to Linux 3.15. BCC makes BPF programs easier to write,
with kernel instrumentation in C (and includes a C wrapper around LLVM), and
front-ends in Python and lua. It is suited for many tasks, including
performance analysis and network traffic control."
bind,服务,库, The Berkeley Internet Name Domain (BIND) DNS (Domain Name System) server," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named),
which resolves host names to IP addresses; a resolver library
(routines for applications to use when interfacing with DNS); and
tools for verifying that the DNS server is operating properly."
bind-libs,库,服务, Libraries used by the BIND DNS packages," Contains heavyweight version of BIND suite libraries used by both named DNS
server and utilities in bind-utils package."
bind-libs-lite,库,服务, Libraries for working with the DNS protocol," Contains lite version of BIND suite libraries which are used by various
programs to work with DNS protocol."
bind-utils,工具,服务, Utilities for querying DNS name servers," Bind-utils contains a collection of utilities for querying DNS (Domain
Name System) name servers to find out information about Internet
hosts. These tools will provide you with the IP addresses for given
host names, as well as other information about registered domains and
network addresses.

You should install bind-utils if you need to get information from DNS name
servers."
bind9.16,服务,库, The Berkeley Internet Name Domain (BIND) DNS (Domain Name System) server," BIND (Berkeley Internet Name Domain) is an implementation of the DNS
(Domain Name System) protocols. BIND includes a DNS server (named),
which resolves host names to IP addresses; a resolver library
(routines for applications to use when interfacing with DNS); and
tools for verifying that the DNS server is operating properly."
bind9.16-dnssec-utils,工具,服务, DNSSEC keys and zones management utilities," Bind-dnssec-utils contains a collection of utilities for editing
DNSSEC keys and BIND zone files. These tools provide generation,
revocation and verification of keys and DNSSEC signatures in zone files.

You should install bind9.16-dnssec-utils if you need to sign a DNS zone
or maintain keys for it."
bind9.16-libs,库,服务, Libraries used by the BIND DNS packages," Contains heavyweight version of BIND suite libraries used by both named DNS
server and utilities in bind9.16-utils package."
bison-runtime,工具,库, Runtime support files used by Bison-generated parsers," The bison-runtime package contains files used at runtime by parsers
that Bison generates.  Packages whose binaries contain parsers
generated by Bison should depend on bison-runtime to ensure that
these files are available.  See the Internationalization in the
Bison manual section for more information."
bluez,工具,服务, Bluetooth utilities," Utilities for use in Bluetooth applications:
	- hcitool
	- hciattach
	- hciconfig
	- bluetoothd
	- l2ping
	- rfcomm
	- sdptool
	- bluetoothctl
	- btmon
	- hcidump
	- l2test
	- rctest
	- gatttool
	- start scripts (Red Hat)
	- pcmcia configuration files

The BLUETOOTH trademarks are owned by Bluetooth SIG, Inc., U.S.A."
bluez-hid2hci,工具,服务,Put HID proxying bluetooth HCI's into HCI mode ,"Most allinone PC's and bluetooth keyboard / mouse sets which include a
bluetooth dongle, ship with a so called HID proxying bluetooth HCI.
The HID proxying makes the keyboard / mouse show up as regular USB HID
devices (after connecting using the connect button on the device + keyboard),
which makes them work without requiring any manual configuration.

The bluez-hid2hci package contains the hid2hci utility and udev rules to
automatically switch supported Bluetooth devices into regular HCI mode.

Install this package if you want to use the bluetooth function of the HCI
with other bluetooth devices like for example a mobile phone.

Note that after installing this package you will first need to pair your
bluetooth keyboard and mouse with the bluetooth adapter before you can use
them again. Since you cannot use your bluetooth keyboard and mouse until
they are paired, this will require the use of a regular (wired) USB keyboard
and mouse. "
boom-boot,工具,库,A set of libraries and tools for managing boot loader entries ,"Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch. "
boom-boot-conf,工具,库, A set of libraries and tools for managing boot loader entries," Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch.

This package provides configuration files for boom."
boom-boot-grub2,工具,服务,A set of libraries and tools for managing boot loader entries ,"Boom is a boot manager for Linux systems using boot loaders that support
the BootLoader Specification for boot entry configuration.

Boom requires a BLS compatible boot loader to function: either the
systemd-boot project, or Grub2 with the BLS patch.

This package provides integration scripts for grub2 bootloader. "
boost-examples,库,服务, Source examples for the Boost C++ libraries, This package contains example source files distributed with boost.
boost-jam,库,工具, A low-level build tool," Boost.Jam (BJam) is the low-level build engine tool for Boost.Build.
Historically, Boost.Jam is based on on FTJam and on Perforce Jam but has grown
a number of significant features and is now developed independently."
booth,工具,服务, Ticket Manager for Multi-site Clusters," Booth manages tickets which authorize cluster sites located
in geographically dispersed locations to run resources.
It facilitates support of geographically distributed
clustering in Pacemaker."
booth-arbitrator,工具,服务, Booth support for running as an arbitrator," Support for running Booth, ticket manager for multi-site clusters,
as an arbitrator."
booth-core,工具,服务," Booth core files (executables, etc.)"," Core files (executables, etc.) for Booth, ticket manager for
multi-site clusters."
booth-site,工具,服务, Booth support for running as a full-fledged site," Support for running Booth, ticket manager for multi-site clusters,
as a full-fledged site."
brasero,工具,服务, Gnome CD/DVD burning application," Simple and easy to use CD/DVD burning application for the Gnome
desktop."
brasero-nautilus,工具,库, Nautilus extension for brasero, The brasero-nautilus package contains the brasero nautilus extension.
breeze-icon-theme,工具,服务, Breeze icon theme, Breeze icon theme.
breeze-icon-theme-rcc,工具,服务, breeze Qt resource files, breeze Qt resource files.
brlapi,库,服务, Application Programming Interface for BRLTTY," This package provides the run-time support for the Application
Programming Interface to BRLTTY.

Install this package if you have an application which directly accesses
a refreshable braille display."
brltty-dracut,服务,工具, brltty module for Dracut, This package provides brltty module for Dracut.
byaccj,工具,库, Parser Generator with Java Extension," BYACC/J is an extension of the Berkeley v 1.8 YACC-compatible
parser generator. Standard YACC takes a YACC source file, and
generates one or more C files from it, which if compiled properly,
will produce a LALR-grammar parser. This is useful for expression
parsing, interactive command parsing, and file reading. Many
megabytes of YACC code have been written over the years.
This is the standard YACC tool that is in use every day to produce
C/C++ parsers. I have added a ""-J"" flag which will cause BYACC to
generate Java source code, instead. So there finally is a YACC for
Java now!"
byteman,工具,库, Java agent-based bytecode injection tool," Byteman is a tool which simplifies tracing and testing of Java programs.
Byteman allows you to insert extra Java code into your application,
either as it is loaded during JVM startup or even after it has already
started running. The injected code is allowed to access any of your data
and call any application methods, including where they are private.
You can inject code almost anywhere you want and there is no need to
prepare the original source code in advance nor do you have to recompile,
repackage or redeploy your application. In fact you can remove injected
code and reinstall different code while the application continues to execute."
c2esp,服务,库, CUPS driver for Kodak AiO printers, CUPS filters and drivers for Kodak ESP and Hero all in one printers.
ca-certificates,工具,服务, The Mozilla CA root certificate bundle," This package contains the set of CA certificates chosen by the
Mozilla Foundation for use with the Internet PKI."
cdrdao,工具,库, Writes audio CD-Rs in disk-at-once (DAO) mode," Cdrdao records audio CD-Rs in disk-at-once (DAO) mode, based on a
textual description of the CD contents. Recording in DAO mode writes
the complete disc (lead-in, one or more tracks, and lead-out) in a
single step. DAO allows full control over the length and the contents
of pre-gaps, the pause areas between tracks."
icedax,库,工具, A utility for sampling/copying .wav files from digital audio CDs," Icedax is a sampling utility for CD-ROM drives that are capable of
providing a CD's audio data in digital form to your host. Audio data
read from the CD can be saved as .wav or .sun format sound files.
Recording formats include stereo/mono, 8/12/16 bits and different
rates. Icedax can also be used as a CD player."
librados2,库,服务, RADOS distributed object store client library," RADOS is a reliable, autonomic distributed object storage cluster
developed as part of the Ceph distributed storage system. This is a
shared library allowing applications to access the distributed object
store using a simple file-like interface."
checkpolicy,工具,库, SELinux policy compiler," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

This package contains checkpolicy, the SELinux policy compiler.
Only required for building policies."
cheese,工具,库, Application for taking pictures and movies from a webcam," Cheese is a Photobooth-inspired GNOME application for taking pictures and
videos from a webcam. It can also apply fancy graphical effects."
chrome-gnome-shell,工具,服务, Support for managing GNOME Shell Extensions through web browsers," Browser extension for Google Chrome/Chromium, Firefox, Vivaldi, Opera (and
other Browser Extension, Chrome Extension or WebExtensions capable browsers)
and native host messaging connector that provides integration with GNOME Shell
and the corresponding extensions repository https://extensions.gnome.org."
chrpath,工具,库,Modify rpath of compiled programs ,"chrpath allows you to modify the dynamic library load path (rpath) of
compiled programs.  Currently, only removing and modifying the rpath
is supported. "
cifs-utils,工具,服务,Utilities for mounting and managing CIFS mounts ,"The SMB/CIFS protocol is a standard file sharing protocol widely deployed
on Microsoft Windows machines. This package contains tools for mounting
shares on Linux using the SMB/CIFS protocol. The tools in this package
work in conjunction with support in the kernel to allow one to mount a
SMB/CIFS share onto a client and use it as if it were a standard Linux
file system. "
clang,工具,库, A C language family front-end for LLVM," clang: noun
    1. A loud, resonant, metallic sound.
    2. The strident call of a crane or goose.
    3. C-language family front-end toolkit.

The goal of the Clang project is to create a new C, C++, Objective C
and Objective C++ front-end for the LLVM compiler. Its tools are built
as libraries and designed to be loosely-coupled and extensible.

Install compiler-rt if you want the Blocks C language extension or to
enable sanitization and profiling options when building, and
libomp-devel to enable -fopenmp."
clang-resource-filesystem,工具,其它, Filesystem package that owns the clang resource directory, This package owns the clang resouce directory: $libdir/clang/$version/
cldr-emoji-annotation,工具,服务, Emoji annotation files in CLDR, This package provides the emoji annotation file by language in CLDR.
clevis,工具,服务, Automated decryption framework," Clevis is a framework for automated decryption. It allows you to encrypt
data using sophisticated unlocking policies which enable decryption to
occur automatically.

The clevis package provides basic encryption/decryption policy support.
Users can use this directly; but most commonly, it will be used as a
building block for other packages. For example, see the clevis-luks
and clevis-dracut packages for automatic root volume unlocking of LUKS
volumes during early boot."
clevis-dracut,工具,服务, Dracut integration for clevis, Automatically unlocks LUKS block devices in early boot.
clevis-luks,工具,服务, LUKS integration for clevis," LUKS integration for clevis. This package allows you to bind a LUKS
volume to a clevis unlocking policy. For automated unlocking, an unlocker
will also be required. See, for example, clevis-dracut and clevis-udisks2."
clevis-systemd,工具,服务, systemd integration for clevis, Automatically unlocks clevis-bound LUKS block devices during boot.
clevis-udisks2,工具,服务, UDisks2/Storaged integration for clevis," Automatically unlocks LUKS block devices in desktop environments that
use UDisks2 or storaged (like GNOME)."
cloud-init,服务,工具, Cloud instance init scripts," Cloud-init is a set of init scripts for cloud instances.  Cloud instances
need special scripts to run during initialization to retrieve and install
ssh keys and to let the user run various scripts."
cloud-utils-growpart,工具,服务, Script for growing a partition," This package provides the growpart script for growing a partition. It is
primarily used in cloud images in conjunction with the dracut-modules-growroot
package to grow the root partition on first boot."
clufter-bin,工具,库, Common internal compiled files for clufter," While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains internal, arch-specific files for clufter."
clufter-common,工具,库, Common internal data files for clufter," While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains internal, arch-agnostic files for clufter."
clufter-lib-ccs,库,工具, Extra plugins for transforming/analyzing CMAN configuration," This package contains set of additional plugins targeting CMAN cluster
configuration: either experimental commands or internally unused, reusable
formats and filters."
clufter-lib-general,库,工具, Extra clufter plugins usable for/as generic/auxiliary products," This package contains set of additional plugins targeting variety of generic
formats often serving as a byproducts in the intermediate steps of the overall
process arrangement: either experimental commands or internally unused,
reusable formats and filters."
clutter,工具,库, Open Source software library for creating rich graphical user interfaces," Clutter is an open source software library for creating fast,
visually rich graphical user interfaces. The most obvious example
of potential usage is in media center type applications.
We hope however it can be used for a lot more."
cmake,工具,库, Cross-platform make system," CMake is used to control the software compilation process using simple
platform and compiler independent configuration files. CMake generates
native makefiles and workspaces that can be used in the compiler
environment of your choice. CMake is quite sophisticated: it is possible
to support complex environments requiring system configuration, preprocessor
generation, code generation, and template instantiation."
cmake-data,工具,库, Common data-files for cmake, This package contains common data-files for cmake.
cmake-filesystem,工具,其它, Directories used by CMake modules, This package owns all directories used by CMake modules.
cmake-gui,工具,服务, Qt GUI for cmake, The cmake-gui package contains the Qt based GUI for cmake.
colord-libs,库,服务, Color daemon library," colord is a low level system activated daemon that maps color devices
to color profiles in the system context."
color-filesystem,库,其它, Color filesystem layout, This package provides some directories that are required/used to store color.
compat-guile18,工具,库, A GNU implementation of Scheme for application extensibility," GUILE (GNU's Ubiquitous Intelligent Language for Extension) is a library
implementation of the Scheme programming language, written in C.  GUILE
provides a machine-independent execution platform that can be linked in
as a library during the building of extensible programs.

Install the compat-guile18 package if you'd like to add extensibility to
programs that you are developing."
compat-openssl10,库,服务, Compatibility version of the OpenSSL library," The OpenSSL toolkit provides support for secure communications between
machines. This version of OpenSSL package contains only the libraries
and is provided for compatibility with previous releases and software
that does not support compilation with OpenSSL-1.1."
