1130 5308
1343 3085
5759 2065
3252 3273
3266 1409
1777 1790
1343 3290
4145 2758
3203 3205
1640 6174
624 619
399 427
429 5787
585 584
6601 3511
2701 5385
2226 2219
5333 630
4652 4600
1442 3308
3256 6706
3269 6335
1130 321
2401 2400
6748 1439
510 909
3185 5773
860 1201
2414 2413
3252 6719
234 1158
5790 6501
1684 892
1043 3346
4421 4447
4392 5428
1777 1846
234 4868
234 1200
2303 1399
2246 6472
4295 4318
6174 6226
4184 4260
4474 5721
429 4799
6229 6155
5591 3414
2882 3182
1130 2398
1343 3297
1343 280
234 5326
2638 4057
4481 5721
1777 1852
1288 1287
399 3000
5471 4093
4400 5721
462 5813
4074 4738
3113 5833
4087 4972
6174 6125
1243 73
2882 4861
2714 2782
3276 3275
3276 253
6174 6137
638 633
2484 2481
2460 5751
6702 6695
398 212
234 584
3407 3219
5749 5018
6177 6093
1292 5434
6335 6089
1693 6552
6583 1671
4295 4579
1343 1220
1339 2757
4614 4495
545 3405
4145 465
2461 5636
1130 4064
519 2049
4951 5839
4074 3807
6310 6179
855 1113
2460 591
1099 254
234 1533
1137 5471
2849 534
4327 4283
4636 4729
2411 2479
5316 5305
6729 4258
1130 6578
6728 5714
4074 579
579 6593
429 2161
3144 2953
3450 795
5835 3413
3159 5759
4145 1254
1499 1571
234 4122
4074 255
2246 3457
3277 5645
5657 1049
4692 4885
6174 6196
1130 830
1343 5575
1130 758
2619 2623
4295 4690
580 766
2287 383
1343 4067
4073 5449
1343 1194
4074 587
4291 4454
6164 6229
6274 6093
5630 700
6069 6259
6174 6130
5333 2432
3113 1380
6174 6147
5333 675
2947 3063
4074 1080
5832 2101
3081 2951
1459 4135
1063 1511
6174 6327
6174 6089
234 4214
1343 831
234 4243
4283 3786
6171 6290
234 5235
4074 2455
5073 5248
632 631
234 4869
2596 3440
2157 2025
3262 5385
234 1167
1130 3780
1343 6453
5330 2442
2801 5559
292 416
6217 6205
1343 11
6072 6259
3942 1229
234 5807
305 417
2947 2959
3680 3686
1344 3372
3998 3997
4295 4498
3138 2667
2394 2489
6748 6578
4295 4343
1684 1247
4636 4643
5061 5062
2087 2084
3388 5457
1343 607
6060 6223
6748 2171
1777 1806
4481 4549
2584 5385
6119 6133
1343 6564
1343 3280
900 901
4295 4308
5558 5561
607 5776
4710 63
5749 5801
5330 2420
1343 5507
2181 2190
1684 2598
980 961
1339 2812
574 2162
6748 2175
1243 6577
234 1515
5350 631
4159 2735
4871 5305
6748 3941
3207 3226
2432 2479
1343 2377
1343 1720
557 565
3259 2142
3826 3047
6179 6061
4168 4231
1343 3254
3659 3732
4283 6342
1063 1523
1640 3439
1063 344
6174 6345
1235 1719
579 5605
6639 3097
510 1202
4283 4385
3252 3283
1339 1712
1130 2825
156 5805
1343 2894
1137 1224
3715 3658
399 1440
6060 6333
4295 4716
6174 6075
6174 6305
2246 2202
4614 4579
4114 5682
4514 3448
5562 5560
2938 3052
4283 4652
6748 253
2409 2410
178 1399
6748 2219
369 377
4614 1065
4400 3879
2246 3548
1343 4135
3260 4099
1343 6174
1765 3600
5073 1045
1343 234
4283 4388
234 1360
4270 5783
5004 5264
3942 1202
4295 4380
2455 3372
4503 4283
1744 1064
2390 2488
1458 5819
5333 644
2724 672
1259 1249
6150 6230
6060 6193
5872 5910
1343 3431
234 4207
5824 5826
234 4282
1339 283
4481 4622
1343 5725
5374 5375
3788 2777
3265 2217
245 6665
5832 516
234 460
6163 6337
6716 3305
252 250
510 6622
1343 801
4831 3526
1241 4283
0 4217
1343 3630
3175 2759
4283 4454
4514 4454
2708 1340
2898 1007
4400 4542
2693 4178
344 361
1343 5748
1151 1168
2137 3747
1684 2007
1343 2381
2246 3524
3276 1234
1339 1709
2870 6671
3252 2479
1777 1930
3516 4843
1672 464
6174 6163
5832 517
6406 6403
1343 380
4614 4483
238 4258
6060 6170
5872 5958
48 2182
6174 6277
1132 1019
234 5425
234 1935
6748 1160
1243 392
6729 1658
1762 843
2246 108
1293 1296
1343 3152
3116 3191
1343 4415
1343 119
2786 3455
234 3446
1343 20
822 667
1339 3216
3260 5636
1782 3003
1137 3778
1343 3892
4790 4797
4168 4221
245 6655
1130 626
3936 3938
1343 1298
1449 3045
5333 2398
2714 6735
4292 4399
3252 2411
3457 3596
1343 6734
6259 6253
5657 5452
1343 1195
1130 3854
6748 4074
1137 5388
5504 5532
4291 4408
5630 2047
1130 3892
1343 1458
6134 6045
614 6424
6748 4957
2246 6036
3276 2953
234 1344
5378 619
2417 2413
1343 2890
3116 4071
604 6424
4481 4492
1130 3381
1343 1161
3299 4057
136 3605
6572 465
6174 6161
3952 2369
1343 4608
2246 3565
1137 4274
3260 4068
178 2004
4698 4181
542 1455
4074 227
4421 1315
5296 88
1130 1209
6475 1378
5410 4000
5503 5514
6060 6280
4400 4713
3942 4773
3264 6711
6360 6371
6572 1394
4509 4584
3134 3111
1343 3115
396 5553
1063 1503
2039 2038
4825 3524
2246 3595
2872 1264
6701 2142
1343 2295
2639 434
3936 903
3138 6735
802 803
4265 1080
3863 5851
2385 651
677 676
209 6541
2728 3872
234 2362
3259 463
2246 1733
4984 4983
2766 5427
6702 6688
1130 191
2436 2489
3380 6752
3260 3440
1343 3275
1130 5833
706 5770
6182 6179
3457 4109
3252 2226
1130 4112
5005 4794
3116 5645
6729 2491
580 4082
1343 2611
4959 247
4303 4571
1343 4704
1343 473
2246 3588
1365 1126
519 5469
3660 3710
4283 4620
6728 5829
1343 5359
3734 3700
234 1733
4283 4509
6060 6248
1720 2065
5419 1240
5657 1231
2606 4969
2694 2690
2392 2487
5778 5775
3509 3560
484 6400
84 86
2246 1487
1174 1193
3076 2946
4074 1025
2724 5385
394 2601
324 1151
1343 2598
5333 641
4168 4196
1469 5789
2786 2157
4400 4630
1174 1176
2303 1110
4400 4432
4679 5428
4037 1740
6748 3795
1641 1401
1130 1026
6236 6093
6614 2479
5409 4001
3170 2065
3629 462
4481 4339
2805 5492
2389 2387
5330 1661
234 616
5835 6513
4295 4537
239 3985
3290 2157
3159 5770
2849 4946
3655 3664
1137 676
5425 5428
833 900
4168 4186
4508 4189
5009 3309
3138 1675
5630 5442
6119 6100
4295 4320
1130 2861
1042 1041
1343 5810
4614 4549
2642 1677
5865 3980
1343 2702
721 656
192 3101
6164 6243
2947 3006
1343 5303
5630 5859
1130 4774
2460 5486
6729 4761
234 1595
3252 2037
1343 5355
1343 6753
1343 3246
6748 4030
6748 3450
456 2736
3942 2199
4614 4418
1130 2855
1343 3091
6074 6229
3159 5773
6748 5457
4168 4237
4074 2034
4295 4496
0 5843
4538 4725
4433 4311
640 619
1137 6398
3265 3281
1099 263
4283 4298
6470 4155
4283 4483
1137 0
1343 4018
1343 6516
1700 1239
2584 485
5557 637
1684 899
1130 469
4698 4125
3265 6565
2389 2419
2246 132
3655 3708
6039 1625
1130 417
4784 6383
3269 1408
1137 3929
4968 4971
2084 746
1343 4168
5005 3964
1339 1716
1343 227
3260 595
5240 5061
1343 5582
1343 3216
234 653
5419 815
2947 2973
833 591
4283 4347
4760 4763
939 944
4074 1359
4400 4629
3252 2153
3185 5774
1343 6552
5872 5894
5832 6618
3266 5789
1343 5600
6281 6096
1330 1327
2724 5390
234 2150
2638 5466
2247 2799
4610 4682
5007 5150
4074 4035
3185 1375
4979 5644
1343 3884
3154 3155
1343 2902
5835 3762
234 18
3290 2142
1383 1389
1339 2672
4295 4550
5103 4993
318 418
5657 5778
2885 4935
1243 1302
3260 155
6282 6259
1061 6479
6561 6540
3194 4168
2460 775
2724 5366
4074 3146
4073 4075
3128 629
1137 6387
2460 3138
1137 229
6230 603
833 574
1137 469
1137 1168
3357 5459
234 286
4291 4604
5865 6389
4481 4517
2873 5447
510 247
2821 497
3446 3448
1399 1378
2853 1381
2438 2435
6644 6645
6748 5348
399 1401
5749 1166
1287 1655
3720 3721
1130 3344
5005 960
633 5789
3511 3596
2029 675
3260 576
6746 6520
5503 5521
234 6698
234 5282
3212 3201
4145 621
5760 5779
3339 5547
1343 1701
860 1176
1343 2672
4614 3755
5460 5455
35 5630
774 775
5333 2400
3265 2411
1343 6517
4481 4692
4184 4262
2162 4795
5256 5253
234 164
4263 4238
5837 3614
6060 6357
234 4079
234 1291
1343 3935
3937 1408
1945 1949
6181 6179
6754 5457
2635 894
510 1210
1343 2804
3085 3087
1343 2402
4283 4262
394 5621
3688 3669
4640 4422
644 629
1707 1706
234 3209
4710 4496
234 1382
5364 649
1368 898
571 570
6748 494
4550 4258
971 999
4980 3412
1137 4907
1343 616
6212 6089
3276 2601
634 629
4400 4591
189 4071
5672 3456
1343 4430
1036 4862
4074 3142
820 647
3269 2196
6748 5805
1146 1151
1130 2908
6039 2806
4295 4453
125 4791
3700 3701
2394 2428
748 2735
2724 5361
234 6568
1343 4040
1343 5756
1130 765
5594 3090
1339 1051
6174 6167
3276 6577
6289 6266
3258 4969
2343 2489
4168 4211
1343 3858
6039 1121
3937 2
1137 1231
399 73
3936 517
6184 6209
234 1202
6174 6249
3953 3203
4400 4726
5832 1351
2601 5471
1130 3857
394 1094
4145 1680
6578 899
3284 3268
1339 475
1343 5670
2392 2384
1130 2182
1339 1711
1006 1008
2246 4953
1777 1927
6039 1017
2675 1673
2246 2242
178 1248
1777 1872
5002 5113
2427 2489
5260 5448
2796 2697
5482 5484
1063 3359
4837 3481
3108 1300
1343 5357
804 807
1103 1102
5333 5370
709 5783
5594 3102
1114 60
2101 2103
1343 6388
4295 4540
234 456
91 4799
804 811
6729 5075
3824 3040
5835 3095
1343 4467
1455 6587
394 305
4168 4191
3439 3446
5419 1451
607 4056
4184 4199
6702 6486
3629 3785
3686 3687
4283 4571
4295 4037
398 1302
5872 5877
3659 3708
84 85
234 1215
292 291
894 895
2756 1110
1744 1680
5342 5218
4145 1690
3937 2200
6232 6259
3942 418
4068 973
1130 6184
4296 4285
1343 5332
3260 3192
485 1378
1155 1147
155 5803
5330 640
234 1287
6289 6331
6511 5832
510 5455
3417 5807
5872 5955
4295 4560
4265 4898
1343 1040
3108 621
5835 5437
1130 4033
4545 64
1684 1248
5455 5457
4707 4283
234 2163
6289 6096
4283 4294
5519 5522
140 3496
5005 1037
449 2361
1455 3949
580 4112
398 6619
1035 6620
4645 4381
6577 842
179 4163
3131 6209
2885 796
1343 1735
4400 4538
833 2056
4788 3662
3083 5471
627 628
5835 5783
2246 3567
5330 627
3116 4070
6208 6155
6060 6349
3169 3893
2246 4938
4145 4778
5593 841
579 3092
6509 546
2246 1328
1343 4453
1343 3777
5005 5146
1130 6606
3252 2142
1343 3445
2437 2488
234 5423
862 1195
5333 2410
765 766
234 5592
3433 3237
2765 899
1130 3763
1343 51
4254 4258
4781 1402
4481 4395
4073 1202
4912 5561
1343 2723
1343 3247
510 1166
3335 2234
4184 4243
0 4255
234 1125
1137 5357
1130 5393
2666 4029
1339 3146
323 5848
1343 6588
6748 4857
4503 4571
2660 5460
4364 4283
607 5766
2381 2425
234 6491
2947 3048
4712 4285
1343 4268
1130 311
5719 169
2444 2445
1137 2181
2827 1218
6351 603
3213 3220
1343 1270
2456 2616
4043 3125
5567 5571
591 200
5749 1642
2029 5873
6748 3910
4481 4371
5835 4856
6157 6306
3955 3956
1343 3834
4074 3879
5333 5385
1343 1090
2246 3472
2733 3800
4291 4678
4074 816
1001 961
2247 3760
6174 6293
4074 5773
2721 2722
3180 5751
1036 5468
1036 506
1343 1211
1343 4072
5872 5971
3880 886
4291 4553
155 1768
1343 2396
3937 1009
3271 3272
4184 4177
2747 528
3698 3664
178 6375
1777 4050
1137 672
3762 1136
3116 1224
6048 6092
1343 120
5009 3958
234 5034
3178 3213
3289 2866
3863 3344
5333 664
5519 5507
396 2220
1343 3908
6424 6431
4673 4283
4283 4233
1137 5343
234 2182
6282 6093
5750 2735
623 619
6511 5402
178 1247
1343 590
5307 5305
2455 804
5654 741
1299 2196
178 2598
35 5458
4374 4283
4400 4675
35 2415
1343 4012
2246 3488
3655 3690
794 795
5007 5260
1137 6518
4837 3574
3288 3871
5832 5837
1132 1181
4614 1309
3450 4917
3676 3677
3276 529
3138 1716
234 6461
833 5562
2638 5458
4291 4680
2465 2462
4700 0
4295 4477
394 1300
4478 4609
1137 2119
1640 247
2455 2735
2947 3067
1343 2423
855 3766
413 414
5630 3940
607 4783
6728 2070
2843 497
1237 2952
3252 4968
1146 1169
833 0
3178 3207
3410 3407
4503 4307
6702 6690
5007 5414
6748 3342
4074 1363
4770 4771
2328 2333
4295 6096
3224 3215
3258 5379
860 1150
1343 909
6174 6154
1343 1713
5098 5224
1304 1317
5005 2778
1451 6558
1130 6342
607 4969
2638 228
4074 3341
4265 3300
1137 4167
1753 4168
1343 2738
6139 6242
2786 6515
6039 703
234 4852
1137 45
1137 5217
1063 1566
234 2075
3288 5128
6466 1202
4291 4442
429 2163
234 224
1339 2621
234 6480
1122 1463
1137 521
1343 689
4903 1394
4291 4493
234 4233
1063 1601
1343 4776
1343 2466
48 4164
2786 1244
4145 2374
4291 739
4283 3802
6060 6049
1118 4893
2728 2671
6748 395
234 5030
2387 2416
4511 4512
4565 4395
344 359
2460 38
4433 63
156 160
894 905
2397 2434
5419 3203
3723 3717
189 5454
1063 1609
4593 585
1130 5740
6060 6320
6140 6227
429 3613
6505 548
5832 3910
4068 979
5542 5541
4074 4001
234 3740
1343 3135
5832 5870
4788 3710
5005 2003
5227 2376
3762 587
914 5808
209 212
3262 6375
1343 3349
989 961
4912 4035
27 19
6505 4057
1063 3368
2673 1014
4636 4462
5005 2116
398 894
4168 4198
1137 1209
5304 3210
3457 3560
1645 1655
5609 5610
2626 2623
2084 2088
1945 4049
6174 6259
2724 5364
429 5028
2766 4852
1339 719
3097 8
6748 4955
2246 4806
860 857
1137 2162
6150 6074
1777 1853
3276 5075
4509 63
3762 5630
5330 641
2246 3419
1137 1214
4413 4547
1343 4701
2445 2479
3863 238
1343 3185
2882 5333
1343 1642
1343 4886
344 351
3222 1373
4454 4194
1343 857
2849 3899
4043 4929
1689 4080
510 5856
3286 3784
580 3883
1499 1507
4043 2801
2395 2406
3138 895
344 342
234 1557
3252 3875
3270 1091
1130 4063
234 1993
1343 629
5594 12
3629 6708
1339 6539
3178 5007
4630 3786
3116 1036
715 671
3105 2713
1343 3921
2947 3009
5503 2050
5240 583
35 2420
4886 4887
4893 4896
1137 6578
3937 1005
3487 148
1343 2862
417 5309
1287 3203
5134 5111
4616 4285
5111 5087
6174 6257
2060 2056
1343 5018
6492 6493
1339 5818
2034 5467
1354 630
1130 3806
3776 3775
4292 63
6748 2157
3655 3698
3263 427
5005 5046
2873 1250
914 3634
2765 283
1690 1254
1933 656
3287 6382
1343 2846
6651 3496
2246 3353
1339 2619
2078 5421
3260 5832
2898 514
1130 6387
5005 4990
4912 2052
91 111
4828 4820
2392 2417
4906 2050
1828 3017
6728 3085
4090 4094
6174 6188
1343 5811
1137 786
5330 5376
1063 1561
3083 2671
136 3526
510 1061
4400 4495
4588 4447
3266 6375
79 1246
5832 5599
1343 3749
6678 6670
1343 2433
4295 410
4312 4283
5005 1706
1627 1629
1146 1150
6164 6056
4283 66
1380 875
501 4886
3108 867
398 213
1339 10
1365 3670
3224 3206
1343 5349
2084 2091
6174 6312
234 1700
6748 1126
3276 2836
234 5501
5158 2070
1684 2726
1137 6640
1450 3023
1130 3909
4168 4264
2246 2129
3230 6552
1343 3130
1343 3802
1137 6449
2882 4860
3936 2947
5872 5960
1094 4909
35 5464
3511 3491
6174 6165
5560 5559
2388 2488
5519 4274
1343 4891
4043 2068
4481 4402
5342 5391
6748 332
1499 1559
4265 4741
1343 5783
4043 5751
178 21
4295 1084
6683 6670
4142 5771
6060 6171
4679 4675
3268 3767
4636 4723
6289 6196
1447 1449
2437 2401
1137 1219
1343 3163
4146 4163
3937 1166
4848 3578
178 3769
234 1614
4805 1731
4295 4405
5410 3802
2786 2172
4912 5779
1063 1582
1243 1686
4145 5841
2445 2428
1343 6615
1343 3162
2729 1717
1339 2042
4699 4593
1130 679
48 2119
3283 5741
1130 6628
540 5459
5837 6475
1343 76
4222 4258
234 1506
4400 4302
4184 4185
405 3456
4283 4556
234 6390
1166 1165
3882 5442
1722 838
2724 5338
4512 4283
1339 2759
4481 4511
3669 3653
2659 1401
618 1265
6748 4042
4550 1309
6748 2147
1003 961
1645 1651
3245 2590
5659 4132
1308 1305
234 2044
2122 4155
3493 3517
5872 5912
4628 5428
1343 4192
4514 4629
1343 3380
7 3016
194 195
144 2711
1343 1640
3817 3015
234 196
6064 6089
2722 2436
1672 6577
234 5443
614 5218
1130 1678
5571 2068
1206 1204
900 894
607 612
1343 1224
1339 4776
4400 4428
2162 3742
6060 6345
1343 894
234 6546
2676 1673
1343 1404
5007 6455
3457 3533
1130 3076
4283 6229
4460 4283
607 4126
4951 2048
4184 4170
2664 2598
234 1313
6060 6297
2939 3053
2660 2118
2807 4089
2246 3580
6174 6239
3159 905
1672 1394
2874 2876
2460 3905
3457 3578
2306 1698
2592 2593
4400 4422
820 633
1343 2789
234 655
3477 3556
3258 6611
641 628
4295 4655
1130 5650
1137 4123
2246 2245
6046 6092
3240 1623
914 695
3128 2706
298 1214
35 512
3224 6532
6748 3135
1882 3039
6748 1065
315 416
6040 738
2301 5471
607 280
1137 1115
2409 2382
91 94
6611 5333
4912 5461
3260 3753
1679 1678
4145 1040
2252 4941
1343 6547
6039 6174
2673 3785
1937 1936
542 2234
1130 1233
1137 3439
1988 3057
3811 3007
234 2153
6244 6340
3288 4125
39 40
1343 6672
1472 5444
5872 5882
1130 3972
1137 3787
4295 4649
393 3210
6298 6089
318 419
2149 2147
6505 6527
1130 3926
5330 2435
1137 2234
4929 4928
4710 4517
4421 4535
5835 5776
1343 2474
2392 2399
6172 6089
234 5809
1343 622
1499 1546
688 1996
2714 5312
5385 5386
3276 2681
1343 1941
2849 675
3240 1675
394 6747
185 3903
646 632
5333 1453
5835 3992
3430 5839
2460 1399
43 1684
6748 5464
785 764
4295 4621
3528 148
3260 3910
5330 5368
178 1255
6039 1190
1343 640
607 570
294 1151
510 549
6729 5455
234 1166
4295 4722
1343 3287
3116 3357
394 4128
234 2212
6150 6235
3425 270
4784 6708
2596 692
4283 4428
2246 6657
5832 513
1343 2256
742 169
1130 3408
6748 5130
2460 5565
234 5633
1339 3092
821 650
914 1636
6174 6177
4074 4924
429 2181
5330 2421
5482 5492
1995 1994
6509 4128
4914 4920
1063 2695
6702 6694
4788 3298
3289 6375
1777 1824
5390 632
5005 3764
731 728
2301 694
234 4201
2779 1239
5128 2069
3252 6705
3509 2242
2395 2400
1343 4877
5860 3179
1343 2378
1343 1084
234 752
3411 4092
68 3374
3883 2440
2029 584
1130 5355
2137 2735
3742 172
5084 6423
1130 5383
2948 3079
429 2211
1130 4135
2882 2052
234 5298
3629 2490
1842 3025
3269 5841
6748 2697
4295 4668
522 1
6729 5007
2638 2367
6155 6316
3263 1684
2301 260
1343 1320
2246 2264
1343 2885
1343 4265
4289 4285
1343 5320
234 2050
419 1037
1343 1706
4074 1754
1684 1690
4472 4530
234 5697
6753 3843
5832 5834
1726 2680
833 250
3629 3800
2385 2405
2655 1288
5832 537
6174 6186
2596 5591
4829 4803
5213 3644
468 3944
238 5421
4295 4547
4184 4264
1137 3992
5835 6671
6060 6073
1063 1614
4084 962
5835 1404
1343 4274
1343 3803
4283 4573
3178 5394
4295 4526
2147 2143
4283 4430
6060 6146
1343 4087
1343 6668
5007 3153
234 736
1343 578
2849 6586
2708 1319
4400 4523
1339 801
6241 6196
4168 4227
1146 1163
2029 6578
399 6619
4739 4743
3095 3089
935 619
4283 4663
1684 4777
4074 2092
5066 5205
1343 6452
156 159
1339 5725
319 314
4481 4335
4472 4317
2162 2167
3659 3682
4145 6375
4739 4736
234 62
4043 3104
5005 4894
1695 1480
5330 4905
507 509
2162 3568
209 576
6748 3668
1343 1632
1343 6740
5832 3305
5005 978
4481 3439
4614 6296
5636 5839
1094 2809
4184 4255
234 3791
3479 3578
6463 3452
1137 4064
6039 270
2389 2428
6237 6351
4481 4341
4636 4716
2246 3469
1130 1673
3774 1155
2410 2400
3276 364
234 3932
2947 3044
4236 4258
3276 2715
1343 3105
1343 1935
3388 1453
234 2592
3640 2045
5594 20
4184 4204
1343 589
1343 5400
6174 6138
3254 3800
5246 5716
3422 3210
1063 1517
2431 2488
2244 103
180 5810
1137 5338
5749 163
211 1199
612 4771
2766 1297
3851 3854
4283 4300
6174 6200
3114 1373
2825 531
3286 3785
4645 4285
1339 1116
1130 1193
1343 1665
1137 6597
3254 1040
1728 3456
6748 3671
4306 4285
4995 3955
4112 4093
862 1162
3259 5381
185 2414
1343 1743
3762 6384
3355 5695
4481 4461
6643 6644
1137 3782
5390 649
4614 4314
5292 2024
1343 1196
2395 2427
3178 6740
1339 2100
3175 6416
4400 4508
1130 1246
5388 5389
5624 1015
3201 6532
6748 1637
4534 3786
1343 5869
4421 4549
1130 3144
5872 5932
5007 68
4295 1317
821 622
2660 2661
6505 6557
468 5709
4145 6621
2685 3439
234 864
6748 5754
6179 6139
4283 4431
1130 1157
4421 4301
574 2220
4295 4365
1343 3407
3258 644
1339 1636
4348 4283
5872 5996
5330 2399
703 5468
6164 6322
6229 6116
429 4775
6349 6242
4295 4731
5005 5235
4503 4673
4283 4393
4291 4584
5246 5250
4142 5560
5872 5986
2596 3442
3276 868
1343 1180
3265 6541
705 5779
6748 1451
860 2861
574 1758
2439 2428
1130 446
5832 5437
1343 2166
4481 1317
1720 4862
3913 3911
1343 5124
2087 2079
1459 2872
1339 1703
4837 3511
5390 2441
6577 900
607 5772
3308 3309
1130 4908
5030 5184
4132 477
234 3899
1243 899
178 737
760 759
6639 6641
3105 2644
5460 1176
5330 5338
1339 1245
6748 6586
211 212
4295 4338
234 3408
580 5471
3388 2904
1137 321
5832 188
2724 673
3116 174
6060 6251
4837 1731
1343 2631
6060 6066
1343 3076
2600 1052
7 3028
4698 4180
1343 887
1343 408
542 2199
1275 1274
4295 4322
5719 1160
1343 884
1130 4474
1339 4015
6174 6210
1499 1607
234 2275
6748 2594
1130 5365
48 2706
905 906
540 538
3159 5782
1343 2721
1243 1255
1343 1238
2786 6377
1404 1407
178 4066
3085 3099
2142 2175
234 3609
3074 2999
1137 2491
4857 4861
1243 875
398 1376
3138 4108
4283 4288
4283 4580
3289 6705
6577 905
5330 4258
3880 964
1063 1501
4095 4090
5364 2441
580 5605
3260 2369
1343 748
234 2164
1130 2849
607 5782
5009 5276
3335 2149
2395 633
3190 5732
2162 2585
3296 6713
4145 3897
1343 3195
915 886
996 961
6681 6670
1354 2707
1365 4143
3088 8
3293 3784
542 494
6434 5018
2148 2175
178 6561
1339 2008
6497 1711
789 788
1137 643
4481 4658
5657 5856
234 3456
1243 1690
3276 1773
4283 4414
4400 4357
6174 6136
1130 3851
4277 4055
1343 3251
3116 3383
5390 2407
5474 4766
4295 4932
5555 841
178 1687
3230 3231
4514 4624
3282 864
4165 2744
1343 310
937 935
238 2048
4265 3747
1343 6748
5146 5145
4295 4643
5802 5803
35 5833
3180 5726
6748 247
2420 2425
398 1320
3293 1623
3116 4112
211 1202
4503 1317
1343 4783
4265 2754
1684 2004
234 6380
189 3192
3269 465
2584 2953
1130 2181
2635 1742
6184 6211
4481 1749
607 211
3762 5411
5124 4797
1343 5817
3258 2489
3252 1684
3276 4738
1243 3109
5007 5559
5410 5411
6119 6193
1343 3263
1130 3075
4848 4803
3190 2729
785 778
3194 262
1684 898
1137 239
5654 6630
4119 5629
1130 643
1130 640
1099 258
1130 5362
1343 6141
4400 4712
1343 2683
574 2947
1137 3146
3655 3662
853 5434
1343 314
1015 3784
6509 1006
3252 875
1343 3112
1137 1456
1343 4883
3656 3707
6444 1710
5333 5384
3774 3670
1137 2146
2947 3002
