,,应用工具,a52dec,"
,,应用工具,memcached,"
memcached is a high-performance, distributed memory object caching
system, generic in nature, but intended for use in speeding up dynamic
web applications by alleviating database load.","
High Performance, Distributed Memory Object Cache.",,,,,,,,,,,
,,应用库,memkind,"
The memkind library is an user extensible heap manager built on top of
jemalloc which enables control of memory characteristics and a
partitioning of the heap between kinds of memory.  The kinds of memory
are defined by operating system memory policies that have been applied
to virtual address ranges. Memory characteristics supported by
memkind without user extension include control of NUMA and page size
features. The jemalloc non-standard interface has been extended to
enable specialized arenas to make requests for virtual memory from the
operating system through the memkind partition interface. Through the
other memkind interfaces the user can control and extend memory
partition features and allocate memory while selecting enabled
features. This software is being made available for early evaluation.
Feedback on design or implementation is greatly appreciated.","
User Extensible Heap Manager.",,,,,,,,,,,
,,应用工具,memstrack,"
A memory allocation tracer, like a hot spot analyzer for memory allocation","
A memory allocation tracer, like a hot spot analyzer for memory allocation.",,,,,,,,,,,
,,应用工具,memtest86+,"
Memtest86+ is a thorough stand-alone memory test for x86 and x86-64
architecture computers. BIOS based memory tests are only a quick
check and often miss many of the failures that are detected by
Memtest86+.

The ELF version should be used for booting from grub,
and avoids the following errors:
""Error 7: Loading below 1MB is not supported""
""Error 13: Invalid or unsupported executable format""
""Error 28: Selected item cannot fit into memory""

The script '/usr/sbin/memtest-setup' can be run (as root)
to add the memtest86+ entry to your GRUB boot menu.","
Stand-alone memory tester for x86 and x86-64 computers.",,,,,,,,,,,
,,应用库,mesa,"
Mesa driver filesystem.
Mesa offscreen rendering libraries.
Mesa gbm runtime library.
Mesa shared glapi.
Mesa XA state tracker.
Mesa-based VDPAU drivers.
The drivers with support for the Vulkan API.","
Mesa driver filesystem.
Mesa offscreen rendering libraries.
Mesa gbm runtime library.
Mesa shared glapi.
Mesa XA state tracker.
Mesa-based VDPAU drivers.
Mesa Vulkan drivers.","
Mesa-based DRI drivers.
Mesa libEGL runtime libraries.
Mesa libGL runtime libraries.","
Mesa-based DRI drivers.
Mesa libEGL runtime libraries.
Mesa libGL runtime libraries.",,,,,,,,,
,,应用工具,mesa-demos,,,"
The glx-utils package provides the glxinfo and glxgears utilities.","
GLX utilities.",,,,,,,,,
,,应用库,mesa-libGLU,"
Mesa implementation of the standard GLU OpenGL utility API.","
Mesa libGLU library.",,,,,,,,,,,
,,应用库,mesa-libGLw,,,"
Mesa libGLw runtime library.","
Xt / Motif OpenGL widgets.",,,,,,,,,
,,应用工具,meson,"
Meson is a build system designed to optimize programmer
productivity. It aims to do this by providing simple, out-of-the-box
support for modern software development tools and practices, such as
unit tests, coverage reports, Valgrind, CCache and the like.","
High productivity build system.",,,,,,,,,,,
,,应用服务,metacity,"
Metacity is a window manager that integrates nicely with the GNOME desktop.
It strives to be quiet, small, stable, get on with its job, and stay out of
your attention.","
Unobtrusive window manager.",,,,,,,,,,,
,,应用工具,metis,"
METIS is a set of serial programs for partitioning graphs,
partitioning finite element meshes, and producing fill reducing
orderings for sparse matrices.
The algorithms implemented in METIS are based on the multilevel
recursive-bisection, multilevel k-way, and multi-constraint
partitioning schemes developed in our lab.
METIS is distributed with OpenMP support.","
Serial Graph Partitioning and Fill-reducing Matrix Ordering.",,,,,,,,,,,
,,核心工具,microcode_ctl,"
This package provides microcode update files for Intel x86 and x86_64 CPUs.

The microcode update is volatile and needs to be uploaded on each system
boot i.e. it isn't stored on a CPU permanently; reboot and it reverts
back to the old microcode.

Package name ""microcode_ctl"" is historical, as the binary with the same name
is no longer used for microcode upload and, as a result, no longer provided.","
CPU microcode updates for Intel x86 processors.",,,,,,,,,,,
,,系统库,microdnf,"
Micro DNF is a lightweight C implementation of DNF, designed to be used
for doing simple packaging actions when you don't need full-blown DNF and
you want the tiniest useful environments possible.

That is, you don't want any interpreter stack and you want the most
minimal environment possible so you can build up to exactly what you need.","
Lightweight implementation of DNF in C.",,,,,,,,,,,
,,应用工具,micropipenv,"
A lightweight wrapper for pip to support Pipenv and Poetry lock files or
converting them to pip-tools compatible output.","
A simple wrapper around pip to support Pipenv and Poetry files.",,,,,,,,,,,
,,应用库,mimetic,"
mimetic is an Email library (MIME) written in C++ designed to be easy to use
and integrate but yet fast and efficient.

It has been built around the standard lib. This means that you'll not find yet
another string class or list implementation and that you'll feel comfortable
in using this library from the very first time.

Most classes functionalities and behavior will be clear if you ever studied
MIME and its components; if you don't know anything about Internet messages
you'll probably want to read some RFCs to understand the topic and, therefore,
easily use the library whose names, whenever possible, overlap terms adopted
in the standard RFC documents. At the very least: RFC 822, RFC 2045 and RFC
2046.","
A full featured C++ MIME library.",,,,,,,,,,,
,,系统工具,mingw-binutils,,,"
Utilities (like strip and objdump) which are needed for
both the Win32 and Win64 toolchains
Cross compiled binutils (utilities like 'strip', 'as', 'ld') which
understand Windows executables and DLLs.
Cross compiled binutils (utilities like 'strip', 'as', 'ld') which
understand Windows executables and DLLs.","
Utilities which are needed for both the Win32 and Win64 toolchains.
Cross-compiled version of binutils for the Win32 environment.
Cross-compiled version of binutils for the Win64 environment.",,,,,,,,,
,,应用工具,mingw-bzip2,"
Static library for mingw32-bzip2 development.
Static library for mingw64-bzip2 development.","
Static library for mingw32-bzip2 development.
Static library for mingw64-bzip2 development.","
Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software.
Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software.","
32 Bit version of bzip2 for Windows.
64 Bit version of bzip2 for Windows.",,,,,,,,,
,,应用工具,mingw-cairo,"
MinGW Windows Cairo library.
MinGW Windows Cairo library.","
MinGW Windows Cairo library.
MinGW Windows Cairo library.",,,,,,,,,,,
,,应用工具,mingw-crt,,,"
MinGW Windows cross-compiler runtime, base libraries for the win32 target.
MinGW Windows cross-compiler runtime, base libraries for the win64 target.","
MinGW Windows cross-compiler runtime for the win32 target.
MinGW Windows cross-compiler runtime for the win64 target.",,,,,,,,,
,,应用工具,mingw-expat,"
This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers.
This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers.","
MinGW Windows port of expat XML parser library.
MinGW Windows port of expat XML parser library.",,,,,,,,,,,
,,应用工具,mingw-filesystem,,,"
This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages.
This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages.
This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages.","
Generic files which are needed for both mingw32-filesystem and mingw64-filesystem.
MinGW cross compiler base filesystem and environment for the win32 target.
MinGW cross compiler base filesystem and environment for the win64 target.",,,,,,,,,
,,应用工具,mingw-fontconfig,,,"
MinGW Windows Fontconfig library.
MinGW Windows Fontconfig library.","
MinGW Windows Fontconfig library.
MinGW Windows Fontconfig library.",,,,,,,,,
,,应用工具,mingw-freetype,"
Static version of the MinGW Windows Freetype library.
Static version of the MinGW Windows Freetype library.","
Static version of the MinGW Windows Freetype library.
Static version of the MinGW Windows Freetype library.","
MinGW Windows Freetype library.
MinGW Windows Freetype library.","
Free and portable font rendering engine.
Free and portable font rendering engine.",,,,,,,,,
,,系统工具,mingw-gcc,"
MinGW Windows cross-compiler for C++ for the win32 target.
MinGW Windows cross-compiler for C++ for the win64 target.","
MinGW Windows cross-compiler for C++ for the win32 target.
MinGW Windows cross-compiler for C++ for the win64 target.","
MinGW Windows cross-C Preprocessor for the win32 target.
MinGW Windows cross-compiler (GCC) for C for the win32 target.
MinGW Windows cross-C Preprocessor for the win64 target
MinGW Windows cross-compiler (GCC) for C for the win64 target.","
MinGW Windows cross-C Preprocessor for the win32 target.
MinGW Windows cross-compiler (GCC) for C for the win32 target.
MinGW Windows cross-C Preprocessor for the win64 target..
MinGW Windows cross-compiler (GCC) for C for the win64 target.",,,,,,,,,
,,系统工具,mingw-gettext,,,"
MinGW Windows Gettext library
Static version of the MinGW Windows Gettext library.
MinGW Windows Gettext library
Static version of the MinGW Windows Gettext library.","
GNU libraries and utilities for producing multi-lingual messages.
Static version of the MinGW Windows Gettext library.
GNU libraries and utilities for producing multi-lingual messages.
Static version of the MinGW Windows Gettext library.",,,,,,,,,
,,应用库,mingw-glib2,,,"
MinGW Windows Glib2 library.
Static version of the MinGW Windows GLib2 library.
MinGW Windows Glib2 library.
Static version of the MinGW Windows GLib2 library.","
MinGW Windows Glib2 library for the win32 target.
Static version of the MinGW Windows GLib2 library.
MinGW Windows Glib2 library for the win64 target.
Static version of the MinGW Windows GLib2 library.",,,,,,,,,
,,应用工具,mingw-gstreamer1,"
GStreamer is a streaming-media framework, based on graphs of filters
which operate on media data. Applications using this library can do
anything from real-time sound processing to playing videos, and just
about anything else media-related. Its plug-in-based architecture
means that new data types or processing capabilities can be added by
installing new plug-ins.
GStreamer is a streaming-media framework, based on graphs of filters
which operate on media data. Applications using this library can do
anything from real-time sound processing to playing videos, and just
about anything else media-related. Its plug-in-based architecture
means that new data types or processing capabilities can be added by
installing new plug-ins.","
MinGW Windows Streaming-Media Framework Runtime.
MinGW Windows Streaming-Media Framework Runtime.",,,,,,,,,,,
,,应用工具,mingw-harfbuzz,"
Static version of the MinGW Windows Harfbuzz library.
Static version of the MinGW Windows Harfbuzz library.","
Static version of the MinGW Windows Harfbuzz library.
Static version of the MinGW Windows Harfbuzz library.","
HarfBuzz is an implementation of the OpenType Layout engine.
HarfBuzz is an implementation of the OpenType Layout engine.","
MinGW Windows Harfbuzz library.
MinGW Windows Harfbuzz library.",,,,,,,,,
,,应用库,mingw-headers,,,"
MinGW Windows cross-compiler Win32 header files.
MinGW Windows cross-compiler Win64 header files.","
MinGW Windows cross-compiler Win32 header files.
MinGW Windows cross-compiler Win64 header files.",,,,,,,,,
,,应用库,mingw-icu,"
ICU is a set of C and C++ libraries that provides robust and
full-featured Unicode and locale support. The library provides calendar
support, conversions for many character sets, language sensitive
collation, date and time formatting, support for many locales, message
catalogs and resources, message formatting, normalization, number and
currency formatting, time zone support, transliteration, and word,
line, and sentence breaking, etc.
ICU is a set of C and C++ libraries that provides robust and
full-featured Unicode and locale support. The library provides calendar
support, conversions for many character sets, language sensitive
collation, date and time formatting, support for many locales, message
catalogs and resources, message formatting, normalization, number and
currency formatting, time zone support, transliteration, and word,
line, and sentence breaking, etc.","
MinGW compilation of International Components for Unicode Tools.
MinGW compilation of International Components for Unicode Tools.",,,,,,,,,,,
,,应用库,mingw-libffi,"
Foreign function interface library for MinGW.
Foreign function interface library for MinGW.","
A portable foreign function interface library for MinGW.
A portable foreign function interface library for MinGW.",,,,,,,,,,,
,,应用库,mingw-libjpeg-turbo,"
Static version of the MinGW Windows cross compiled Libjpeg-turbo library.
Static version of the MinGW Windows cross compiled Libjpeg-turbo library.","
Static version of the MinGW Windows Libjpeg-turbo library.
Static version of the MinGW Windows Libjpeg-turbo library.","
MinGW Windows cross compiled Libjpeg-turbo library.
MinGW Windows cross compiled Libjpeg-turbo library.","
MinGW Windows Libjpeg-turbo library.
MinGW Windows Libjpeg-turbo library.",,,,,,,,,
,,系统库,mingw-libpng,"
MinGW Windows Libpng library.

This package contains static cross-compiled libraries.
MinGW Windows Libpng library.

This package contains static cross-compiled libraries.","
Static version of MinGW Windows Libpng library.
Static version of MinGW Windows Libpng library.","
MinGW Windows Libpng library.
MinGW Windows Libpng library.","
MinGW Windows Libpng library.
MinGW Windows Libpng library.",,,,,,,,,
,,应用库,mingw-libtiff,"
Static version of the MinGW Windows LibTIFF library.
Static version of the MinGW Windows LibTIFF library.","
Static version of the MinGW Windows LibTIFF library.
Static version of the MinGW Windows LibTIFF library.","
The libtiff package contains a library of functions for manipulating
TIFF (Tagged Image File Format) image format files.  TIFF is a widely
used file format for bitmapped images.  TIFF files usually end in the
.tif extension and they are often quite large.

The libtiff package should be installed if you need to manipulate TIFF
format image files.
The libtiff package contains a library of functions for manipulating
TIFF (Tagged Image File Format) image format files.  TIFF is a widely
used file format for bitmapped images.  TIFF files usually end in the
.tif extension and they are often quite large.

The libtiff package should be installed if you need to manipulate TIFF
format image files.","
MinGW Windows port of the LibTIFF library.
MinGW Windows port of the LibTIFF library.",,,,,,,,,
,,应用库,mingw-openssl,"
The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools.
The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools.","
MinGW port of the OpenSSL toolkit.
MinGW port of the OpenSSL toolkit.",,,,,,,,,,,
,,应用库,mingw-pcre,"
Static version of the mingw32-pcre library.
Static version of the mingw64-pcre library.","
Static version of the mingw32-pcre library.
Static version of the mingw64-pcre library.","
Cross compiled Perl-compatible regular expression library for use with mingw32.

PCRE has its own native API, but a set of ""wrapper"" functions that are based on
the POSIX API are also supplied in the library libpcreposix. Note that this
just provides a POSIX calling interface to PCRE: the regular expressions
themselves still follow Perl syntax and semantics. The header file
for the POSIX-style functions is called pcreposix.h.
Cross compiled Perl-compatible regular expression library for use with mingw64.

PCRE has its own native API, but a set of ""wrapper"" functions that are based on
the POSIX API are also supplied in the library libpcreposix. Note that this
just provides a POSIX calling interface to PCRE: the regular expressions
themselves still follow Perl syntax and semantics. The header file
for the POSIX-style functions is called pcreposix.h.","
MinGW Windows pcre library.
MinGW Windows pcre library.",,,,,,,,,
,,应用库,mingw-pixman,"
MinGW Windows Pixman library.
MinGW Windows Pixman library.","
MinGW Windows Pixman library.
MinGW Windows Pixman library.",,,,,,,,,,,
,,应用工具,mingw-pkg-config,,,"
The pkgconfig tool determines compilation options. For each required
library, it reads the configuration file and outputs the necessary
compiler and linker flags.
The pkgconfig tool determines compilation options. For each required
library, it reads the configuration file and outputs the necessary
compiler and linker flags.","
A tool for determining compilation options for the win32 target.
A tool for determining compilation options for the win64 target.",,,,,,,,,
,,系统工具,mingw-readline,"
The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.

This is a port of the library and development tools to Windows.
The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.

This is a port of the library and development tools to Windows.","
MinGW port of readline for editing typed command lines.
MinGW port of readline for editing typed command lines.",,,,,,,,,,,
,数据库,应用工具,mingw-sqlite,"
SQLite is a C library that implements an SQL database engine. A large
subset of SQL92 is supported. A complete database is stored in a
single disk file. The API is designed for convenience and ease of use.
Applications that link against SQLite can enjoy the power and
flexibility of an SQL database without the administrative hassles of
supporting a separate database server.  Version 2 and version 3 binaries
are named to permit each to be installed on a single host

This package contains static cross-compiled library
SQLite is a C library that implements an SQL database engine. A large
subset of SQL92 is supported. A complete database is stored in a
single disk file. The API is designed for convenience and ease of use.
Applications that link against SQLite can enjoy the power and
flexibility of an SQL database without the administrative hassles of
supporting a separate database server.  Version 2 and version 3 binaries
are named to permit each to be installed on a single host

This package contains static cross-compiled library","
Static version of MinGW Windows port of sqlite library.
Static version of MinGW Windows port of sqlite library.","
SQLite is a C library that implements an SQL database engine. A large
subset of SQL92 is supported. A complete database is stored in a
single disk file. The API is designed for convenience and ease of use.
Applications that link against SQLite can enjoy the power and
flexibility of an SQL database without the administrative hassles of
supporting a separate database server.  Version 2 and version 3 binaries
are named to permit each to be installed on a single host

This package contains cross-compiled libraries and development tools
for Windows.
SQLite is a C library that implements an SQL database engine. A large
subset of SQL92 is supported. A complete database is stored in a
single disk file. The API is designed for convenience and ease of use.
Applications that link against SQLite can enjoy the power and
flexibility of an SQL database without the administrative hassles of
supporting a separate database server.  Version 2 and version 3 binaries
are named to permit each to be installed on a single host

This package contains cross-compiled libraries and development tools
for Windows.","
MinGW Windows port of sqlite embeddable SQL database engine.
MinGW Windows port of sqlite embeddable SQL database engine.",,,,,,,,,
,,应用工具,mingw-termcap,"
This is the GNU termcap library -- a library of C functions that
enable programs to send control strings to terminals in a way
independent of the terminal type.  The GNU termcap library does not
place an arbitrary limit on the size of termcap entries, unlike most
other termcap libraries.

This package contains libraries and development tools for the MinGW
cross-compiled version.
This is the GNU termcap library -- a library of C functions that
enable programs to send control strings to terminals in a way
independent of the terminal type.  The GNU termcap library does not
place an arbitrary limit on the size of termcap entries, unlike most
other termcap libraries.

This package contains libraries and development tools for the MinGW
cross-compiled version.","
MinGW terminal feature database.
MinGW terminal feature database.",,,,,,,,,,,
,,应用库,mingw-win-iconv,"
Static version of the MinGW Windows Iconv library.
Static version of the MinGW Windows Iconv library.","
Static version of the MinGW Windows Iconv library.
Static version of the MinGW Windows Iconv library.","
MinGW Windows cross compiled Iconv library.
MinGW Windows Iconv library","
MinGW Windows Iconv library.
MinGW Windows Iconv library.",,,,,,,,,
,,应用库,mingw-winpthreads,"
Static version of the MinGW Windows pthreads library.
Static version of the MinGW Windows pthreads library.","
Static version of the MinGW Windows pthreads library.
Static version of the MinGW Windows pthreads library.","
The POSIX 1003.1-2001 standard defines an application programming
interface (API) for writing multithreaded applications. This interface
is known more commonly as pthreads. A good number of modern operating
systems include a threading library of some kind: Solaris (UI)
threads, Win32 threads, DCE threads, DECthreads, or any of the draft
revisions of the pthreads standard. The trend is that most of these
systems are slowly adopting the pthreads standard API, with
application developers following suit to reduce porting woes.

Win32 does not, and is unlikely to ever, support pthreads
natively. This project seeks to provide a freely available and
high-quality solution to this problem.
The POSIX 1003.1-2001 standard defines an application programming
interface (API) for writing multithreaded applications. This interface
is known more commonly as pthreads. A good number of modern operating
systems include a threading library of some kind: Solaris (UI)
threads, Win32 threads, DCE threads, DECthreads, or any of the draft
revisions of the pthreads standard. The trend is that most of these
systems are slowly adopting the pthreads standard API, with
application developers following suit to reduce porting woes.

Win32 does not, and is unlikely to ever, support pthreads
natively. This project seeks to provide a freely available and
high-quality solution to this problem.","
MinGW pthread library for the win32 target.
MinGW pthread library for the win64 target.",,,,,,,,,
,,应用库,mingw-zlib,"
The mingw32-zlib-static package contains static library for mingw32-zlib development.
The mingw64-zlib-static package contains static library for mingw64-zlib development.","
Static libraries for mingw32-zlib development..
Static libraries for mingw64-zlib development.","
MinGW Windows zlib compression library for the win32 target.
MinGW Windows zlib compression library for the win64 target.","
MinGW Windows zlib compression library for the win32 target.
MinGW Windows zlib compression library for the win64 target.",,,,,,,,,
,,应用工具,minicom,"
Minicom is a simple text-based modem control and terminal emulation
program somewhat similar to MSDOS Telix. Minicom includes a dialing
directory, full ANSI and VT100 emulation, an (external) scripting
language, and other features.","
A text-based modem control and terminal emulation program.",,,,,,,,,,,
,,应用库,minizip,"
Minizip zlib contribution that includes:
* AES encryption
* I/O buffering
* PKWARE disk splitting
It also has the latest bug fixes that having been found all over the internet.","
Minizip contrib in zlib with the latest bug fixes and advanced features.",,,,,,,,,,,
,,应用库,minizip1.2,"
Minizip is a library for manipulation with files from .zip archives.
This package contains the old minizip API, as bundled with zlib.","
Library for manipulation with .zip archives.",,,,,,,,,,,
,,应用工具,mksh,"
mksh is the MirBSD enhanced version of the Public Domain Korn shell (pdksh),
a bourne-compatible shell which is largely similar to the original AT&T Korn
shell. It includes bug fixes and feature improvements in order to produce a
modern, robust shell good for interactive and especially script use, being a
bourne shell replacement, pdksh successor and an alternative to the C shell.","
MirBSD enhanced version of the Korn Shell.",,,,,,,,,,,
,,应用工具,mlocate,"
mlocate is a locate/updatedb implementation.  It keeps a database of
all existing files and allows you to lookup files by name.

The 'm' stands for ""merging"": updatedb reuses the existing database to avoid
rereading most of the file system, which makes updatedb faster and does not
trash the system caches as much as traditional locate implementations.","
An utility for finding files by name.",,,,,,,,,,,
,,应用库,mobile-broadband-provider-info,"
The mobile-broadband-provider-info package contains listings of mobile
broadband (3G) providers and associated network and plan information.","
Mobile broadband provider database.",,,,,,,,,,,
,,应用库,mod_auth_gssapi,,,"
The mod_auth_gssapi module is an authentication service that implements the
SPNEGO based HTTP Authentication protocol defined in RFC4559.","
A GSSAPI Authentication module for Apache.",,,,,,,,,
,,应用库,mod_auth_mellon,"
Build of mod_auth_mellon with diagnostic logging. See README.redhat.rst
in the doc directory for instructions on using the diagnostics build.","
Build of mod_auth_mellon with diagnostic logging.","
The mod_auth_mellon module is an authentication service that implements the
SAML 2.0 federation protocol. It grants access based on the attributes
received in assertions generated by a IdP server.","
A SAML 2.0 authentication module for the Apache Httpd Server.",,,,,,,,,
,,应用库,mod_authnz_pam,,,"
mod_authnz_pam is a PAM authorization module, supplementing
authentication done by other modules, for example mod_auth_kerb; it
can also be used as full Basic Authentication provider which runs the
[login, password] authentication through the PAM stack.","
PAM authorization checker and PAM Basic Authentication provider.",,,,,,,,,
,,应用服务,mod_fcgid,"
mod_fcgid is a binary-compatible alternative to the Apache module mod_fastcgi.
mod_fcgid has a new process management strategy, which concentrates on reducing
the number of fastcgi servers, and kicking out corrupt fastcgi servers as soon
as possible.","
FastCGI interface module for Apache 2.",,,,,,,,,,,
,,应用服务,mod_intercept_form_submit,"
mod_intercept_form_submit can intercept submission of application login
forms. It retrieves the login and password information from the POST
HTTP request, runs PAM authentication with those credentials, and sets
the REMOTE_USER environment variable if the authentication passes.","
Apache module to intercept login form submission and run PAM authentication.",,,,,,,,,,,
,,应用服务,mod_lookup_identity,,,"
mod_lookup_identity can retrieve additional pieces of information
about user authenticated in Apache httpd server and store these values
in notes/environment variables to be consumed by web applications.
Use of REMOTE_USER_* environment variables is recommended.","
Apache module to retrieve additional information about the authenticated user.",,,,,,,,,
,,应用服务,mod_security,"
This package contains the ModSecurity Audit Log Collector.","
ModSecurity Audit Log Collector.","
ModSecurity is an open source intrusion detection and prevention engine
for web applications. It operates embedded into the web server, acting
as a powerful umbrella - shielding web applications from attacks.","
Security module for the Apache HTTP Server.",,,,,,,,,
,,应用服务,mod_security_crs,"
This package provides the base rules for mod_security.","
ModSecurity Rules.",,,,,,,,,,,
,,应用服务,mod_wsgi,,,"
The mod_wsgi adapter is an Apache module that provides a WSGI compliant
interface for hosting Python based web applications within Apache. The
adapter is written completely in C code against the Apache C runtime and
for hosting WSGI applications within Apache has a lower overhead than using
existing WSGI adapters for mod_python or CGI.","
A WSGI interface for Python web applications in Apache.",,,,,,,,,
,,应用工具,ModemManager,"
This package contains the libraries that make it easier to use some ModemManager
functionality from applications that use glib.","
Libraries for adding ModemManager support to applications that use glib..","
The ModemManager service manages WWAN modems and provides a consistent API for
interacting with these devices to client applications.","
Mobile broadband modem management service.",,,,,,,,,
,,应用工具,modulemd-tools,"
Tools provided by this package:

repo2module - Takes a YUM repository on its input and creates modules.yaml
    containing YAML module definitions generated for each package.

dir2module - Generates a module YAML definition based on essential module
    information provided via command-line parameters. The packages provided by
    the module are found in a specified directory or a text file containing
    their list.

createrepo_mod - A small wrapper around createrepo_c and modifyrepo_c to provide
    an easy tool for generating module repositories.

modulemd-merge - Merge several modules.yaml files into one. This is useful for
    example if you have several yum repositories and want to merge them into one.

modulemd-generate-macros - Generate module-build-macros SRPM package, which is
    a central piece for building modules. It should be present in the buildroot
    before any other module packages are submitted to be built.

bld2repo - Simple tool for dowloading build required RPMs of a modular build from koji.","
Collection of tools for parsing and generating modulemd YAML files.",,,,,,,,,,,
,,应用工具,mokutil,,,"
mokutil provides a tool to manage keys for Secure Boot through the MoK
(""Machine's Own Keys"") mechanism.","
Tool to manage UEFI Secure Boot MoK Keys.",,,,,,,,,
,,应用库,motif,"
This is the Motif 2.3.4 run-time environment. It includes the
Motif shared libraries, needed to run applications which are dynamically
linked against Motif and the Motif Window Manager mwm.
This package contains the static Motif libraries.","
Run-time libraries and programs.
Static libraries.",,,,,,,,,,,
,,桌面,mousetweaks,"
The Mousetweaks package provides mouse accessibility enhancements for
the GNOME desktop, such as performing various clicks without using any
hardware button. The options can be accessed through the Accessibility
tab of the Mouse Preferences of GNOME Control Center or through command-line.","
Mouse accessibility support for the GNOME desktop.",,,,,,,,,,,
,,应用库,mozilla-filesystem,,,"
This package provides some directories required by packages which use
Mozilla technologies such as native messaging extensions.","
Mozilla filesytem layout.",,,,,,,,,
,,系统库,mozjs52,"
SpiderMonkey is the code-name for Mozilla Firefox's C++ implementation of
JavaScript. It is intended to be embedded in other applications
that provide host environments for JavaScript.","
SpiderMonkey JavaScript library.",,,,,,,,,,,
,,系统库,mozjs60,"
SpiderMonkey is the code-name for Mozilla Firefox's C++ implementation of
JavaScript. It is intended to be embedded in other applications
that provide host environments for JavaScript.","
SpiderMonkey JavaScript library.",,,,,,,,,,,
,,应用工具,mozvoikko,"
This is mozvoikko, an extension for Mozilla programs for using the Finnish
spell-checker Voikko.","
Finnish Voikko spell-checker extension for Mozilla programs.",,,,,,,,,,,
,,系统库,mpfr,"
The MPFR library is a C library for multiple-precision floating-point
computations with ""correct rounding"". The MPFR is efficient and
also has a well-defined semantics. It copies the good ideas from the
ANSI/IEEE-754 standard for double-precision floating-point arithmetic
(53-bit mantissa). MPFR is based on the GMP multiple-precision library.","
A C library for multiple-precision floating-point computations.",,,,,,,,,,,
,,应用库,mpg123,"
Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries.
Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries.
Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries.

Pulseaudio output plug-in.","
Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3.
Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3.
Pulseaudio output plug-in for mpg123.",,,,,,,,,,,
,,应用库,mpich,"
MPICH is a high-performance and widely portable implementation of the Message
Passing Interface (MPI) standard (MPI-1, MPI-2 and MPI-3). The goals of MPICH
are: (1) to provide an MPI implementation that efficiently supports different
computation and communication platforms including commodity clusters (desktop
systems, shared-memory systems, multicore architectures), high-speed networks
(10 Gigabit Ethernet, InfiniBand, Myrinet, Quadrics) and proprietary high-end
computing systems (Blue Gene, Cray) and (2) to enable cutting-edge research in
MPI through an easy-to-extend modular framework for other derived
implementations.

The mpich binaries in this RPM packages were configured to use the default
process manager (Hydra) using the default device (ch3). The ch3 device
was configured with support for the nemesis channel that allows for
shared-memory and TCP/IP sockets based communication.

This build also include support for using the 'module environment' to select
which MPI implementation to use when multiple implementations are installed.
If you want MPICH support to be automatically loaded, you need to install the
mpich-autoload package.","
A high-performance implementation of MPI.",,,,,,,,,,,
