name,y_true,y_predict
ocaml-findlib,库,工具
anolis-logos,服务,工具
nghttp2,库,服务
nodejs-packaging,库,工具
gtkspell,工具,库
libselinux-python,库,工具
hwloc-libs,库,工具
kbd,工具,其它
kyotocabinet-libs,库,服务
alsa-lib,库,服务
dovecot-pgsql,库,服务
glibc-gconv-extra,库,工具
forge-parent,库,工具
ibus-libs,库,工具
atlas-corei2,库,工具
pykickstart,工具,库
perl-Getopt-Std,库,工具
keentuned,服务,工具
libpng,库,工具
sonatype-plugins-parent,库,工具
nbdkit-linuxdisk-plugin,工具,服务
plasma-breeze-common,工具,服务
lksctp-tools,库,工具
sound-theme-freedesktop,工具,服务
nkf,库,工具
glusterfs-fuse,工具,服务
seahorse,工具,服务
quota-rpc,工具,服务
orc-compiler,库,工具
libchardet,库,工具
redhat-lsb,工具,服务
perl-SNMP_Session,库,工具
texlive-fp,工具,库
felix-osgi-core,库,工具
ocl-icd,库,服务
bind9.16-libs,库,服务
xmvn-core,库,服务
xcb-proto,库,工具
evince-nautilus,工具,服务
perl-File-Listing,库,工具
libXau,库,服务
nmstate-libs,库,服务
python3-setuptools-wheel,库,工具
iwpmd,库,服务
alsa-ucm,库,服务
eclipse-emf-runtime,工具,库
jigawatts,库,工具
cryptsetup-libs,库,服务
sane-backends-drivers-scanners,工具,服务
avahi-ui-gtk3,工具,库
ipa-selinux,库,工具
c2esp,库,服务
gcc-toolset-11-libstdc++-docs,工具,库
devhelp,工具,库
djvulibre,工具,库
libestr,库,服务
libmatchbox,库,服务
texlive-latexconfig,工具,服务
nss-tools,库,工具
perl-File-BaseDir,库,服务
bison,工具,库
cockpit,库,工具
perl-File-Path,库,服务
pavucontrol,工具,服务
kernel-cross-headers,其它,工具
gutenprint-plugin,库,工具
mdadm,工具,服务
hawtjni,库,工具
mingw64-pkg-config,库,工具
rubygem-bundler,库,工具
libcgroup,库,工具
pcp-libs,服务,库
qt5-qtbase-postgresql,库,服务
anaconda-dracut,工具,服务
alsa-utils,工具,服务
libcgroup-tools,库,工具
accel-config,库,工具
lm_sensors-sensord,工具,服务
deepin-shortcut-viewer,服务,工具
poppler-utils,库,工具
spec-version-maven-plugin,库,工具
perl-Term-Table,库,工具
numactl-libs,工具,库
texlive-rsfs,工具,其它
python38-numpy-f2py,库,工具
aspnetcore-runtime-5.0,库,服务
dbus-c++,库,工具
words,工具,服务
softhsm,工具,服务
liburing,库,服务
mod_auth_mellon,库,服务
GConf2,工具,服务
python3-unbound,工具,库
python3-perf,库,工具
byacc,工具,库
python3-s3transfer,库,服务
disruptor,工具,库
dnf-automatic,工具,服务
hyphen-hr,工具,库
gtest,库,工具
xmvn,库,工具
rubygem-openssl,库,服务
perl-File-Remove,库,工具
istack-commons-tools,库,工具
perl-filetest,库,工具
libass,库,服务
nss_db,库,服务
hwloc,库,工具
python39-numpy-f2py,库,工具
libexif,库,工具
libasan,库,服务
libreoffice-pdfimport,库,工具
lorax-templates-anolis,服务,工具
nbdkit-tmpdisk-plugin,工具,服务
exfat-utils,工具,库
grub2-pc-modules,库,工具
ibus-libzhuyin,工具,库
usbguard-selinux,库,服务
libpsm2-compat,库,工具
udisks2-iscsi,工具,服务
texlive-context,工具,库
matchbox-window-manager,工具,服务
qt5-qtserialport,库,服务
perl-encoding,库,工具
avahi-compat-libdns_sd,库,服务
perl-DBD-MySQL,库,服务
cups-pk-helper,库,工具
bacula-storage,工具,服务
perl-Tie-File,库,工具
389-ds-base-libs,库,服务
perl-Package-Generator,库,工具
munge-maven-plugin-javadoc,库,工具
vinagre,工具,服务
libnice,库,服务
texlive-jknapltx,工具,库
upower-devel-docs,服务,库
stratisd-dracut,服务,工具
userspace-rcu,库,工具
bind-chroot,服务,工具
nss-util,库,工具
gstreamer1-plugins-bad-free,库,工具
nss,库,服务
hawtjni-runtime,库,工具
perl-Fcntl,库,服务
texlive-stmaryrd,工具,其它
cyrus-imapd-utils,工具,服务
eclipse-ecf-runtime,工具,库
python2-libs,工具,库
perl-Unicode-LineBreak,库,工具
python3-linux-procfs,库,工具
texlive-fontwrap,工具,其它
elfutils,工具,库
libecap,库,工具
qt5-qtbase-common,库,工具
perl-LWP-Protocol-https,库,服务
xorg-x11-xauth,工具,服务
bogofilter,工具,库
spice-glib,库,服务
NetworkManager-libnm,服务,工具
libgomp,库,服务
network-scripts,服务,工具
gcc-toolset-10-gdb-gdbserver,工具,库
gedit-plugin-joinlines,服务,库
python3-gpg,库,工具
perl-Unicode-Collate,库,工具
gnutls-dane,库,服务
libkcapi-hmaccalc,库,工具
python3-numpy-f2py,库,工具
avahi-compat-howl,库,服务
purple-sipe,工具,库
perl-NTLM,库,服务
gutenprint-cups,库,服务
texlive-fonts-tlwg,工具,其它
munge-maven-plugin,库,工具
lightdm-gobject,库,服务
tuned-profiles-compat,服务,工具
mpitests-openmpi,库,工具
qpdf,工具,库
perl-MIME-Types,库,工具
protobuf-compiler,库,工具
mingw64-win-iconv,库,服务
gedit-plugin-smartspaces,服务,工具
rpm,工具,服务
rhythmbox,工具,服务
hplip-common,工具,服务
sonatype-oss-parent,库,工具
kf5-sonnet-core,工具,库
texlive-enumitem,工具,库
pidgin-sipe,工具,库
net-snmp-utils,库,服务
texlive-lib,工具,库
libXNVCtrl,库,工具
clutter,工具,库
openscap-scanner,库,服务
clevis-udisks2,工具,服务
boom-boot-grub2,工具,服务
python38-pip,工具,库
kpartx,工具,服务
poppler,库,工具
pcp,服务,工具
systemd-journal-remote,其它,服务
attr,工具,库
pgaudit,库,服务
qt5-qtx11extras,库,服务
python3-nose,库,工具
nmstate-plugin-ovsdb,库,服务
uglify-js,库,工具
389-ds-base-legacy-tools,工具,服务
qgnomeplatform,库,服务
smartmontools,工具,服务
hyphen-cs,工具,库
gettext-libs,库,工具
texlive-collection-latex,工具,其它
container-exception-logger,服务,工具
maven-dependency-analyzer-javadoc,工具,库
perl-Pod-Checker,库,工具
fcitx-qt5,工具,服务
qt5-qtwebchannel,库,工具
docker,服务,工具
perl-Module-Loaded,库,工具
glassfish-jaxb-core,库,工具
mercurial,工具,库
gedit-plugins,服务,工具
egl-wayland,库,服务
libstoragemgmt-arcconf-plugin,库,工具
brasero-libs,库,工具
python3-kickstart,工具,库
python2-wheel-wheel,库,工具
PackageKit-cron,服务,工具
perl-File-DesktopEntry,库,工具
tboot,服务,工具
ibus-table-chinese-cangjie,工具,库
texlive-mnsymbol,工具,其它
perl-libwww-perl,库,工具
sbc,库,服务
texlive-xmltexconfig,工具,库
javacc-maven-plugin,库,工具
gflags,库,工具
texlive-gsftopk,工具,其它
xmvn-connector-ivy,库,服务
aspnetcore-runtime-3.1,库,服务
apr-util-odbc,工具,服务
texlive-texconfig,工具,库
texlive-ec,工具,其它
libtiff,库,工具
ibus-gtk2,库,工具
ModemManager,库,服务
fapolicyd-selinux,服务,工具
postfix-sqlite,工具,服务
mingw32-glib2,库,工具
ucx-rdmacm,库,服务
python3-libsss_nss_idmap,服务,库
jss-javadoc,库,工具
vapoursynth-tools,库,工具
libwebp,库,工具
perl-Test-Taint,库,工具
perl-Sys-Virt,库,工具
os-maven-plugin-javadoc,库,工具
gedit-plugin-colorschemer,服务,库
byzanz,工具,库
python2-pluggy,库,服务
python39-wheel-wheel,库,工具
gnome-desktop3,服务,工具
python3-rpm,工具,库
ftp,工具,服务
libknet1-crypto-nss-plugin,库,工具
parted,工具,服务
dotnet-apphost-pack-3.0,库,服务
grub2-pc,工具,服务
deepin-reader,服务,工具
unicode-ucd-unihan,库,其它
virt-viewer,工具,服务
torque-libs,服务,工具
popt,库,工具
ibus,工具,服务
deepin-desktop-schemas,服务,工具
cronie-anacron,服务,工具
libsss_nss_idmap,服务,工具
gedit-plugin-terminal,服务,工具
libfonts,库,其它
f32-backgrounds-extras-mate,工具,服务
pki-base,服务,工具
perl-XML-NamespaceSupport,库,工具
texlive-ifoddpage,工具,服务
gcc-toolset-11-dwz,工具,库
perl-Digest-SHA1,库,工具
dleyna-connector-dbus,库,服务
awscli,工具,服务
libvirt-docs,服务,库
libreoffice-math,库,工具
speex,库,工具
scala-swing,工具,库
iso-codes,工具,其它
libvirt-client,工具,库
texlive-xepersian,工具,其它
libmfx,库,服务
mingw32-bzip2,工具,库
dotconf,库,工具
os-maven-plugin,库,工具
gedit-plugin-codecomment,服务,库
perl-LWP-MediaTypes,库,工具
network-scripts-team,库,服务
libcmocka,库,工具
libselinux,库,工具
sblim-cmpi-base,库,工具
pygobject2-codegen,库,工具
rubygem-net-telnet,库,工具
f32-backgrounds-kde,工具,其它
geoclue2,库,服务
lucene-queries,库,工具
texlive-lualibs,工具,库
polkit-libs,库,工具
cockpit-bridge,工具,服务
perl-DynaLoader,库,工具
iputils-ninfod,工具,服务
qemu-kvm-block-iscsi,工具,服务
libupnp,库,服务
bacula-client,工具,服务
cim-schema,服务,库
micropipenv,工具,服务
libteam,库,服务
qpdf-libs,工具,库
ocaml-camlp4,库,工具
bea-stax-api,库,工具
ant-commons-logging,库,工具
xfsdump,工具,服务
texlive-sansmath,工具,其它
perl-podlators,库,工具
389-ds-base-snmp,工具,服务
glib2-fam,库,服务
cockpit-podman,库,服务
openchange,库,服务
perl-IO-Multiplex,库,服务
gpm,库,服务
pcp-import-sar2pcp,服务,工具
splix,库,服务
sscg,工具,服务
php-opcache,库,工具
mpitests-mvapich2-psm2,库,工具
texlive-luatexbase,工具,库
perl-Unicode-Normalize,库,工具
ant-javamail,库,工具
glibc-headers,库,工具
deepin-manual,服务,工具
jetty-util,库,工具
python3-openipmi,库,工具
bind-pkcs11-utils,服务,工具
ivy-local,库,工具
xorg-x11-xkb-utils,工具,服务
nbdkit-python-plugin,工具,库
texlive-needspace,工具,服务
mesa-vulkan-drivers,库,工具
varnish-docs,库,工具
f32-backgrounds-mate,工具,服务
bzip2-libs,库,工具
libiscsi-utils,库,服务
gcc-toolset-10-elfutils,工具,库
clucene-contribs-lib,库,工具
perl-Net-Ping,库,服务
nispor,库,服务
grub2-efi-x64,工具,服务
directory-maven-plugin,库,工具
oscap-anaconda-addon,工具,服务
apache-commons-parent,库,工具
perl-autouse,库,工具
mstflint,工具,服务
mingw64-termcap,库,工具
xhtml1-dtds,工具,库
dotnet-hostfxr-3.1,库,服务
spice-gtk3,库,服务
qt5-rpm-macros,库,工具
fftw-libs-quad,库,工具
perl-Unicode-UCD,库,其它
cdrdao,工具,服务
spice-client-win-x64,工具,服务
systemtap-runtime-python3,工具,库
python3-jmespath,库,工具
librbd1,库,服务
sblim-gather-provider,库,工具
pakchois,库,工具
libmediaart,库,服务
javacc-maven-plugin-javadoc,库,工具
golang-src,库,工具
ant-manual,库,工具
fipscheck-lib,库,工具
nfs4-acl-tools,工具,服务
fpc-srpm-macros,库,工具
felix-scr,库,工具
usbguard,库,服务
git-credential-libsecret,工具,服务
python-nose-docs,库,工具
plexus-pom,库,工具
systemd-pam,其它,服务
ledmon,工具,服务
libopenraw,库,工具
ipa-healthcheck-core,工具,服务
ant-apache-xalan2,库,工具
nbdkit-bash-completion,工具,服务
uom-parent,库,工具
ucx-cma,库,工具
ant-antlr,库,工具
spice-parent,库,工具
hamcrest-javadoc,库,工具
x3270,工具,服务
dpa-ext-gnomekeyring,工具,服务
liblangtag-data,库,服务
libmbim-utils,库,工具
ipa-client,工具,服务
lvm2-libs,库,工具
perl-Locale-Maketext,库,工具
mobile-broadband-provider-info,库,服务
perl-libintl-perl,库,工具
kpatch-dnf,工具,服务
python39-psycopg2,库,工具
texlive-cjk,工具,库
kata-containers,服务,库
kubernetes-kubeadm,服务,工具
polkit-pkla-compat,库,工具
libyami,库,服务
gcc-toolset-9-dwz,工具,库
freeipmi-ipmiseld,工具,服务
libgnomekbd,库,服务
spamassassin,工具,库
plexus-components-pom,库,工具
GeoIP-GeoLite-data-extra,库,服务
maven-artifact-transfer-javadoc,工具,库
mlocate,工具,库
mcstrans,服务,工具
ibus-table-chinese-wubi-jidian,工具,库
nbdkit-curl-plugin,工具,服务
python3-tracer,工具,库
dotnet-apphost-pack-3.1,库,服务
xorg-x11-font-utils,工具,其它
corosync-vqsim,库,工具
pcp-conf,服务,工具
yelp-xsl,工具,服务
uom-systems,库,工具
libwayland-cursor,库,服务
skkdic,库,工具
jbigkit-libs,库,工具
libudisks2,工具,服务
protobuf-c-compiler,库,工具
python3-setuptools_scm,库,服务
gmp-c++,库,工具
mod_authnz_pam,库,服务
jack-audio-connection-kit,库,工具
gtkspell3,工具,库
mingw32-win-iconv,库,服务
glassfish-legal,库,服务
freeipmi,工具,服务
dbus,其它,服务
colord-libs,库,服务
jetty-io,库,工具
python3-nftables,工具,库
perl-MIME-Base64,库,工具
policycoreutils-newrole,工具,服务
qt5-qtgraphicaleffects,库,工具
gcc-toolset-9-systemtap,工具,服务
python3-keycloak-httpd-client-install,工具,服务
npm,库,服务
maven-cal10n-plugin,库,工具
bluez-hid2hci,工具,服务
rust-srpm-macros,库,服务
f32-backgrounds-extras-kde,工具,其它
mvapich2,库,服务
voikko-tools,库,工具
libbpf,库,工具
fuse3-libs,库,服务
system-lsb-languages,服务,工具
bsdcpio,库,工具
perl-Module-Load-Conditional,库,工具
rrdtool-perl,工具,服务
python3-pyasn1-modules,库,工具
sendmail,工具,服务
python3-evdev,库,工具
maven-plugin-bundle,工具,库
perl-AutoSplit,库,工具
postgresql-jdbc-javadoc,库,服务
jboss-parent,库,工具
pygtk2-codegen,库,工具
enca,工具,库
geronimo-annotation-javadoc,库,工具
mingw64-zlib,库,服务
ant-swing,库,工具
texlive-xetexfontinfo,工具,其它
xorriso,库,工具
nodejs-nodemon,库,工具
geoipupdate,工具,服务
openssh-cavs,服务,工具
anaconda,工具,服务
qt5-qtbase-odbc,库,服务
postfix-mysql,工具,服务
orca,库,其它
libqtermwidget5,服务,工具
compat-exiv2-026,库,工具
python2-pymongo-gridfs,库,工具
logwatch,工具,服务
perl-libnet,库,服务
python3-humanize,库,工具
gstreamer1-plugins-ugly-free,库,工具
python39-pip,工具,库
nss-pam-ldapd,库,服务
hamcrest-core,库,工具
opencl-filesystem,库,工具
perl-DateTime-Format-ISO8601,库,工具
evince-browser-plugin,工具,服务
sblim-sfcb,库,服务
openjpeg2-tools,库,工具
python2-tools,工具,库
speech-dispatcher,库,工具
glibc-locale-source,库,工具
python39-rpm-macros,工具,库
perl-libnetcfg,库,工具
gstreamer-tools,工具,库
podman-docker,工具,服务
kernel-abi-stablelists,其它,工具
hunspell,工具,库
ant-lib,库,服务
gcc-toolset-9-gdb-gdbserver,工具,库
dejagnu,工具,库
spice-qxl-wddm-dod,库,服务
system-storage-manager,工具,服务
pmempool,库,工具
libwacom,库,服务
kernel-headers,其它,工具
ocaml-srpm-macros,库,工具
hspell,工具,库
dotnet-hostfxr-5.0,库,服务
rsyslog-mmjsonparse,服务,工具
postfix-pgsql,工具,服务
freeipmi-ipmidetectd,工具,服务
directory-maven-plugin-javadoc,库,工具
ffado,库,工具
libknet1-compress-lzma-plugin,库,工具
aspnetcore-runtime-3.0,库,服务
libproxy-bin,库,服务
fuse-libs,库,服务
mingw64-bzip2-static,工具,库
dotnet-hostfxr-6.0,库,服务
dwz,工具,库
keycloak-httpd-client-install,工具,服务
libX11,库,服务
mariadb-java-client,库,服务
ptscotch-mpich-devel-parmetis,库,服务
abrt-cli,工具,服务
system-lsb-printing,服务,工具
augeas-libs,库,工具
f32-backgrounds-xfce,工具,服务
keentune-target,服务,工具
mingw32-expat,工具,库
nbdkit-ssh-plugin,工具,服务
libwinpr,库,工具
maven-doxia-module-fml,工具,服务
perl-Pod-LaTeX,库,工具
zeromq3,服务,库
vte-profile,库,服务
dbxtool,工具,服务
libxudp-tools,库,服务
compat-guile18,工具,库
libvpx,库,服务
libvirt,服务,库
babel,工具,库
python2-nose,库,工具
shim-x64,其它,服务
qatlib,库,服务
netlabel_tools,工具,服务
ongres-scram-client,库,服务
container-selinux,库,工具
python2-psycopg2,库,服务
netavark,服务,工具
rpcgen,工具,服务
jakarta-commons-httpclient-manual,库,工具
slf4j-jdk14,库,服务
texlive-cm-lgc,工具,其它
perl-blib,库,工具
libffi,库,工具
firefox,工具,服务
dconf,工具,服务
glusterfs-libs,库,工具
libwayland-egl,库,服务
mingw32-winpthreads,库,工具
systemtap,工具,服务
gcc-toolset-9-libstdc++-docs,工具,库
mingw64-openssl,库,服务
f32-backgrounds-animated,工具,服务
libpurple,工具,库
docbook-dtds,库,工具
clutter-gst2,库,服务
plexus-component-factories-pom,库,工具
flatpak-selinux,服务,工具
GeoIP-GeoLite-data,库,服务
bind-sdb-chroot,服务,工具
dpdk,库,工具
anaconda-install-env-deps,工具,服务
python3-libipa_hbac,服务,库
libvncserver,库,工具
maven-wagon-http-shared,工具,服务
libguestfs-rescue,库,工具
hplip,工具,服务
python3-dnf-plugin-modulesync,库,工具
dotnet-host-fxr-2.1,库,服务
wpa_supplicant,工具,服务
devhelp-libs,库,服务
pacemaker-cts,服务,工具
aspnetcore-targeting-pack-3.0,库,服务
fftw-libs-double,库,工具
kubernetes-master,服务,工具
ant-contrib-javadoc,工具,库
basesystem,服务,工具
perl-NKF,库,工具
ruby-irb,库,工具
libreport-anaconda,库,服务
ninja-build,工具,库
spice-vdagent,库,服务
tracer-common,工具,服务
redis,服务,工具
clevis-luks,工具,服务
aspnetcore-targeting-pack-5.0,库,服务
lockdev,库,服务
HdrHistogram,库,工具
wavpack,库,服务
python2-ipaddress,库,工具
dyninst-static,库,工具
oci-systemd-hook,库,服务
bind9.16-chroot,服务,工具
texlive-cmextra,工具,服务
PackageKit-gstreamer-plugin,服务,工具
oci-seccomp-bpf-hook,库,工具
mingw64-expat,工具,库
anolis-logos-ipa,服务,工具
motif,工具,服务
perl-File-HomeDir,库,工具
perl-Mail-Sender,库,服务
perl-Term-ReadLine,库,工具
freeradius-rest,库,服务
gtk2-immodule-xim,库,工具
texlive-hyphen-base,工具,库
tog-pegasus,服务,工具
metis,工具,库
gtk3-immodule-xim,库,工具
ruby-libs,库,工具
libselinux-ruby,库,工具
libnice-gstreamer1,库,服务
perl-Module-Install-ReadmeFromPod,库,工具
xdg-utils,服务,库
libSM,库,服务
texlive-typehtml,工具,库
texlive-amsfonts,工具,其它
fwupdate,工具,其它
ibus-table-chinese-quick,工具,库
libsss_idmap,服务,库
fuse-exfat,工具,服务
libndp,库,服务
libsemanage,库,工具
ipa-client-common,工具,服务
malaga-suomi-voikko,工具,库
graphite2,库,工具
libstdc++,库,工具
perl-Pod-Parser,库,工具
ant-jsch,库,工具
guava20-testlib,库,工具
abrt-addon-pstoreoops,工具,服务
libsepol-static,库,工具
libqrtr-glib,库,服务
maven-shared-incremental-javadoc,工具,库
perl-Crypt-OpenSSL-RSA,库,服务
maven-shared-io,工具,库
mingw64-pixman,库,服务
hplip-libs,库,工具
dvd+rw-tools,工具,库
ca-certificates,工具,服务
systemd-udev,其它,工具
pki-servlet-4.0-api,服务,库
yp-tools,工具,服务
libXdmcp,库,服务
perl-File-Find,库,服务
kf5-kconfig-core,工具,服务
libvirt-gobject,库,工具
shim-unsigned-x64,其它,服务
libsmartcols,工具,库
rubygem-irb,库,工具
perl-String-ShellQuote,库,工具
mcpp,库,工具
spice-client-win-x86,工具,服务
libblkid,工具,服务
evince-libs,库,工具
javapackages-local,库,工具
aspnetcore-targeting-pack-6.0,库,服务
perl-IO,库,工具
pam,工具,库
mallard-rng,工具,库
jetty-server,库,工具
xsane-common,库,服务
haproxy,工具,服务
cockpit-pcp,库,工具
perl-open,库,工具
brltty-at-spi2,库,工具
ansible-collection-microsoft-sql,工具,服务
boom-boot,工具,服务
NetworkManager,服务,工具
kf5-kdelibs4support-libs,工具,库
xorg-x11-apps,服务,工具
python38,工具,库
fstrm,库,工具
pcsc-lite-ccid,库,服务
libvma,库,工具
startdde,工具,服务
opensc,库,服务
python38-pluggy,库,服务
glibc-common,库,工具
slapi-nis,库,服务
python36-rpm-macros,工具,库
sane-backends-libs,工具,服务
bacula-console,工具,服务
graphviz-gd,工具,库
opa-fm,工具,服务
perl-meta-notation,库,工具
shadow-utils-subid,工具,库
freeradius-unixODBC,库,工具
python3-dnf-plugin-versionlock,库,服务
ruby-default-gems,库,工具
samba-pidl,服务,工具
vala,库,工具
mingw64-icu,库,工具
xterm,工具,服务
libsane-hpaio,库,服务
abrt-addon-xorg,工具,服务
libcacard,库,服务
bluez-cups,工具,服务
libnbd-bash-completion,库,服务
ima-evm-utils,工具,服务
texlive-fontspec,工具,其它
libusbmuxd,库,服务
texlive-utopia,工具,其它
owasp-java-encoder,库,工具
polkit,库,工具
sendmail-milter,工具,服务
texlive-trimspaces,工具,库
perl-DBM_Filter,库,服务
libICE,库,服务
deepin-anything-server,服务,库
perl-Text-Unidecode,库,工具
glassfish-servlet-api,库,工具
rubygem-xmlrpc,库,服务
nasm,工具,库
qemu-kvm-core,工具,服务
maven-resolver-spi,工具,服务
java-11-openjdk-jmods,库,工具
libquvi-scripts,库,工具
pcp-export-pcp2xml,服务,工具
mesa-filesystem,库,服务
qt5-doctools,库,工具
python38-rpm-macros,工具,库
libuninameslist,库,其它
crit,库,工具
hwloc-gui,库,工具
pcp-system-tools,服务,工具
libipa_hbac,服务,库
usermode-gtk,工具,服务
memcached,服务,工具
mingw64-freetype,工具,其它
freetype,库,其它
dleyna-server,服务,工具
python3-dbus,库,工具
libwsman1,服务,工具
maven-shade-plugin,工具,库
unixODBC,库,服务
mesa-vdpau-drivers,库,工具
plexus-bsh-factory,库,工具
mpitests-mpich,库,工具
inkscape-view,工具,服务
python38-psycopg2,库,工具
deepin-calculator,服务,库
libmalaga,工具,服务
libsepol,库,工具
OpenIPMI-perl,库,工具
python3-bind9.16,库,工具
rsyslog-mmkubernetes,服务,工具
libguestfs-bash-completion,库,服务
dotnet-host,库,工具
qt5-srpm-macros,库,工具
pcs-snmp,工具,服务
libvirt-dbus,库,服务
libguestfs-rsync,库,工具
freeradius-ldap,库,服务
gpac-libs,库,工具
oci-umount,库,服务
appstream-data,库,服务
libnetfilter_cttimeout,库,工具
evolution-ews,工具,服务
perl-DateTime-TimeZone-SystemV,库,服务
mariadb-connector-c,库,服务
lua-guestfs,库,服务
log4j-jcl,库,服务
perl-File-Fetch,库,服务
python39-idle,工具,库
libfprint,库,服务
texlive-tex-gyre-math,工具,其它
dhcp-client,工具,服务
vdo-support,工具,库
bsdcat,库,工具
perl-FindBin,库,工具
libmodplug,库,服务
deepin-font-manager,服务,其它
dotnet-apphost-pack-6.0,库,服务
libknet1-crypto-openssl-plugin,库,工具
jackson-databind,库,工具
gnome-disk-utility,服务,工具
papi-testsuite,库,工具
rng-tools,服务,工具
perl-Digest,库,工具
ostree,工具,库
virt-dib,库,服务
p7zip,工具,服务
python2-scour,库,服务
pcp-parfait-agent,库,工具
libqmi-utils,库,工具
osgi-core,库,工具
jetty-servlet,库,工具
fontconfig,工具,其它
kernel,其它,工具
systemd,其它,工具
lua-srpm-macros,库,工具
dovecot-pigeonhole,库,工具
texlive-cns,工具,服务
texlive-fontawesome,工具,其它
apr-util-mysql,工具,服务
libimobiledevice,库,服务
fuse3,工具,服务
libdde-file-manager,库,服务
gsl,库,工具
perl-Date-ISO8601,库,工具
amanda,工具,服务
papi-libs,库,工具
protobuf-c,库,工具
tuned,服务,工具
intel-gpu-tools,服务,工具
freeipmi-bmc-watchdog,工具,服务
adcli,工具,服务
geronimo-parent-poms,库,工具
idn2,库,工具
osgi-compendium,库,工具
perl-hivex,库,服务
uuid,工具,库
libpsm2,库,服务
ant-jmf,库,工具
jasper-libs,库,工具
libacl,库,工具
breeze-icon-theme,工具,服务
openssl-ibmpkcs11,工具,服务
update-motd,服务,工具
gssproxy,库,服务
gnome-user-docs,服务,工具
hyphen-be,工具,库
greenboot,工具,服务
HdrHistogram-javadoc,库,工具
git-lfs,工具,服务
perl-ExtUtils-Constant,库,工具
golang-dbus,库,工具
ipset-service,工具,服务
device-mapper-libs,库,服务
zsh,工具,库
perl-IO-Socket-INET6,库,服务
libotf,库,工具
ibus-wayland,工具,服务
pcp-export-pcp2influxdb,服务,工具
python38-idle,工具,库
javapackages-filesystem,库,工具
opencryptoki-swtok,库,服务
zlib-static,库,工具
perl-ExtUtils-Install,库,工具
libguestfs-inspect-icons,库,工具
net-snmp-agent-libs,库,服务
libstoragemgmt-hpsa-plugin,库,工具
hyphen-nn,工具,库
nbdkit-tar-filter,工具,服务
kf5-attica,工具,库
libsvm-svm-toy-qt,库,工具
python2-backports-ssl_match_hostname,库,服务
mythes-lb,工具,库
mingw32-cairo,工具,服务
osgi-annotation,库,工具
