idx,name,y_true,y_predict,feature
102,boost,应用,系统,11 additional advanced allow application atomic base buffer callback class code command compiler comply component concept configurable configuration constraint container context coordinate copy core data date define developer diagnostics directory draft easy emphasis entry establish execution exist expression extend extension facility feature file filesystem filter flexible framework free function functionality functions future generic graph handling highly implement implementation include inclusion individual interface known language late library line little locale localization log logging long make manage manipulate math memory method micro multiple nannan obtain offer operate operation option order pair path persistence point portable portion preprocessor present program programming provide public query random range reference regular require run runtime schedule separate serialization signal single slot sort source specific standard standards stream style subroutine suitable support switch synchronize template thread threads time tool type unicode useful user userland utility value variable wide work
103,booth,应用,其它,cluster core distribute executables facilitate file locate location manage manager multi pacemaker resource site support
104,bpftrace,应用,核心,available backend berkeley bytecode capability compile dynamic ebpf enhance exist filter high inspire interact kernel language level linux llvm make nannan packet recent script systemtap trace tracer user
105,brasero,应用,应用,application cd contain desktop dvd easy extension gnome libraries library libs nautilus package runtime share simple
106,breeze-icon-theme,其它,其它,file icon resource theme
107,brltty,应用,系统,access application background bind binding complete console daemon directly display documentation dracut drive driver functionality install interface java linux mode module ng package process programming provide python run screen support text time unix
108,brotli,应用,核心,algorithm available best combination compress compression context currently data general generic lossless method modern nannan offer order purpose ratio similar speed variant
109,bubblewrap,应用,系统,bin binary container core engine execution kernel namespaces nannan tool user usr work
110,byteman,应用,系统,access agent allow application based bytecode code contain data different documentation execute extra fact include inject injection insert java javadoc load method need original package prepare private program remove simplify source start startup test tool trace want
111,byzanz,其它,应用,command desktop ease format image include line nannan optionally record recorder recording sound tool video
112,bzip2,核心,核心,application approximately available balance benefit best bzip2 capability compress compression compressor data decompression fast faster file format free freely high install libraries nannan need patent quality speed technique time utility
113,c-ares,应用,应用,asynchronous fork library nannan operation perform request resolve write
114,c2esp,应用,系统,cups driver filter nannan printer
115,ca-certificates,系统,应用,bundle certificate choose contain foundation internet mozilla nannan package root
116,cachefilesd,系统,核心,cache caching daemon directory disk file local manage management nannan network persistent space user
117,cairo,系统,系统,acceleration advantage available binding buffer cairo consistent contain currently design display file functionality gnome gobject graphic hardware high image include integrate library make medium memory nannan object output package postscript print produce provide quality support target window
118,cairomm,系统,系统,cairo developer familiar graphic include interface library make nannan offer power standard template
119,cdparanoia,应用,核心,ability application atomic audio compact contain data digital directly disc disk drive dynamic extra extraction feature file format frame good handle hardware include instead libraries library libs like linear loss need package pipe read reading repair sample stream tool utility variety write
120,cdrdao,应用,系统,allow area audio base cd complete content control description disc disk lead length mode nannan pre record recording rs single step textual track write
121,cdrkit,应用,系统,able allow application audio binary block boot capable cd command communicate contain copying correspond create creates data device different digital directory drive dvd error file form format fully generate host human image include install library line medium message mono multi need package player pre program provide rate read readable record recorder recording save scsi size sound split suitable support tree usually utility work write
122,celt051,应用,应用,audio bitstream close codec codecs communication design file format high low mean nannan normal package parallel particular quality realtime rename require special speech speex stable symbol traditional transform transmission version vorbis
123,ceph,其它,系统,access allow application block client cluster develop device distribute distributed file interface library like manage multiple object reliable shared simple storage store strip
124,certmonger,应用,系统,certificate client concern enrollment monitor nannan primarily service status
125,chan,应用,核心,available buffer channel implementation nannan pure
126,check,应用,系统,address assertion catch cause check code define developer editor error failure feature framework ides interface little nannan output separate signal simple source space test unit
127,checkpolicy,系统,核心,access architectural base based building compiler component concept contain control design develop enforcement enhanced feature flask functionality general improve include kernel kind level linux mandatory multi nannan number operating originally package policy provide require role security selinux support type utility
128,cheese,其它,应用,application apply capture contain display effect fancy gnome graphical interface library nannan need package picture video want widgets
129,chkconfig,系统,系统,administrator basic command configure current directly edit hierarchy information instead interface line link maintain manipulate manually numerous page provide query service simple specify start stop symbolic tool unless update utility various
130,chrome-gnome-shell,其它,其它,browser capable connector extension extensions firefox gnome google host http integration manage messaging nannan native org provide repository shell support
131,chrony,应用,核心,client computer implementation input keyboard manual nannan network operate protocol provide reference server service time
132,chrpath,应用,应用,allow compile currently dynamic library load modify nannan path program programs remove support
133,cifs-utils,应用,应用,able allow authentication automatically cifs client conjunction contain credential deploy establish file filesystem kernel keyring linux login machine manage microsoft module mount nannan need ntlm option package password protocol provide purpose session share standard support tool user utilities widely windows work
134,cim-schema,应用,其它,actual common consist contact define description enterprise environment http information integration management model nannan network org overall provide schema specification www
135,cjose,应用,系统,nannannannan
136,clang,应用,核心,nannannannan
137,cldr-emoji-annotation,应用,其它,annotation file language nannan package provide
138,clevis,应用,系统,allow automate automated automatic automatically basic bind block boot building commonly data desktop device directly dracut early enable encrypt encryption environment example framework gnome integration like occur package policy provide require root sophisticated support systemd users volume
139,cloud-init,其它,其它,cloud init initialization install instance nannan need retrieve script scripts special user various
140,clucene,应用,应用,alternative analyzer apache bring contain core date engine functionality high http java language module nannan org popular port search similar specific speed text version
141,clufter,系统,系统,additional built capable cluster command common compiled configuration contain conversion corosync data experimental extra file filter format framework generic include interface internal library line offer overall pacemaker package plugin plugins primarily process product python3 reusable serve specific stack step target tool underlying usable variety xslt
142,clutter,系统,核心,application center clutter create example fast graphical interface interfaces library medium nannan open potential rich software source type usage user visually
143,clutter-gst2,系统,应用,clutter create enable fast graphical gstreamer integration interface library nannan open rich software source user visually
144,clutter-gst3,系统,应用,clutter create enable fast graphical gstreamer integration interface library nannan open rich software source user visually
145,clutter-gtk,系统,应用,allow application basic clutter embed gtk inside library nannan stage widget
146,cmake,应用,系统,base code common compilation compiler complex configuration contain control cross data directories directory environment file files generates generation gui independent macro make makefiles module native package platform possible preprocessor process quite require simple software sophisticated support template workspace
147,cockpit,应用,核心,administer authenticate authentication base behalf bridge browser card certificate client cockpit command component configuration configure console contain dbus diagnostic enable freeipa gnu inspection instal interactive interface line linux listen network offer package report selinux server service session shell smart troubleshoot user
148,cockpit-appstream,应用,其它,archive cockpit component create instal install integration interface load machine manage metric nannan package read storage support update user virt virtual
149,cockpit-composer,应用,应用,cloud cockpit composer custom deploy frontend generate image integrate nannan suitable upload
150,cockpit-session-recording,应用,其它,allow cockpit component configuration generate journal module nannan playback provide record recording session terminal view
151,codemodel,应用,应用,code compiler file generate generator java jaxb library nannan program project provide schema source spin
152,cogl,应用,系统,able advantage apis backends component design developer different draw easy extension future good graphic hardware help implement implementation library like machine make mean nannan need nice open opengl option paper picture place position pretty provide render single small software source specification state step style think utility write
153,color-filesystem,应用,其它,color directory filesystem layout nannan package provide required store used
154,colord,应用,核心,color context daemon device level library profile
155,colord-gtk,应用,应用,additional functionality gtk library nannan provide require support
156,compat-libtiff3,应用,应用,compatibility current file format image library manipulate package provide tiff version
157,conntrack-tools,应用,核心,addition availability available cluster collect command connection contain currently daemon delete deploy dump establish event firewall gnu high highly inspect interact interface kernel line linux list maintain manipulate message monitor multiple nannan netfilter package program search selection setup state statistic subsystem synchronize table tools track userspace using
158,container-exception-logger,应用,其它,able container design exception host input inside logging nannan outside tool
159,containerd,应用,其它,available complete container daemon emphasis execution gopkg host image level lifecycle linux low manage network open portability reliable runtime simplicity standard storage test transfer windows
160,convmv,应用,系统,contain convert encoding filename nannan package tool utf
161,copy-jdk-configs,应用,其它,archive configuration create file nannan script transfer update utility
162,coreutils,系统,系统,basic binary combination common commonly component core documentation include optional package script shell single tool translation utility utils
163,corosync,应用,核心,cluster contain corosync engine libraries library nannan package
164,corosync-qdevice,应用,其它,certificate cluster contain corosync create daemon engine init nannan network package script
165,cpio,系统,系统,access archive archives ascii automatically binary byte collection compatible contain copy create creates default different disk extract file following format information install kind machine manage nannan need order permission pipe plus posix program read recognize support tape
166,cppcheck,应用,系统,analysis code compiler detect error goal nannan normally primarily real static syntax tool type unlike zero
167,cppunit,应用,应用,automatic base framework junit nannan output port test testing unit
168,cracklib,系统,系统,actually appropriate certain characteristic check checking choose conjunction contain creation determine dictionary easy entry exist function generate guess include instal install library match nannan necessary need normally oriented package particular passwd password pattern perform program purpose replacement secure security share standard stop test user users usr utility want word
169,crash,应用,应用,analysis core create dump kernel linux live mission nannan offer package patch self suite tool utility
170,crash-gcore-command,应用,应用,command core crash create dump extension file kernel module nannan space task user utility
171,crash-ptdump-command,应用,应用,buffer crash decode extension facility generate intel module nannan processor retrieve trace utility
172,crash-trace-command,应用,应用,command crash data extension module nannan read trace utility
173,crda,应用,核心,compliance comply daemon database kernel nannan network networking order package provide radio rule stack world
174,createrepo_c,应用,系统,application binding common creates directory easy generate implementation libraries library maintain manipulation metadata nannan package python repository utility
175,cronie,系统,系统,ability allow arbitrary configuration contain cron daemon default enhancement execute execution extra feature fork good like multiple original power program regular related resource schedule security selinux setting share simple specify standard style time tool unix using utility
176,crontabs,系统,系统,basic check command contains cron daemon directory execute execution file function handle instal install mainly nannan need package particular program root schedule
177,crypto-policies,系统,系统,apply base built configuration crypto cryptographic custom define definition disable enable file library mode package policy pre provide setup simple ssl switch tls tool update various wide
178,cryptsetup,核心,核心,contain crypt disk encrypt encrypted encryption integrity kernel library module package protection share utility verification volume
179,cscope,应用,核心,allow base browse code editing file function general individual large list macro match nannan perform plain return search select source text tool tree user variable
180,ctags,应用,系统,code construct contain cross definition easy editor emacs enumerate external file form function generate header human improve include index information inside install item language likely list locate macro make method nannan object output preprocessor print programming prototype readable reference select source style support text tool type union utility value variable various
181,culmus-fonts,其它,其它,common consist contain display file font fonts hebrew package project
182,cups,应用,核心,apple application berkeley command cups develop interface layer libraries library libs line nannan need operate package portable printing provide solution standard unix user vendor
183,cups-filters,应用,系统,addition additional apple backends contain contains core cups develop distribution especially filter independently introduce library longer maintain package pdf printing provide software
184,cups-pk-helper,应用,其它,application available config configuration control cups helper interface make nannan policykit printer
185,curl,系统,核心,authentication base basic build certificate client come command compare configured cooky data dependency digest easy feature file form free hand http imap instal installation kerberos ldap library limited line minimal ntlm package password pop3 post proxy remote replacement require run server small smtp support syntax telnet time tool transfer upload use useful user utility
186,cyrus-imapd,系统,其它,access administration administrative advantage allow base calendar compatible concurrent connection contact contain contains control convert database design differ efficiency email enterprise environment file filesystem hierarchy high imap implementation instal internal internet large list mail message multiple node normally open package performance permit pop3 private program protocol provide read scalability scalable seamless server small software specification standards storage store support technology timezone tool user utilities utility utils version wide write
187,cyrus-sasl,系统,系统,access application authentication based commonly connection contain contains digest directory gssapi implementation kerberos layer ldap lib library login method need ntlm package plain plugin plugins protocol scheme secret security server share shared simple store support
188,dav1d,应用,应用,correctness cross decoder file focus library nannan open platform source speed
189,dbus,其它,系统,access application bus common configuration contain dbus facility file implementation interact libraries library login message messaging package provide reference send service session setup tools user utilities utility wide
190,dbus-c++,系统,其它,attempt binding bus contain dbus glib integration library nannan native package provide subpackages
191,dbus-glib,系统,应用,abstraction binding bus glib integrate library loop main nannan standard thread
192,dbus-python,应用,其它,binding bus nannan python3
193,dbusmenu-qt,其它,应用,application dbus export implementation import library make menu nannan possible protocol provide
194,dbxtool,系统,核心,boot contain nannan package secure uefi update
195,dconf,系统,应用,backend configuration glib gsettings level low main nannan provide purpose
196,dconf-editor,应用,其它,configuration database edit editor graphical nannan tool
197,dcraw,应用,应用,camera command contain data decode digital download image line nannan package tool
198,dde,其它,其它,deepin desktop environment nannan
199,dde-account-faces,其它,其它,account deepin face linux nannan
200,dde-api,其它,应用,daemon nannan
201,dde-calendar,其它,应用,calendar nannan schedule smart thing
202,dde-clipboard,其它,其它,good include integration multiple nannan platform plugins provide theme
203,dde-control-center,其它,其它,center control deepin linux nannan
204,dde-daemon,其它,其它,daemon handle nannan session setting
205,dde-device-formatter,其它,应用,block create device file graphical interface nannan simple
206,dde-dock,其它,其它,deepin desktop environment module nannan plugin
207,dde-file-manager,其它,其它,deepin desktop environment file library manager module nannan plugin
208,dde-kwin,其它,其它,configuration deepin desktop environment nannan package provide
209,dde-launcher,其它,其它,desktop environment launcher module nannan
210,dde-network-utils,其它,其它,deepin desktop environment nannan network utils
211,dde-polkit-agent,其它,其它,agent deepin desktop environment nannan polkit
212,dde-printer,其它,其它,manage manager nannan printer tool
213,dde-qt-dbus-factory,其它,应用,auto code dbus generated nannan repository store
214,dde-qt5integration,其它,其它,good include integration multiple nannan platform plugins provide theme
215,dde-qt5platform-plugins,其它,应用,platform plugins
216,dde-server-industry-config,其它,应用,configuration desktop file nannan server special version
217,dde-session-shell,其它,其它,deepin desktop environment module nannan session shell
218,dde-session-ui,其它,其它,deepin desktop display end environment include interface lock login module nannan power project screen service session sub switch tool user zone
219,deepin-anything,其它,其它,like really
220,deepin-authenticate,其它,应用,adapt authentication design face fingerprint interface method nannan order used
221,deepin-boot-maker,其它,其它,cd drive dvd file flash image medium nannan simple tool write
222,deepin-calculator,其它,其它,calculator easy nannan ordinary user
223,deepin-compressor,其它,其它,application archive create extract fast lightweight nannan
224,deepin-default-settings,其它,其它,deepin default environment fcitx file icon include override package page setting
225,deepin-desktop-base,其它,其它,base deepin desktop file nannan server
226,deepin-desktop-schemas,其它,其它,collection component contain deepin desktop gsettings nannan schema setting share various wide
227,deepin-devicemanager,其它,其它,device hardware information manage manager nannan tool view
228,deepin-diskmanager,其它,其它,disk management nannan tool utility
229,deepin-editor,其它,其它,deepin editor linux nannan simple
230,deepin-fcitxconfigtool-plugin,其它,其它,core currently customize desktop easily extension fcitx framework freebsd input light like linux method nannan native provide requirement support unix weight
231,deepin-font-manager,其它,其它,bulk deepin file font function install manager nannan user
232,deepin-gettext-tools,其它,其它,accord convert deepin desktop file function generate gettext handle nannan policy policykit scan tool tools translation update wrapper
233,deepin-gtk-theme,其它,其它,deepin nannan theme
234,deepin-icon-theme,其它,其它,deepin desktop environment nannan
235,deepin-image-viewer,其它,其它,deepin image nannan viewer
236,deepin-log-viewer,其它,其它,nannan tool useful view viewer
237,deepin-manual,其它,其它,application description design function help instruction learn manual nannan operating provide specific summary user
238,deepin-menu,其它,其它,beautiful build deepin menu nannan service
239,deepin-picker,其它,其它,color deepin nannan tool
240,deepin-pw-check,其它,应用,adapt authentication check configuration design face fingerprint interface manager method nannan order password used
241,deepin-reader,其它,应用,annotation bookmark nannan reader simple support
